sample_id,image_path,ground_truth,language,dataset,prediction_claude_sonnet,inference_time_ms_claude_sonnet,tokens_used_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,tokens_used_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,tokens_used_gpt-5-nano,error_gpt-5-nano
iam_106_b03-114,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_106_b03-114/handwritten.png,"The text in the image reads:
""In any case, fahrenheit need not lose heart. Once before, and that not so long ago, the authorities ganged up to alter the habits of the people. That effort was to enforce the adoption of the twenty-four hour clock. Then, also, the B.B.C. were roped in. The only result was that the well-meaning corporation became very unpopular.""",2,IAM_mini,"Here's the text from the image:

""In any case, taxpayers need not lose heart.
Once before, and that not so long ago, the authorities ganged up to alter the habits of people. That effort was to enforce the adoption of the twenty-four hour clock. Then, also, the S.D.C were roped in. The only result was that the well-meaning corporation became very unpopular.""",4453.540802001953,,,"In any case, Fahrenheit need not lose heart.
Once before, and that not so long ago, the authorities ganged up to alter the habits
of people. That effort was to enforce
the adoption of the twenty-four hour
clock. Then, also, the B.B.C. were
roped in. The only result was
that the well-meaning corporation
became very unpopular.",6696.859121322632,,,"In any case, Fahrenheit need not lose heart.
Once before, and that not so long ago, the authorities ganged up to alter the habits of people.
That effort was to enforce the adoption of the twenty-four hour clock.
Then, also, the B.B.C. were roped in.
The only result was that the well-meaning corporation became very unpopular.",6238.157749176025,,
iam_107_b04-020,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_107_b04-020/handwritten.png,"Here's the text from the image:

""Supplies of meat and dairy produce were substantially higher last year than in 1959. Lucky, lucky housewives! To have such a splendid variety of goods to choose from. Not so long ago older folk were reminding young wives, harassed by shortages, of the good old days of abundance. Now it is mother who picks up recipes from her daughter.""",2,IAM_mini,"Here's the text from the image:

""Supplies of meat and dairy produce were substantially higher last year than in 1951.

Lucky, lucky housewives! To have such a splendid variety of foods to choose from.

Not so long ago older folk were reminding young wives, harassed by shortages, of the good old days of abundance. Now it is mother who picks up recipes from her daughter.""",4728.18922996521,,,"Supplies of meat and dairy produce were
substantially higher last year than in 1959.
Lucky, lucky housewives! To have such a
splendid variety of foods to choose from.
Not so long ago older folk were reminding
young wives, (crossed out: harrassed) harassed by
shortages, of the good old days of
-abundance. Now it is mother who
picks up recipes from her daughter.",4402.198791503906,,,"Supplies of meat and dairy produce were substantially higher last year than in 1959. Lucky, lucky housewives! To have such a splendid variety of foods to choose from. Not so long ago older folk were reminding young wives, mothers harassed by shortages of the good old days of endurance. Now it is mother who picks up recipes from her daughter.",8437.083005905151,,
iam_108_b04-026,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_108_b04-026/handwritten.png,"The text reads:

""The dinner table is the best answer to the grumblers in Britain today! 'THIS is colour day,' proclaimed the American television network, N.B.C. And hour after hour it poured out its programmes in bright colours. In America colour TV is five years old. There are already 600,000 sets in use. What about Britain? The B.B.C. is ready to launch a colour TV service, but the commercial TV contractors want to delay it for 10 years.""",2,IAM_mini,"The text from the image reads:

""The answer here is the best answer to the grumblers in Britain today. 'THIS is colour day,' proclaimed the American television network, N.B.C. And hour after hour it poured out its programmes in bright colour. In America colour TV is five years old. There are already 500,000 sets in use. What about Britain? The B.B.C. is ready to launch a colour TV service, but the commercial TV contractors want to delay it for 10 years.""",5734.1248989105225,,,"The dinner table is the best answer to the grumbles in Britain today! ""THIS is colour day,"" proclaimed the American television network, N.B.C. And hour after hour it poured out its programmes in bright colours. In America colour TV is five years old. There are already 600,000 sets in use. What about Britain? The B.B.C. is ready to launch a colour TV service, but the commercial TV contractors want to delay it for 10 years.",8502.607107162476,,,,7922.9419231414795,,
iam_109_b04-060,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_109_b04-060/handwritten.png,"The text in the image reads:

""It is equally certain that the British Government will welcome them. How splendid it would be if, just for once, the government were to voice the real feelings of the British people. And tell Makarios they are not prepared to accept him on such terms. GOOD cheer for the week-end. Ford Motors are to put 13,000 men back on a five-day week.""

This appears to be a newspaper or document excerpt that discusses British government policy regarding Makarios (likely referring to Archbishop Makarios III of Cyprus) and includes an economic news item about Ford Motors employment.",2,IAM_mini,"Here's the text from the image:

""It is equally certain that the British Government will welcome them. How splendid it would be if, just for once, the Government were to voice the real feelings of the British people. And tell Makarios they are not prepared to accept him on such terms. GOOD cheer for the week-end. Ford Motors are to put 13,000 men back on a five-day week.""",5997.076988220215,,,"It is equally certain that the British Government
will welcome them. How splendid it would be if, just
for once, the Government were to voice the real feelings of
the British people. And tell Makarios they are not
prepared to accept him on such terms. GOOD cheer
for the week-end. Ford Motors are to put 13,000
men back on a five-day week.",6480.68380355835,,,"It is equally certain that the British Government will welcome them. How splendid it would be if, just for once, the Government were to voice the real feelings of the British people. And tell Nakarios they are not prepared to accept him on such terms. GOOD cheer for the week-end. Ford Motors are to put 13,000 men back on a five-day week.",6192.897081375122,,
iam_109_b04-075,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_109_b04-075/handwritten.png,"The text in the image reads:

""They intend to sit outside the Ministry of Defence. It is their protest against the H-bomb. They ought to have a pleasant time. The weather forecast is good; except for them, Whitehall should be deserted. And they will have a fine view of St. James's Park, with its placid lake, pelicans, rare ducks, and other wild life.""",2,IAM_mini,"Here's the text from the image:

""They intend to sit outside the Ministry of Defence. It is their protest against the H-bomb. They ought to have a pleasant time. The weather forecast is good; except for them, Whitehall should be deserted. And they will have a fine view of St. James's Park, with its placid lake, pelicans, rare ducks, and other wild life.""",4476.4509201049805,,,"They intend to sit outside the Ministry of Defence. It is their protest against the H‑bomb. They ought to have a pleasant time. The weather forecast is good; except for them, Whitehall should be deserted. And they will have a fine view of St. James's Park, with its placid lake, pelicans, rare ducks, and other wildlife.",5461.215019226074,,,"They intend to sit outside the Ministry of Defence, It is their protest against the H-bomb. They ought to have a pleasant time. The weather forecast is good; except for them, Whitehall should be deserted. And they will have a fine view of St. James's Park, with its placid lake, pelicans, rare ducks, and other wild life.",7186.8250370025635,,
iam_112_b04-134,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_112_b04-134/handwritten.png,"Here's the text from the image:

""For expansion today means still greater prosperity tomorrow. BERTRAND RUSSELL, the 88-year-old standard bearer of the Ban the Bomb crusade, has a devoted following. Thousands march with him - and sit with him too. It is said by some that he is a saint; by others that he is a prophet. He is, in fact, a philosopher with a highly developed sense of publicity who has been spectacularly wrong on the great issues of our time.""",2,IAM_mini,"Here's the text from the image:

""for expansion today means still greater prosperity tomorrow. BERTRAND RUSSELL,
the 88-year-old standard bearer of the ban-
the-bomb crusade, has devoted following.
Thousands march with him - and sit with him
too. It is said by some that he is a saint, by
others that he is a prophet. He is, in fact, a
philosopher with a highly developed sense of publicity
who has been spectacularly wrong on the great
issues of our times.""",4915.438890457153,,,"For expansion today means still greater prosperity tomorrow.

BERTRAND RUSSELL,

the 88-year-old standard bearer of the Ban-the-Bomb crusade, has a devoted following.

Thousands march with him - and sit with him too. It is said by some that he is a saint; by others that he is a prophet. He is, in fact, a philosopher with a highly developed sense of publicity who has been spectacularly wrong on the great issues of our times.",6658.2350730896,,,"For expansion today means still greater prosperity tomorrow. BERTRAND RUSSELL, the 88-year-old standard bearer of the Ban-the-Bomb crusade, has devoted following, thousands march with him – and sit with him too. It is said by some that he is a saint; by others that he is a prophet. He is, in fact, a philosopher with a highly developed sense of publicity who has been spectacularly wrong on the great issues of our times.",9187.609195709229,,
iam_112_b04-147,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_112_b04-147/handwritten.png,"The text from the image reads:

""AN experiment in courtesy is launched by the Electricity Board. The board is laying a cable along a seven-mile route in Surrey. A warden, Mr. Jack Finlay, has been appointed to smooth out difficulties for householders when trenches are dug outside their front gates. Splendid. By showing concern for the people the board will earn their good will. Happy patrolling, Mr. Finlay!""",2,IAM_mini,"Here's the text from the handwritten note:

AN expression went to bear bags to launch by electricity
Board. The board is trying a case away a about
mile south of Surrey. A watchman, Mr. John Finlay,
has been appointed to smooth out difficulties for
householders when troubles are any outside their
front gates. Splendid. By showing concern
for the people the board will earn their good will.
Happy patrolling Mr. Finlay.",4870.089292526245,,,"AN experiment in courtesy is launched by Electricity Board. The board is laying a cable along a seven-mile route in Surrey. A warden, Mr. Jack Finlay, has been appointed to smooth out difficulties for householders when trenches are dug outside their front gates. Splendid. By showing concern for the people the board will earn their good will. Happy patrolling, Mr. Finlay!",5337.680816650391,,,,6862.442970275879,,
iam_114_b04-202,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_114_b04-202/handwritten.png,"The text in the image reads:

""The older universities are often accused of being interested only in dead subjects. Now Cambridge has the opportunity to show it is just as interested in the living. Particularly as its rival, Oxford, has had a similar course in farming for 15 years.

JOHN GLENN, Virgil Grissom, Alan Shepard. One of these three men has a date with destiny - the first journey into Space.""",2,IAM_mini,"Here's the text from the image:

""The older Universities are often accused of being interested only in dead subjects. Now Cambridge has the opportunity to show is just as interested in the living. Particularly as its rival, Oxford, has had a similar course in farming for 15 years!

JOHN GLENN, Virgil GRISSOM, Alan SHEPARD. One of these three men has a date with destiny - the first journey into Space.""",4753.133058547974,,,"The other universities are often accused of being interested only in dead subjects. How Cambridge has the opportunity to show is just as interested in the living. Particularly as its rival, Oxford, has had a similar course in farming for 15 years!

JOHN GLENN, Virgil Grissom, Alan Shepard. One of these three men has a date with destiny - the first journey into space.",6885.93602180481,,,"The other universities are often accused of being
interested only in dead subjects. How Cambridge has
the opportunity to show is just as interested in the
living. Particularly as its rival, Oxford, has had a
similar course in farming for 15 years!
JOHN GLENN, VIRGIL GRISSOM, ALAN SHEPARD. One of
these three men has a date with destiny - the
first journey into Space.",8298.511028289795,,
iam_115_b05-017,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_115_b05-017/handwritten.png,"The text in the image reads:

""Nobody's going to shove 2ole Uncle Sam around!"" He then took out a piece of paper, wrote his address on it and added: ""Anybody knocking the Yanks about had better call on me first. I won't stand for it."" Exit a puzzled American.
The other incident occurred in the boat-train from Cherbourg to Paris.",2,IAM_mini,"The text in the image reads:

""Nobody's going to shoot like uncle said would. He then took out a piece of paper, wrote his address on it and added: 'Anybody watching the yanks about now both call other put. I won't stand for it.' Said a proper American.

The other incident occurred in the boat-train from Cherbourg to Paris.""",5518.186092376709,,,"""Nobody's going to shove 'ole Uncle Sam around!"" He then
took out a piece of paper, wrote his address on it and added:
""Anybody mucking the Yanks about had better call on me
first. I won't stand for it."" Exit a puzzled American.

The other incident occurred in the boat-train from Cherbourg
to Paris.",6363.013982772827,,,"Here is the best transcription of the handwritten text in the image:

Nobody's going to shave Old Uncle Sam around!"" He then
took out a piece of paper, wrote his address on it and added:

""Anybody mucking the Yanks about had better call on me first. I won't stand for it."" Ex in a puzzled American.

The other incident occurred in the boat-train from Dover to Paris.",10027.544975280762,,
iam_117_b05-045,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_117_b05-045/handwritten.png,"Here's the text from the image:

""From being an assembler in an aircraft factory to becoming a paint sprayer in a ceramic factory, he can be qualified for a completely new job in less time than it takes to say 'Torpeddie Martyrs.' 'CRICKET,' says the Oxford Dictionary, is 'an open air game played with ball, bats and wickets between two sides consisting of eleven players each.' Not so, dear Oxford Dictionary.""",2,IAM_mini,"Here's the text from the image:

""From being an assembler in an aircraft factory to becoming a paint sprayer in a ceramic factory, he can be qualified for a completely new job in less time than it takes to say ""Topwiddle Motors."" ""Cricket,"" says the Oxford Dictionary, ""is an open air game played with ball, bats and wickets between two sides consisting of eleven players each."" Not so, dear Oxford Dictionary.",5246.619939804077,,,"From being an assembler in an aircraft
factory to becoming a paint sprayer in
a ceramic factory, he can be qualified
for a completely new job in less time
than it takes to say ""Tolpuddle
Martyrs!"" ""CRIKET,"" says the Oxford
Dictionary, is ""an open air game played
with ball, bats and wickets between
[the two] (struck-out) sides consisting of eleven players
each."" Not so, dear Oxford Dictionary.",6387.408256530762,,,"From being an assembler in an aircraft factory to becoming a point sprayer in a ceramic factory, he can be qualified for a completely new job in less time than it takes to say ""Tolpuddle Martyrs!"" ""CRICKET,"" says the Oxford Dictionary, is an open air game played with ball, bats and wickets between two sides consisting of eleven players each. Not so, dear Oxford Dictionary.",13004.976749420166,,
iam_117_b05-050,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_117_b05-050/handwritten.png,"The text reads:

""You are out of date. Cricket in 1961 is played with a theodolite, six surveyors, a ball, bats and wickets between two sides. Shades of the village stalwarts of Hambledon who are now the patron saints of the game! What would THEY have thought of these civil engineers creeping about the pitch with their optical instruments?""",2,IAM_mini,"Here's the text from the image:

""You are out of date. Cricket in 1909 is played with a theodolite, six surveyors, a ball, bats and wickets between two sides. Shades of the village standards of Hambledon who are now the patron saints of the game.

What would THEY have thought of these civil engineers creeping about the pitch with their optical instruments?""",4506.704807281494,,,"You are out of date. Cricket in 1961 is played with a theodolite, six surveyors, a ball, bats and wickets between the two sides. Shades of the village stalwarts of Hambledon who are now the patron saints of the game! What would THEY have thought of these civil engineers creeping about the pitch with their optical instruments?",5192.105293273926,,,"You are out of date. Cricket in 1561 is played with a theodolite, six surveyors, a ball, bats and wickets between their sides. Shades of the village Stewarts of Hambledon who are now the patron saints of the game! What would THEY have thought of these civil engineers creeping about the pitch with their optical instruments?",8110.536813735962,,
iam_118_b05-055,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_118_b05-055/handwritten.png,"The text in the image reads:

""The village green is the real home of cricket. A couple of bumps on a pitch have no terrors for a good batsman with a stout heart, a firm grip on the willow and a hefty contempt for batting averages and all the statistical blight that makes a mighty six these days as rare as frostbite in summer.""",2,IAM_mini,"The text from the image reads:

""The village green is the real home of cricket. A couple of boys on a pitch have no terrors for a good batsman with a stout heart, a firm grip on the willow and a lofty contempt for batting average, and all the statistical blight that makes a mighty six these days as rare as footsteps in snowmen""

Signed: ""Lord Peter""",4774.769067764282,,,"The village green is the real home of cricket. A couple of bumps
on a pitch have no terrors for a good batsman with a short
backlift, a firm grip on the willow and a lofty contempt for
batting averages and all the statistical blight that makes a
mighty six these days as rare as frostbite in summer

Conal Rees",4505.826711654663,,,"Here’s my best read of the handwritten text. Some words are unclear due to the handwriting, so I’ve marked uncertain parts in brackets.

- The village green is the real home of cricket.
- A couple of boys on a pitch there are no terrors for a good batsman with a stout heart,
- a fair [gips] on the willow and a lefty attack for
- batting averages and all the statistical blight that makes a wildly six these days as rare as politeness in summer.

If you can provide a higher-resolution image or a cropped section, I can re-check and try to resolve the uncertain words more confidently.",7358.144044876099,,
iam_118_g05-098,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_118_g05-098/handwritten.png,"The text reads:

""So far had our thinking led us in this matter of the ""Werewolves"" that we had contemplated the necessity of very special precautions to guard the lives of our airmen. Particular hatred, we felt, was bound to be aimed at the representatives of those who had, over the years, spread such ghastly havoc, destruction and death over Germany, causing such wholesale slaughter among men, women and children, old and young alike.""

This appears to be a historical text discussing concerns about ""Werewolves"" (likely referring to Nazi guerrilla forces) and the potential dangers faced by Allied airmen in post-war Germany.",2,IAM_mini,"Here's the text from the image:

""So far had our thinking led us in this matter of the werewolfs that we had contemplated the necessity of very special precautions to guard the lives of our airmen. Particular hatred, we felt, was bound to be aimed at the representatives of those who had, over the years, spread such ghastly havoc, destruction and death over Germany, causing such wholesale slaughter among men, women and children, old and young alike.

Cornel Penz""",6603.912115097046,,,"So far had our thinking led us in this matter of the
""Werewolfs"" that we had contemplated the necessity of very
special precautions to guard the lives of our armies. Particular
hatred, we felt, was bound to be aimed at the representatives of
those who had, over the years, spread such ghastly havoc, destruction
and death over Germany, causing such wholesale slaughter among
men, women and children, old and young alike.

Conrad Benz",7981.279134750366,,,,12024.50180053711,,
iam_118_h05-012,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_118_h05-012/handwritten.png,"Here's the text from the image:

""5. Other forms of war damage payment made by the Commission are highway payments, clearance payments (for clearing remains of structures from ""total loss"" sites) and church payments. Although differing in certain important ways from the ordinary cost of works payments, the sums paid under these heads have the common feature that they are all payments in respect of works which have been carried out.""",2,IAM_mini,"Here's the text from the image:

""5. Other forms of war damage payment made by the Commission are highway payments, clearance payments (for clearing remains of structures from ""total loss"" sites) and church payments. Although differing in certain important ways from the ordinary cost of works payments, the sums paid under these heads have the common feature that they are all payments in respect of works which have been carried out.

Cornel Beer""",4995.229005813599,,,"5. Other forms of war damage payment made by the Commission

are highway payments, clearance payments (for clearing remains of

structures from ""total loss"" sites) and salvage payments. Although

differing in certain important ways from the ordinary cost of

works payments, the sums paid under these heads have the

common feature that they are all payments in respect of works

which have been carried out.

[signature illegible]",4695.541858673096,,,"5. Other forms of war damage payment made by the Commission are highway payments, clearance payments (for clearing remains of structures from ""total loss"" sites) and other payments. Although differing in certain important ways for the ordinary cost of works payments, the sums paid under these heads have the common feature that they are all payments in respect of works which have been carried out.

Signature: [illegible]",6915.018081665039,,
iam_119_g05-094,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_119_g05-094/handwritten.png,"The text in the image reads:

""The Nazi fortress concept turned out to be nothing more than a fantasy. Thanks to the good sense of the front-line soldiers, the meeting of East and West was marked by the use of no weapon more lethal than vodka. And the effect on the German people of the first ten years of the promised thousand of Nazi rule, so far from creating a spirit of warlike frenzy, had produced universally a dull bewildered apathy.""",2,IAM_mini,"Here is the text from the image:

""The Nazi fortress concept turned out to be nothing more than a fantasy. Thanks to the good sense of the front line soldiers, the meeting of East and West was marked by the use of no weapon more lethal than vodka. And the effect on the German people of the first ten years of the promised thousand of Nazi rule, so far from creating a spirit of warlike frenzy, had produced universally a dull bewildered apathy.""",4824.4469165802,,,"The Nazi fortress concept turned out to be nothing more than a fantasy. Thanks to the good sense of the front line soldiers, the meeting of East and West was marked by the use of no weapon more lethal than vodka. And the effect on the German people of the first ten years of the promised thousand of Nazi rule, so far from creating a spirit of warlike frenzy, had produced universally a dull bewildered apathy.",5998.020887374878,,,"The Nazi fortress concept turned out to be nothing more than a fantasy. Thanks to the good sense of the front line soldiers, the meeting of East and West was marked by the use of no weapon more lethal than vodka. And the effect on the German people of the first ten years of the promised thousand of Nazi rule, so far from creating a spirit of warlike frenzy, had produced universally a dull bewildered apathy.",9247.810125350952,,
iam_120_b05-079,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_120_b05-079/handwritten.png,"The text reads:

""This concept of slavery included Britain. General Brauchitsch signed a directive ordering that after the successful invasion of all islands all the ""able-bodied male population between the ages of seventeen and forty-five will, unless the local situation calls for an exceptional ruling, be interned and dispatched to the Continent."" The Baltic States were to have been our destination.""

This appears to be a historical text discussing Nazi Germany's plans for Britain during WWII, specifically regarding the forced deportation of working-age men to the Baltic States following a hypothetical successful invasion of the British Isles.",2,IAM_mini,"Here's the text from the image:

""This concept of slavery included Britain.
General Branchitsch signed a directive
ordering that after the successful
invasion of our islands all the able-bodied
male population between the ages of
seventeen and forty-five will unless the
local situation calls for an exceptional
ruling be interned and dispatched to the
Continent. The Baltic States were
to have been our destination.

Jurst Tankhauer""",5559.94987487793,,,"This concept of slavery included Britain.

General Brauchitsch signed a directive
ordering that after the successful
invasion of our islands all the ""able - bodied""
male population between the ages of
seventeen and forty-five will, unless the
local situation calls for an exceptional
ruling, be interned and dispatched to the
Continent. The Baltic States were
to have been our destination.

Susi Frankhauser",6456.070184707642,,,"This concept of slavery included Britain.
General Branch signed a directive
ordering that after the successful invasion of our islands all the able-bodied
male population be between the ages of
seventeen and forty-five will, unless the local
situation calls for an exceptional
ruling, be interned and dispatched to the
Continent. The Baltic States were
to have been our destination.",9180.409908294678,,
iam_123_b06-000,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_123_b06-000/handwritten.png,"The text in the image reads:

""SOME 17 years ago, in the early summer of 1934, the German ambassador in London was dictating a secret report to his chief von Papen, in Berlin: 'Britain is discomfort-able in her role of champion of German rearmament, in opposition to France.' Later that year he warned that Britain knew Germany was breaking the agreement to stop building bombers, and added:""

[Note: The text appears to be cut off and likely continues below, as indicated by the colon at the end.]",2,IAM_mini,"Here's the text from the image:

""Some 17 years ago, in the early summer of 1934,
the German ambassador in London was delivering
a secret report to his chief von Papen, in Berlin:
'Britain is unassailable in her role of champion
of German rearmament, in opposition, to France.'
Later that year he warned that Britain knew
Germany was breaking the agreement to stop
building bombers, and added:""

The text appears to be a historical excerpt discussing diplomatic communications between Germany and Britain in 1934, specifically regarding German rearmament and treaty violations concerning bomber aircraft.",5771.332025527954,,,"SOME 17 years ago, in the early summer of 1934,
the German ambassador in London was dictating
a secret report to his chief von Papen, in Berlin.
""Britain is uncomfortable in her role of champion
of German rearmament, in opposition, to France.""
Later that year he warned that Britain knew
Germany was breaking the agreement to stop
building bombers, and added:",8303.7691116333,,,"SOME 17 years ago, in the early summer of 1934, 
the German ambassador in London was dictating 
a secret report to his chief von Papen, in Berlin. 
""Britain is uncomfortable in her role of champion 
of German containment, in opposition to France."" 
Later that year he warned that Britain knew 
Germany was breaking the agreement to stop 
building bombers, and added:",12583.653926849365,,
iam_124_c06-111,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_124_c06-111/handwritten.png,"The text reads:

""This sort of situation calls for some subtle, slightly sardonic handling. It doesn't get us anywhere. But The marriage I'm around is not entirely a waste of time. I learned from it that in the institutes of Advanced Studies attached to some American universities the subject Social Psychology used to be called Home-making and is now known as Domestic Relations.""",2,IAM_mini,"Here's the text from the image:

""This sort of situation calls for some subtle, slightly satirical handling. It doesn't get it. But the Marriage Go Round is not entirely a waste of time. I learned from it that in the Institutes of Advanced Studies attached to some American universities the subject Social Psychology used to be called Home-making and is now known as Domestic Relations.""",4316.869258880615,,,"This sort of situation calls for some subtle,
slightly sardonic handling. It doesn't get it. But
The Marriage-Go-Round is not entirely a waste of
time. I learned from it that in the Institutes of Advanced
Studies attached to some American universities
the subject Social Psychology used to be called
Home-making and is now known as Domestic relations.",6450.703144073486,,,"Here is the best-text extraction from the image:

This sort of situation calls for some subtle, slightly sarcastic handling. It doesn't get it. But The Management Co-Down is not entirely a waste of time. I learned from it that in the Institutes of Advanced Studies attached to some American universities the subject Social Biology used to be called Homemaking and is now known as Domestic Relations. 

Notes:
- Some words (notably the “Co-Down” part) are uncertain due to legibility; the rest is read clearly. If you have a higher-resolution version, I can refine it further.",6547.093152999878,,
iam_125_b06-056,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_125_b06-056/handwritten.png,"The text reads:

""They obstructed every effort to fight for the Scarborough decisions, while scratching frantically to overturn them next times. Confusion of the original issue by misrepresentation of the decisions, the introduction of a pseudo third way and the call for party unity - in effect, a demand that the movement unite with the Gaitskellites on their policy and no other seems to have done the trick of moving a number of unions temporarily away from Scarborough decisions.""",2,IAM_mini,"Here's the text from the handwritten document:

""They destroyed every effort to fight for the controversial decision which so gradually became practically to overturn them very time. Confusion of the original issue by misrepresentation of the decision, the introduction of a pseudo third way and the call for party unity in effect, a demand that the movement unite with the Cristobalites on their policy and no one seems to have done the trick of moving an number of unions""",5239.722013473511,,,"They obstructed every effort to fight for the Scarborough decision, while [scribbled-out word] scratching around frantically to overturn them next time. Confusion of the original issue by misrepresentation of the decision, the introduction of a pseudo third way and the call for party unity — in effect, a demand that the movement unite with the Gaitskellites on their policy and no other seems to have done the trick of moving a number of unions.

Notes:
- The word after ""while"" is heavily scratched out/illegible in the image.
- I read the name as ""Gaitskellites"" (supporters of Gaitskell).",7112.263917922974,,,"They obstructed every effort to fight for the Scarborough decision, while scratching around frantically to overturn them next time. Conflation of the original issue by misrepresentation of the decision, the introduction of a [present] third way and the call for party unity in effect, a demand that the movement unite with the Gaitskellites on their policy and no one seems to have done the trick of moving a number of unions.",8399.796962738037,,
iam_125_c06-005,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_125_c06-005/handwritten.png,"Here's the text from the image:

""Where the 2bhoys are. In the hallway are the empties; through the door hearts are full, hopes are high. There are still a few amber inches in the bottle. Present are some hard-core friends of Brendan. They listen with many an obliging grunt to the brandy owner's solo swish on his anecdotal roller-coaster, with occasional stops for an old I.R.A. air or a Connemara tear-jerker.""",2,IAM_mini,"Here's the text from the image:

""Where the Ushers are. In the hallway are the empties; through the door hearts are full, hopes are high. There are still a few amber inches in the bottle. Present are some hard-core friends of Brendan. They listen with irony an obliging guffaw to the brandy owner's soliloquy on his anecdotal roller-coaster, with occasional stops for an old I.R.A. air or a Camembert tear-jerker.""",5695.7409381866455,,,"Where the Ushers are. In the hallway are the empties; through the door hearts are full; hopes are high. There are still a few amber inches in the bottle. Present are some hard-core friends of Brendan. They listen with many an obliging guffaw to the brandy owner's soliloquy on his anecdotal roller-coaster, with occasional stops for an old I.R.A. air or a Connemara tear-jerker.",7052.375793457031,,,,7671.68402671814,,
iam_126_c06-052,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_126_c06-052/handwritten.png,"The text reads:

""What happened to the new book partially tape-recorded by his publishers in March of last year? Sources unknown. Yet I have now a 12,000-word manuscript of a book planned to be called Confessions of an Irish Rebel which was delivered to his agents in June. It begins: 'There was a party to celebrate Deirdre's return from her abortion in Bristol.'""",2,IAM_mini,"The handwritten text in the image reads:

""What happened to the rare book partially tape-recorded by his publisher in March of last year? Still a skeleton. At that time the raw or ""rude"" hand manuscript of what promised to be called Confessions of an Irish Rebel which was delivered to his agents in June. It begins: ""There was a party to celebrate Deirdre's return from her abortion in Bristol"".""",5376.097202301025,,,"What happened to the new book partially tape-recorded by his publishers in March of last year? Still a skeleton. Yet I have before me now a 12,000-word manuscript of a book planned to be called Confessions of an Irish Rebel which was delivered to his agents in June. It begins: ""There was a party to celebrate Deirdre's return from her abortion in Bristol"".",6056.404829025269,,,"What happened to the new book partially tape-recorded by his publishers in March of last year? Still a skeleton, let me have before me now a 12,000-word manuscript of a book planned to be called Confessions of an Irish Rebel which was delivered to his agents in June. It begins: 'There was a party to celebrate Deirdre's return from her abortion in Bristol'.",7516.771078109741,,
