sample_id,image_path,ground_truth,language,dataset,prediction_azure_intelligence,inference_time_ms_azure_intelligence,tokens_used_azure_intelligence,error_azure_intelligence,prediction_mistral_document_ai,inference_time_ms_mistral_document_ai,tokens_used_mistral_document_ai,error_mistral_document_ai

- **Travef**

### 159242. LES ANTICIENCES

- **Travef**

### 159243. LES ANTICIENCES

- **Travef**

### 159244. LES ANTICIENCES

- **Travef**

### 159245. LES ANTICIENCES

- **Travef**

### 159246. LES ANTICIENCES

- **Travef**

### 159247. LES ANTICIENCES

- **Travef**

### 159248. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159241. LES ANTICIENCES

- **Travef**

### 159242. LES ANTICIENCES

- **Travef**

### 159243. LES ANTICIENCES

- **Travef**

### 159244. LES ANTICIENCES

- **Travef**

### 159245. LES ANTICIENCES

- **Travef**

### 159246. LES ANTICIENCES

- **Travef**

### 159247. LES ANTICIENCES

- **Travef**

### 159248. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159240. LES ANTICIENCES

- **Travef**

### 159241. LES ANTICIENCES

- **Travef**

### 159242. LES ANTICIENCES

- **Travef**

### 159243. LES ANTICIENCES

- **Travef**

### 159244. LES ANTICIENCES

- **Travef**

### 159245. LES ANTICIENCES

- **Travef**

### 159246. LES ANTICIENCES

- **Travef**

### 159247. LES ANTICIENCES

- **Travef**

### 159248. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159240. LES ANTICIENCES

- **Travef**

### 159241. LES ANTICIENCES

- **Travef**

### 159242. LES ANTICIENCES

- **Travef**

### 159243. LES ANTICIENCES

- **Travef**

### 159244. LES ANTICIENCES

- **Travef**

### 159245. LES ANTICIENCES

- **Travef**

### 159246. LES ANTICIENCES

- **Travef**

### 159247. LES ANTICIENCES

- **Travef**

### 159248. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159247. LES ANTICIENCES

- **Travef**

### 159248. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIENCES

- **Travef**

### 159249. LES ANTICIEN","Latin, None, Arabic",ICDAR_mini,"igh
Ama
Travel
96
393
أسفار
457
21
175
224
وكالة
AGENCE
DE
VOYAGES
وخارجية
داخلية
رحلات
السنة
عمرة
مدار
على
للأسفار
أمازيغ
سفر
تذاكر
er",2463.2599353790283,,,"igh
Ama
Travel
96
393
أسفار
457
21
175
224
وكالة
AGENCE
DE
VOYAGES
وخارجية
داخلية
رحلات
السنة
عمرة
مدار
على
للأسفار
أمازيغ
سفر
تذاكر
er",19561.96880340576,,
icdar_tr_img_00902,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00902.jpg,"# ПРОФИЛЬНАЯ

Hi Cameraman!
My Boss Thinks
I'm at the Office
Viva Tunisia

![img-0.jpeg](img-0.jpeg)","Arabic, Latin",ICDAR_mini,"CAMERAMAN!
Hi
THiNKS
BOSS
MY
OFFice
THE
AT
I'M
HUSH!!
TUNiSiA
ViVA
#اَلْإجاَبة-تُونِسْ",2463.253974914551,,,"CAMERAMAN!
Hi
THiNKS
BOSS
MY
OFFice
THE
AT
I'M
HUSH!!
TUNiSiA
ViVA
#اَلْإجاَبة-تُونِسْ",977.1811962127686,,
icdar_tr_img_00910,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00910.jpg,"مؤسسة فيصل هادي

![img-0.jpeg](img-0.jpeg)

سيارات - مكيفات - أجهزة منزلية - جموالات

# Al Share","Symbols, Arabic, None, Latin",ICDAR_mini,"مؤسسة
هادي
فيصل
فيصل
Al
Share
للبيع
منزلية
جوالات
أجهزة
مكيفات
سيارات
-
-
-
-",3732.1929931640625,,,"مؤسسة
هادي
فيصل
فيصل
Al
Share
للبيع
منزلية
جوالات
أجهزة
مكيفات
سيارات
-
-
-
-",2143.3258056640625,,
icdar_tr_img_00916,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00916.jpg,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>","None, Arabic",ICDAR_mini,الحرس,2544.524908065796,,,الحرس,1225.121021270752,,
icdar_tr_img_00951,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00951.jpg,"![img-0.jpeg](img-0.jpeg)

# البلدية
## MUNICIPALITE

![img-1.jpeg](img-1.jpeg)

# ولاية الامن
## WILAYA DE POLICE

![img-2.jpeg](img-2.jpeg)

# الوقاية المدنية
## PROTECTION CIVILE

![img-3.jpeg](img-3.jpeg)","Arabic, Latin",ICDAR_mini,"البلدية
MUNICIPALITE
ولاية
الامن
POLICE
DE
WILAYA
الوقاية
المدنية
CIVILE
PROTECTION",3595.4601764678955,,,"البلدية
MUNICIPALITE
ولاية
الامن
POLICE
DE
WILAYA
الوقاية
المدنية
CIVILE
PROTECTION",1093.8119888305664,,
icdar_tr_img_00986,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00986.jpg,"# 2019年

# SHARJAH

![img-0.jpeg](img-0.jpeg)","Latin, Arabic",ICDAR_mini,"الشارقة
SHARJAH",3618.7260150909424,,,"الشارقة
SHARJAH",1104.1626930236816,,
icdar_tr_img_01057,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01057.jpg,"G23 MULTIMEDIA

![img-0.jpeg](img-0.jpeg)","None, Latin",ICDAR_mini,"G23
MULTIMEDI
MULTIMEDIA
G23
Level
1
Learning
Centre
2
Level
ENGINEERING
of
Engineering
Faculty
School
Information
of
and
Technology
Information
Communication
Technology
and
School
Engineering
of
Level
3
Level1
School
Humanition
of",2724.613904953003,,,"G23
MULTIMEDI
MULTIMEDIA
G23
Level
1
Learning
Centre
2
Level
ENGINEERING
of
Engineering
Faculty
School
Information
of
and
Technology
Information
Communication
Technology
and
School
Engineering
of
Level
3
Level1
School
Humanition
of",1486.572027206421,,
icdar_tr_img_01110,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01110.jpg,"![img-0.jpeg](img-0.jpeg)

MUSEUM & TEAM STORE

![img-1.jpeg](img-1.jpeg)","Symbols, Latin",ICDAR_mini,"Hendrick
MOTORSPORTS
MUSEUM
&
TEAM
STORE
4411",3686.7918968200684,,,"Hendrick
MOTORSPORTS
MUSEUM
&
TEAM
STORE
4411",2272.9270458221436,,
icdar_tr_img_01117,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01117.jpg,"# FLEMING'S DELUXE

![img-0.jpeg](img-0.jpeg)","None, Latin",ICDAR_mini,"DELUXE
FLEMINS'S
10
10",2470.8011150360107,,,"DELUXE
FLEMINS'S
10
10",1332.136869430542,,
icdar_tr_img_01175,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01175.jpg,# 1979,Latin,ICDAR_mini,19,2519.862174987793,,,19,2457.378149032593,,
icdar_tr_img_01178,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01178.jpg,"# WELCOME TO LEEDS

We're right, you're wrong, Yorkshire Yorkshire Yorkshire.

![img-0.jpeg](img-0.jpeg)","None, Latin",ICDAR_mini,"LEEDS
TO
WELCOME
right,
We're
you're
wrong,
Yorkshire.
Yorkshire
Yorkshire",2565.567970275879,,,"LEEDS
TO
WELCOME
right,
We're
you're
wrong,
Yorkshire.
Yorkshire
Yorkshire",1233.3769798278809,,
icdar_tr_img_01299,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01299.jpg,# F 6 DOYS PRIMARY SCHOOL,"Arabic, Latin",ICDAR_mini,"إتحاد
BOYS
PRIMARY
SCHOOL
RUMLI
F.G
(F.A)
ISLAMABAD",3329.7688961029053,,,"إتحاد
BOYS
PRIMARY
SCHOOL
RUMLI
F.G
(F.A)
ISLAMABAD",2422.3389625549316,,
icdar_tr_img_01308,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01308.jpg,"# 4p

inventED The Internet","Symbols, Latin",ICDAR_mini,"hp
invent
ED
!
internet
The",2550.029754638672,,,"hp
invent
ED
!
internet
The",1727.5731563568115,,
icdar_tr_img_01309,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01309.jpg,# ![img-0.jpeg](img-0.jpeg),Latin,ICDAR_mini,"BIAFINE
R
TROLAMINE
POUR
EMULSI
CUTANÉE
APPLICA",3677.1631240844727,,,"BIAFINE
R
TROLAMINE
POUR
EMULSI
CUTANÉE
APPLICA",2453.3300399780273,,
icdar_tr_img_01496,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01496.jpg,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",Latin,ICDAR_mini,"ROLLS
Rolls-
Royce
ROYCE",2462.742805480957,,,"ROLLS
Rolls-
Royce
ROYCE",842.1609401702881,,
icdar_tr_img_01517,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01517.jpg,"# SHOPPERS
## DRUG MART

![img-0.jpeg](img-0.jpeg)","None, Latin",ICDAR_mini,"SHOPPERS
OPEN
24
DRUGMART",2473.900079727173,,,"SHOPPERS
OPEN
24
DRUGMART",1435.359001159668,,
icdar_tr_img_01542,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01542.jpg,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>","Symbols, Latin",ICDAR_mini,"CRABTREE
&
EVELYN",2530.566930770874,,,"CRABTREE
&
EVELYN",819.0019130706787,,
icdar_tr_img_01543,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01543.jpg,"# Valiants

## Clothing & Tailoring

![img-0.jpeg](img-0.jpeg)","Symbols, Latin",ICDAR_mini,"Vahn's
CLOTHING
&
TAILORING
FINAL
ClEARANCE",2476.7470359802246,,,"Vahn's
CLOTHING
&
TAILORING
FINAL
ClEARANCE",1240.5030727386475,,
icdar_tr_img_01712,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01712.jpg,"we love technology

![img-0.jpeg](img-0.jpeg)

bouygues TELECOM",Latin,ICDAR_mini,"love
we
technology
bouygues
TELECOM",4288.70701789856,,,"love
we
technology
bouygues
TELECOM",2134.354829788208,,
icdar_tr_img_01719,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01719.jpg,"WELCOME TO OUR
OOL!

NOTICE THERE IS NO “P” IN
POOL - LETS KEEP IT THAT WAY.

^{}[] SSC STREET SIGNS","Symbols, Latin",ICDAR_mini,"WELCOME
TO
OUR
OOL
IS
THERE
NO
""P""
NOTICE
IN
WAY.
IT
THAT
LETS
KEEP
POOL
-
SSC
STREET
SIGNS",4891.211032867432,,,"WELCOME
TO
OUR
OOL
IS
THERE
NO
""P""
NOTICE
IN
WAY.
IT
THAT
LETS
KEEP
POOL
-
SSC
STREET
SIGNS",1139.5211219787598,,
icdar_tr_img_01728,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01728.jpg,"# Colgate® Total

## ADVANCED WHITENING",Latin,ICDAR_mini,"Colgate
R
Total
R
WHITENING
ADVANCED",2670.435905456543,,,"Colgate
R
Total
R
WHITENING
ADVANCED",2397.9408740997314,,
icdar_tr_img_01797,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01797.jpg,"![img-0.jpeg](img-0.jpeg)

# **The projects the fellows developed are transforming thousands of Detroiters I've right now.**

![img-1.jpeg](img-1.jpeg)

![img-2.jpeg](img-2.jpeg)

![img-3.jpeg](img-3.jpeg)

![img-4.jpeg](img-4.jpeg)

![img-5.jpeg](img-5.jpeg)","None, Latin",ICDAR_mini,"Knight
Foundation
The
projects
[the
fellows]
devel-
oped
are
transforming
of
thousands
Detroiters
lives
right
now.
CODE
FOR
for
Tech
AMERICA
CODE
73
20
81
133",2463.21702003479,,,"Knight
Foundation
The
projects
[the
fellows]
devel-
oped
are
transforming
of
thousands
Detroiters
lives
right
now.
CODE
FOR
for
Tech
AMERICA
CODE
73
20
81
133",1769.416093826294,,
icdar_tr_img_01803,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01803.jpg,"# DON'T DRIVE LIKE A

![img-0.jpeg](img-0.jpeg)

Country roads need safer drivers.

MAC","None, Latin",ICDAR_mini,"DON'T
W
DRIVE
LIKE
A
Country
drivers.
roads
safer
need
MAC",2480.7381629943848,,,"DON'T
W
DRIVE
LIKE
A
Country
drivers.
roads
safer
need
MAC",1038.3930206298828,,
icdar_tr_img_01870,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01870.jpg,"# A LEADING MAKER OF ECONOMIC ENGINES

## CSUN.EDU/RISE

## CSUN

## CSUN

## EQUIPMENT

## EQUIPMENT

## EQUIPMENT

## EQUIPMENT

## EQUIPMENT

## Beverly

![img-0.jpeg](img-0.jpeg)","None, Latin",ICDAR_mini,"OF
MAKER
LEADING
A
L.A.'s
ENGINES
ECONOMIC
CALIFORNIA
CSUN
BODY&PA
UNIVERSITY
STATE
CSUN.EDU/RISE
CLEARCHANNEL
EUROPEAN
eCc
310.
Beverly",2539.0851497650146,,,"OF
MAKER
LEADING
A
L.A.'s
ENGINES
ECONOMIC
CALIFORNIA
CSUN
BODY&PA
UNIVERSITY
STATE
CSUN.EDU/RISE
CLEARCHANNEL
EUROPEAN
eCc
310.
Beverly",1516.3791179656982,,
icdar_tr_img_02018,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02018.jpg,"# ARTISAN PEI
Peinture Décoration &amp;

# MONAH ERIC","Symbols, Latin",ICDAR_mini,"PEI
ARTISAN
&
Décoration
Peinture
MORAL
ERIC",2537.5828742980957,,,"PEI
ARTISAN
&
Décoration
Peinture
MORAL
ERIC",1291.0230159759521,,
icdar_tr_img_02085,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02085.jpg,"![img-0.jpeg](img-0.jpeg)

# 10",Latin,ICDAR_mini,"MERLIN
LEROY",2480.4420471191406,,,"MERLIN
LEROY",1804.5628070831299,,
icdar_tr_img_02128,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02128.jpg,"# AVIGNON

- Pose de clôtures et de portails
- Aide portaine","None, Latin",ICDAR_mini,"AVIGNON
clôtures
Pose
de
de
et
portails",2506.3929557800293,,,"AVIGNON
clôtures
Pose
de
de
et
portails",1288.6312007904053,,
icdar_tr_img_02164,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02164.jpg,# ![img-0.jpeg](img-0.jpeg),Latin,ICDAR_mini,"PRIVÉ
LE",4442.231893539429,,,"PRIVÉ
LE",2065.408945083618,,
icdar_tr_img_02324,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02324.jpg,oney-,"Symbols, Latin",ICDAR_mini,oney,2576.348066329956,,,oney,1227.046251296997,,
icdar_tr_img_02452,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02452.jpg,"# 2010

réceptions - banques","Symbols, None, Latin",ICDAR_mini,"réceptions
banquets
-",3699.4338035583496,,,"réceptions
banquets
-",1681.5812587738037,,
icdar_tr_img_02478,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02478.jpg,# 8 SAVEURS D'ASIE,Latin,ICDAR_mini,"SAVEURS
D'
ASIE",3707.862138748169,,,"SAVEURS
D'
ASIE",1923.5692024230957,,
icdar_tr_img_02495,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02495.jpg,"vos vêtements ?

![img-0.jpeg](img-0.jpeg)","Symbols, Latin",ICDAR_mini,"vêtements
?
vos",2475.782871246338,,,"vêtements
?
vos",1149.9509811401367,,
icdar_tr_img_02572,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02572.jpg,"![img-0.jpeg](img-0.jpeg)

Lot 1
Superficie : 350m²","Symbols, Latin",ICDAR_mini,"RÉSERVÉ
1
Lot
Superficie
350m²
:",2531.3830375671387,,,"RÉSERVÉ
1
Lot
Superficie
350m²
:",2253.3438205718994,,
