sample_id,image_path,ground_truth,language,dataset,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,tokens_used_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,tokens_used_gpt-5-nano,error_gpt-5-nano
icdar_tr_img_03863,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03863.jpg,授予和晋升武警少将警衔仪式,Chinese,ICDAR_mini,授予和晋升武警少将警衔仪式,3779.712915420532,,,授予和晋升武警少将警衔仪式,5158.056974411011,,
icdar_tr_img_03874,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03874.jpg,"THE WESTIN
NANJING
南京威斯汀大酒店","Chinese, Latin",ICDAR_mini,"35
WESTIN
The
NANJING
南京威斯汀大酒店",10058.68911743164,,,"35
WESTIN
The
NANJING
南京威斯汀大酒店",11300.364017486572,,
icdar_tr_img_03877,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03877.jpg,"国内到达
Domestic Arrivals","Chinese, Latin",ICDAR_mini,"国内到达
Arrivals
Domestic",4604.817152023315,,,"国内到达
Arrivals
Domestic",6654.473066329956,,
icdar_tr_img_03896,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03896.jpg,"出口
EXIT
2m
P
5
入口
ENTER","None, Chinese, Latin",ICDAR_mini,"入口
出口
P
2m
5
ENTER
EXIT",10855.522632598877,,,"入口
出口
P
2m
5
ENTER
EXIT",15970.130920410156,,
icdar_tr_img_03917,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03917.jpg,"DOOSAN

危险
作业中 禁止接近

危险
作业中 禁止接近","Chinese, Latin",ICDAR_mini,"危险
危险
禁止接近
作业半径内
禁止接近
作业半径内
DOOSAN",11192.09909439087,,,"危险
危险
禁止接近
作业半径内
禁止接近
作业半径内
DOOSAN",14235.428094863892,,
icdar_tr_img_03918,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03918.jpg,,Chinese,ICDAR_mini,"潍坊高新区项目集中开工仪式
富士达涡轮增
华盾矿用救生艇项目
银轮热交换系统项目
雅士净化空调项目
中艺华海总
胜达新材料项目
东航精密机械项目
赛马力燃气发电机项目
二0一一年一月
奠基",14846.803903579712,,,"潍坊高新区项目集中开工仪式
富士达涡轮增
华盾矿用救生艇项目
银轮热交换系统项目
雅士净化空调项目
中艺华海总
胜达新材料项目
东航精密机械项目
赛马力燃气发电机项目
二0一一年一月
奠基",14906.469821929932,,
icdar_tr_img_03922,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03922.jpg,"梦溪宾馆
MENGXI HOTEL","Chinese, Latin",ICDAR_mini,"梦溪宾馆
HOTEL
MENGXI",9283.200979232788,,,"梦溪宾馆
HOTEL
MENGXI",11190.454959869385,,
icdar_tr_img_03939,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03939.jpg,"西餐大楼
46-3","Chinese, Latin",ICDAR_mini,"西家大塘
46—3",13002.923011779785,,,"西家大塘
46—3",9525.453090667725,,
icdar_tr_img_03953,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03953.jpg,"推荐引擎的规模化效应
RecSys Engineering
成本        算法
数据        效果
成本：推荐系统工程成本很低
算法：问题的维度变化，从“艺术”转向“科学”
数据：不同应用共享数据，克服数据稀缺问题
效果：推荐产品功能横向打通，多领域满足用户需求
百度","Chinese, Latin",ICDAR_mini,"推荐引擎的规模化效应
Engineering
RecSys
成本:推荐系统工程成本摊低
算法:问题的维度变化,从“艺术”转向“科学”
算法
成本
数据:不同应用共享数据,克服数据稀疏问题
效果:推荐产品功能横向打通,多领域满足用户需求
效果
数据
Bai
百度
du",13707.165956497192,,,"推荐引擎的规模化效应
Engineering
RecSys
成本:推荐系统工程成本摊低
算法:问题的维度变化,从“艺术”转向“科学”
算法
成本
数据:不同应用共享数据,克服数据稀疏问题
效果:推荐产品功能横向打通,多领域满足用户需求
效果
数据
Bai
百度
du",11640.834093093872,,
icdar_tr_img_03958,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03958.jpg,"乌 龙 峡 谷
Wulong Canyon","Chinese, Latin",ICDAR_mini,"乌龙峡谷
Wulong
Canyon
入口",12235.913038253784,,,"乌龙峡谷
Wulong
Canyon
入口",12900.259971618652,,
icdar_tr_img_03981,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03981.jpg,"安心平安
快乐每一天！",Chinese,ICDAR_mini,"女儿开心
快乐每一天!",10947.896242141724,,,"女儿开心
快乐每一天!",9288.339138031006,,
icdar_tr_img_03989,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03989.jpg,请勿戏水,Chinese,ICDAR_mini,请勿戏水,7067.761182785034,,,请勿戏水,8292.487859725952,,
icdar_tr_img_04073,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04073.jpg,"Widerrechtlich abgestellte Fahrzeuge
werden kostenpflichtig abgeschleppt",Latin,ICDAR_mini,"Fahrzeuge
abgestellte
Widerrechtlich
abgeschleppt
kostenpflichtig
Werden",9120.175123214722,,,"Fahrzeuge
abgestellte
Widerrechtlich
abgeschleppt
kostenpflichtig
Werden",9836.364030838013,,
icdar_tr_img_04118,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04118.jpg,"Adler-Apotheke
92
Apotheke",Latin,ICDAR_mini,"Adler-Apotheke
P
92
Apotheke",8807.253122329712,,,"Adler-Apotheke
P
92
Apotheke",9332.507848739624,,
icdar_tr_img_04155,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04155.jpg,"P
2 Std.
7-19 h
Bewohner
mit Parkausweis Nr. 273
frei","Symbols, None, Latin",ICDAR_mini,"P
2
Std.
P
7
19
h
-
Bewohner
frei",14784.621953964233,,,"P
2
Std.
P
7
19
h
-
Bewohner
frei",16820.937395095825,,
icdar_tr_img_04262,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04262.jpg,,"None, Latin",ICDAR_mini,"Feac
Feac",10144.59490776062,,,"Feac
Feac",15466.169834136963,,
icdar_tr_img_04276,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04276.jpg,"Kampenstr. 46 • 57072 Siegen
Eine-Welt-Laden
St. Michael
Weltläden
Ein Stück Welt von Morgen
Öffnungszeiten:
Mo. - Fr. 16.00 - 18.00 Uhr
So. 11.30 - 12.00 Uhr","Symbols, Latin",ICDAR_mini,"Siegen
46
57072
kampenstr.
Laden
Welt
Eine
-
-
St.
Michael
weltläden
Stück
Ein
Welt
Morgen
von
Öffnungszeiten:
Mo.
Uhr
16:00
18:00
Fr.
-
-
So.
11:30
12:00
Uhr
-",11949.14722442627,,,"Siegen
46
57072
kampenstr.
Laden
Welt
Eine
-
-
St.
Michael
weltläden
Stück
Ein
Welt
Morgen
von
Öffnungszeiten:
Mo.
Uhr
16:00
18:00
Fr.
-
-
So.
11:30
12:00
Uhr
-",14542.597770690918,,
icdar_tr_img_04418,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04418.jpg,Blumen & Pflanzen,"Symbols, Latin",ICDAR_mini,"Dllanzen
Blumen
&",8906.713962554932,,,"Dllanzen
Blumen
&",18021.883249282837,,
icdar_tr_img_04520,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04520.jpg,VITALIA,Latin,ICDAR_mini,VITALIA,7247.373104095459,,,VITALIA,9182.706117630005,,
icdar_tr_img_04546,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04546.jpg,"AVOCADO
IST wieder DA!","Symbols, None, Latin",ICDAR_mini,"69
2
€
l
AB
69
2
€
l
AVCADO
wiedec
DA!
IST",12569.783687591553,,,"69
2
€
l
AB
69
2
€
l
AVCADO
wiedec
DA!
IST",12624.372005462646,,
icdar_tr_img_04614,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04614.jpg,,"Symbols, Latin",ICDAR_mini,"Welterstraße
h
9
7
-
19
h
15
-
P
Rathaus
/
Markt
82
freie
Plätze
P
Unterstadt
VPC
999
freie
Plätze
P
Altstadt
169
freie
Plätze
SSMANN
Mein
Drogeriemarkt",15046.364307403564,,,"Welterstraße
h
9
7
-
19
h
15
-
P
Rathaus
/
Markt
82
freie
Plätze
P
Unterstadt
VPC
999
freie
Plätze
P
Altstadt
169
freie
Plätze
SSMANN
Mein
Drogeriemarkt",14542.339086532593,,
icdar_tr_img_04645,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04645.jpg,MAREDO,"Symbols, None, Latin",ICDAR_mini,"MAREDO
s
wk
h
n
a
Konch
gegnilll
1.2
u
!
sch
r
net",12423.204183578491,,,"MAREDO
s
wk
h
n
a
Konch
gegnilll
1.2
u
!
sch
r
net",8697.775840759277,,
icdar_tr_img_04690,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04690.jpg,"Achtung
Ausfahrt!","Symbols, Latin",ICDAR_mini,"Achtung
Ausfahrt
!",6434.001922607422,,,"Achtung
Ausfahrt
!",6717.103004455566,,
icdar_tr_img_04746,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04746.jpg,,"Symbols, Latin",ICDAR_mini,"REWE
1.29
Suppengrün
Etikett
Deklaration
lt.
500-Gramm-Packung
1kg=2.58
€
04.11.16
8/
1264129",12159.808874130249,,,"REWE
1.29
Suppengrün
Etikett
Deklaration
lt.
500-Gramm-Packung
1kg=2.58
€
04.11.16
8/
1264129",16424.537897109985,,
icdar_tr_img_04826,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04826.jpg,,"Symbols, Latin",ICDAR_mini,"Königlicher
Schutß
-
für
die
Adenteuer
leben.
im
Weil
ihm
der
Schutz
König
der
Max
Menschen
l.
vor
mehr
am
Heryen
als
200
www.versicherungskammer
Jahren
lag,
gründete
eine
Versicherung.
bazern.de
-",12137.248039245605,,,"Königlicher
Schutß
-
für
die
Adenteuer
leben.
im
Weil
ihm
der
Schutz
König
der
Max
Menschen
l.
vor
mehr
am
Heryen
als
200
www.versicherungskammer
Jahren
lag,
gründete
eine
Versicherung.
bazern.de
-",17716.01700782776,,
icdar_tr_img_04861,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04861.jpg,,"None, Japanese, Latin",ICDAR_mini,"7
8
9
10
2
男
WC
女
Herreri
Damcn
Herren
Da",14555.730104446411,,,"7
8
9
10
2
男
WC
女
Herreri
Damcn
Herren
Da",14355.295896530151,,
icdar_tr_img_04911,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04911.jpg,Untersberg-Str.,"Symbols, None, Latin",ICDAR_mini,"P
Untersberg
Str
-",14212.547063827515,,,"P
Untersberg
Str
-",10794.05403137207,,
icdar_tr_img_04915,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04915.jpg,,Latin,ICDAR_mini,"PKW
für
Nur
2,5t
SCHLÜSSELDIENST
STD
24
960
0170-70
5C",10753.050088882446,,,"PKW
für
Nur
2,5t
SCHLÜSSELDIENST
STD
24
960
0170-70
5C",16589.096069335938,,
icdar_tr_img_04917,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04917.jpg,BERLIN BRILLEN,Latin,ICDAR_mini,"BERLIN
BRILLEN",8421.240091323853,,,"BERLIN
BRILLEN",9775.705099105835,,
icdar_tr_img_04927,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04927.jpg,"Ausfahrt
Tag u.Nacht
freihalten",Latin,ICDAR_mini,"Ausfahrt
u.Nacht
Tag
freihalten",7908.540964126587,,,"Ausfahrt
u.Nacht
Tag
freihalten",9713.452100753784,,
icdar_tr_img_05000,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_05000.jpg,"Sanitätshaus
Kastl
30","None, Latin",ICDAR_mini,"Sanitätshaus
Kast
30
B",10450.765132904053,,,"Sanitätshaus
Kast
30
B",12712.158203125,,
icdar_tr_img_05003,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05003.jpg,엔터산업주식회사,"None, Korean",ICDAR_mini,"엔티산업
주식회사
환영합니다
엔티산업(주)
는
여러분의
미래에
꿈과
희망.
동반자
든든한
인생의
그리고
가
약속드립니다.
될
것을
엔티산업
주식회사",14155.160903930664,,,"엔티산업
주식회사
환영합니다
엔티산업(주)
는
여러분의
미래에
꿈과
희망.
동반자
든든한
인생의
그리고
가
약속드립니다.
될
것을
엔티산업
주식회사",14550.514221191406,,
icdar_tr_img_05004,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05004.jpg,"샐러드 + 음료
파스타 or 피자
AM 11:00~PM 02:30","Latin, Symbols, Korean",ICDAR_mini,"음료
샐러드
+
피자
파스타
Or
02:30
11:00~PM
AM",9245.917081832886,,,"음료
샐러드
+
피자
파스타
Or
02:30
11:00~PM
AM",12491.039752960205,,
icdar_tr_img_05009,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05009.jpg,,"Latin, Mixed, None, Korean",ICDAR_mini,"켭스
ATD
후꾸후꾸
딸기모찌
주문예약:
540-2009
캡스경비구역
ADT
R
때신
그린
CCTV작동중
1588-8400",20625.008821487427,,,"켭스
ATD
후꾸후꾸
딸기모찌
주문예약:
540-2009
캡스경비구역
ADT
R
때신
그린
CCTV작동중
1588-8400",14014.964818954468,,
icdar_tr_img_05038,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05038.jpg,원경안갑반,"Latin, Korean",ICDAR_mini,"02
7685
2256
원경안값반",9777.28295326233,,,"02
7685
2256
원경안값반",13109.265327453613,,
icdar_tr_img_05044,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05044.jpg,"칼라문류라벨
NO.C10-504
φ 9mm
7장 / 616개
8 804224 033804","Korean, None, Latin",ICDAR_mini,"칼라분류라벨
NO.C10-504
9mm
7장/616개
8""804224""033804",11773.239135742188,,,"칼라분류라벨
NO.C10-504
9mm
7장/616개
8""804224""033804",12029.63924407959,,
icdar_tr_img_05065,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05065.jpg,"힐링더하기
지압/마사지
국가공인자격증을 소지한","None, Korean",ICDAR_mini,"힐링더하기
지압/마사지
국가공인자격증을
소지한",8139.945983886719,,,"힐링더하기
지압/마사지
국가공인자격증을
소지한",9299.527168273926,,
icdar_tr_img_05071,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05071.jpg,"CGV*
대학로 문화극장
옥탑
6F","Symbols, Korean, None, Latin",ICDAR_mini,"CGV
문화극장
대학로
긋모
옥탑
6F
얼굴이다
은
DELIGHTFUL
/
NCE
LIF",13523.813724517822,,,"CGV
문화극장
대학로
긋모
옥탑
6F
얼굴이다
은
DELIGHTFUL
/
NCE
LIF",14548.188924789429,,
icdar_tr_img_05100,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05100.jpg,"LG U+ 한성대직영점
기기변경
LG U+
본사지정
담당센터","Mixed, Korean, None, Latin",ICDAR_mini,"U+
클
LG
한성대직영점
프리미엄
기기변경
18개월
매월
응
시
H클럽
인트로
무료
2편
무료
U+
멩버십
LG
본사지정
담당센터",8714.367866516113,,,"U+
클
LG
한성대직영점
프리미엄
기기변경
18개월
매월
응
시
H클럽
인트로
무료
2편
무료
U+
멩버십
LG
본사지정
담당센터",9427.921056747437,,
icdar_tr_img_05112,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05112.jpg,,"Latin, None, Korean",ICDAR_mini,"산림비즈니스
연구사업단
융복합형
개발
Business
작동중
Forest
CCTV
Integrated
telecop
Kt
for
Center
821-5112
Research
TIONAL",12471.394777297974,,,"산림비즈니스
연구사업단
융복합형
개발
Business
작동중
Forest
CCTV
Integrated
telecop
Kt
for
Center
821-5112
Research
TIONAL",15975.639820098877,,
icdar_tr_img_05136,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05136.jpg,,"Latin, None, Korean",ICDAR_mini,"자담배
청춘
와인
SKY
BLUE
20
음악연구소
뮤직홈
가능한...”
“처음
배우는
사람도
입단",12802.16121673584,,,"자담배
청춘
와인
SKY
BLUE
20
음악연구소
뮤직홈
가능한...”
“처음
배우는
사람도
입단",13149.953603744507,,
icdar_tr_img_05146,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05146.jpg,서울특별시,"Latin, None, Korean",ICDAR_mini,"대
문
중
서울
특별시
예친분
大",10283.068895339966,,,"대
문
중
서울
특별시
예친분
大",7610.330820083618,,
icdar_tr_img_05153,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05153.jpg,,"Latin, Korean",ICDAR_mini,"비상문
EXIT
3
사용할수없음
법정장소에는
2
하는
걸치되어이
유도둥이",14345.394849777222,,,"비상문
EXIT
3
사용할수없음
법정장소에는
2
하는
걸치되어이
유도둥이",18104.02202606201,,
icdar_tr_img_05175,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05175.jpg,"낙원
떡방앗간
763-2813
명동길
Myeongdong-gil
48","Latin, Symbols, None, Korean",ICDAR_mini,"낙원
떡방앗간
2813
763
-
명륜길
48",9890.019178390503,,,"낙원
떡방앗간
2813
763
-
명륜길
48",13188.148021697998,,
icdar_tr_img_05182,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05182.jpg,,"Latin, Korean",ICDAR_mini,"후불
입니다.
계산은
안립니다
take-out
음료는
take-out
없어서..ᄁ
컵이
OKPOS",9321.016073226929,,,"후불
입니다.
계산은
안립니다
take-out
음료는
take-out
없어서..ᄁ
컵이
OKPOS",14704.447984695435,,
icdar_tr_img_05183,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05183.jpg,,"Latin, None, Korean",ICDAR_mini,"실크빙수
신규가입
복권
기기변경
중
사용을
연결
GIGA
무료
판매점
나눔
6/45
Lotto
6
45
520
복권
연금
즉석식복권
스피또
없습니다.
수
판매할
없습니다.
복권을
에게는
수
초과할
미만)
19세
(만
청소년
1인
매는",16755.869150161743,,,"실크빙수
신규가입
복권
기기변경
중
사용을
연결
GIGA
무료
판매점
나눔
6/45
Lotto
6
45
520
복권
연금
즉석식복권
스피또
없습니다.
수
판매할
없습니다.
복권을
에게는
수
초과할
미만)
19세
(만
청소년
1인
매는",14994.433879852295,,
icdar_tr_img_05200,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05200.jpg,,"None, Korean",ICDAR_mini,월풀빨래방,13208.6021900177,,,월풀빨래방,16315.975904464722,,
icdar_tr_img_05206,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05206.jpg,"출차 주의
외부 차량 진입 금지",Korean,ICDAR_mini,"출차주의
외부차량진입금지",7359.029054641724,,,"출차주의
외부차량진입금지",13923.295021057129,,
icdar_tr_img_05216,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05216.jpg,,"Latin, Mixed, Korean",ICDAR_mini,"한
솥
따끈한
도시락
T.825-7785~6
궁돌오L3번길
""쓰레기는
82
솥
한
래
3식기반납하는",11359.133958816528,,,"한
솥
따끈한
도시락
T.825-7785~6
궁돌오L3번길
""쓰레기는
82
솥
한
래
3식기반납하는",14841.164112091064,,
icdar_tr_img_05223,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05223.jpg,"네이처
멜버스데이","Latin, Korean",ICDAR_mini,"네이처
멤버스데이",11966.785907745361,,,"네이처
멤버스데이",7597.079038619995,,
icdar_tr_img_05246,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05246.jpg,,"Symbols, None, Latin, Korean, Mixed",ICDAR_mini,"프렌치
르
Le
Panier
레스토랑
빠니에
Bleu
&
웰빙
하
핸드드립
츄[HUE]
하우스
전문카페
블루
2
&
와인바",20583.641052246094,,,"프렌치
르
Le
Panier
레스토랑
빠니에
Bleu
&
웰빙
하
핸드드립
츄[HUE]
하우스
전문카페
블루
2
&
와인바",16174.40390586853,,
icdar_tr_img_05257,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05257.jpg,"우수협력업체
H 현대해상화재보험
M 현대하이카다이렉트","Latin, Korean",ICDAR_mini,"우수협력업체
H
H
현대하이카다이렉트
현대해상화재보험",7974.151134490967,,,"우수협력업체
H
H
현대하이카다이렉트
현대해상화재보험",9422.33920097351,,
icdar_tr_img_05262,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05262.jpg,"주의!
열차와
승강장 간격
넓음",Korean,ICDAR_mini,"주의!
열차와
넓음
간격
승강장",8929.0931224823,,,"주의!
열차와
넓음
간격
승강장",9542.17791557312,,
icdar_tr_img_05273,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05273.jpg,,Korean,ICDAR_mini,"블라스트
블라스트
(1장
4,500원)",9455.004215240479,,,"블라스트
블라스트
(1장
4,500원)",15367.521047592163,,
icdar_tr_img_05282,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05282.jpg,"깊은 바다의 심층보습
하와이코나 914m
해양심층수","Latin, Korean",ICDAR_mini,"사
일가지
심층보습
pm8:00
바다의
갚은
하와이코나
914m
해양심층수
OH
OB",15186.236143112183,,,"사
일가지
심층보습
pm8:00
바다의
갚은
하와이코나
914m
해양심층수
OH
OB",12430.145025253296,,
icdar_tr_img_05311,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05311.jpg,,"Latin, Symbols, None, Korean",ICDAR_mini,"대학로틴틴
연
인터파크
2012.2013.2014.20
예
연속
5년
옥
성공했잖아
때
이거
보고
첫
데이트
연극
추천했어
엄청
주위에
네
최고!
옥탑방고양이
왔어요.
최고야
진짜
재관람하러
져!
예약이요.
고
두장
기다려주세요!
잠시만
대학로
에게
∣
02-764-8760
[주]
문의
∣
[주]
제작
어린이
잡고
꼭
손잡고
손잡이는
탑승하세요
황색선
안에",16614.50505256653,,,"대학로틴틴
연
인터파크
2012.2013.2014.20
예
연속
5년
옥
성공했잖아
때
이거
보고
첫
데이트
연극
추천했어
엄청
주위에
네
최고!
옥탑방고양이
왔어요.
최고야
진짜
재관람하러
져!
예약이요.
고
두장
기다려주세요!
잠시만
대학로
에게
∣
02-764-8760
[주]
문의
∣
[주]
제작
어린이
잡고
꼭
손잡고
손잡이는
탑승하세요
황색선
안에",14697.41702079773,,
icdar_tr_img_05352,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05352.jpg,,"Symbols, Korean, None, Latin",ICDAR_mini,"LACQUER
STICK
LACQUER
STICK
HOT
01
가십
선명한
완벽한
컬러
발색력
&
스틱라커
핏팅력의
새미매트",10964.576959609985,,,"LACQUER
STICK
LACQUER
STICK
HOT
01
가십
선명한
완벽한
컬러
발색력
&
스틱라커
핏팅력의
새미매트",16242.754936218262,,
icdar_tr_img_05363,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05363.jpg,"A, B, C동, 쇼핑타운 지하1 ~2층
의류부자재","Mixed, Korean, Latin",ICDAR_mini,"지하1-2층
쇼핑타운
C동,
B,
A,
의류부자재",9098.047971725464,,,"지하1-2층
쇼핑타운
C동,
B,
A,
의류부자재",10318.619012832642,,
icdar_tr_img_05370,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05370.jpg,"담
배",Korean,ICDAR_mini,담배,6527.26411819458,,,담배,10445.36805152893,,
icdar_tr_img_05372,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05372.jpg,"첨단전자경비시스템
01 11","Latin, None, Korean",ICDAR_mini,"911
SEGURITY
첨단전자경비시스템
011",11441.987991333008,,,"911
SEGURITY
첨단전자경비시스템
011",9902.298927307129,,
icdar_tr_img_05382,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05382.jpg,"치
킨
피
자","Korean, None, Latin",ICDAR_mini,"81
치즈피자",9602.958917617798,,,"81
치즈피자",12020.58219909668,,
icdar_tr_img_05406,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05406.jpg,"매
매
전
월
세
투
자
상
담","Korean, None, Latin",ICDAR_mini,"매매
전월세
투자상담",9944.060802459717,,,"매매
전월세
투자상담",10790.414810180664,,
icdar_tr_img_05413,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05413.jpg,,"Latin, None, Korean",ICDAR_mini,"왕갈비탕
어린이보호구역
여기부터
냉면
속도를
줄이시오
어린이보호
안신
N
주차금지
협조
부탁드립니다
갈비정원",15462.356805801392,,,"왕갈비탕
어린이보호구역
여기부터
냉면
속도를
줄이시오
어린이보호
안신
N
주차금지
협조
부탁드립니다
갈비정원",14999.766826629639,,
icdar_tr_img_05420,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05420.jpg,연예인 입소문 “스타롤” 올리브영 런칭,"Korean, None, Latin",ICDAR_mini,"XIAOM
연에인
""스타롤""
입소문
올리브영
런칭",17974.451303482056,,,"XIAOM
연에인
""스타롤""
입소문
올리브영
런칭",10035.154104232788,,
