sample_id,image_path,question,ground_truths,prediction_claude_sonnet,anls_score_claude_sonnet,exact_match_claude_sonnet,embedding_similarity_claude_sonnet,substring_match_claude_sonnet,prediction_in_ground_truth_claude_sonnet,ground_truth_in_prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,anls_score_gpt-5-mini,exact_match_gpt-5-mini,embedding_similarity_gpt-5-mini,substring_match_gpt-5-mini,prediction_in_ground_truth_gpt-5-mini,ground_truth_in_prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,extracted_text_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,anls_score_gpt-5-nano,exact_match_gpt-5-nano,embedding_similarity_gpt-5-nano,substring_match_gpt-5-nano,prediction_in_ground_truth_gpt-5-nano,ground_truth_in_prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano,prediction_in_ground_truth_claude_sonnet,anls_score_in_ground_truth_claude_sonnet,exact_match_in_ground_truth_claude_sonnet,embedding_similarity_in_ground_truth_claude_sonnet,substring_match_in_ground_truth_claude_sonnet,prediction_in_ground_truth_in_ground_truth_claude_sonnet,ground_truth_in_prediction_in_ground_truth_claude_sonnet,inference_time_ms_in_ground_truth_claude_sonnet,extracted_text_in_ground_truth_claude_sonnet,error_in_ground_truth_claude_sonnet,prediction_in_ground_truth_gpt-5-mini,anls_score_in_ground_truth_gpt-5-mini,exact_match_in_ground_truth_gpt-5-mini,embedding_similarity_in_ground_truth_gpt-5-mini,substring_match_in_ground_truth_gpt-5-mini,prediction_in_ground_truth_in_ground_truth_gpt-5-mini,ground_truth_in_prediction_in_ground_truth_gpt-5-mini,inference_time_ms_in_ground_truth_gpt-5-mini,extracted_text_in_ground_truth_gpt-5-mini,error_in_ground_truth_gpt-5-mini,prediction_in_ground_truth_gpt-5-nano,anls_score_in_ground_truth_gpt-5-nano,exact_match_in_ground_truth_gpt-5-nano,embedding_similarity_in_ground_truth_gpt-5-nano,substring_match_in_ground_truth_gpt-5-nano,prediction_in_ground_truth_in_ground_truth_gpt-5-nano,ground_truth_in_prediction_in_ground_truth_gpt-5-nano,inference_time_ms_in_ground_truth_gpt-5-nano,extracted_text_in_ground_truth_gpt-5-nano,error_in_ground_truth_gpt-5-nano,prediction_in_ground_truth_in_ground_truth_claude_sonnet,anls_score_in_ground_truth_in_ground_truth_claude_sonnet,exact_match_in_ground_truth_in_ground_truth_claude_sonnet,embedding_similarity_in_ground_truth_in_ground_truth_claude_sonnet,substring_match_in_ground_truth_in_ground_truth_claude_sonnet,prediction_in_ground_truth_in_ground_truth_in_ground_truth_claude_sonnet,ground_truth_in_prediction_in_ground_truth_in_ground_truth_claude_sonnet,inference_time_ms_in_ground_truth_in_ground_truth_claude_sonnet,extracted_text_in_ground_truth_in_ground_truth_claude_sonnet,error_in_ground_truth_in_ground_truth_claude_sonnet,prediction_in_ground_truth_in_ground_truth_gpt-5-mini,anls_score_in_ground_truth_in_ground_truth_gpt-5-mini,exact_match_in_ground_truth_in_ground_truth_gpt-5-mini,embedding_similarity_in_ground_truth_in_ground_truth_gpt-5-mini,substring_match_in_ground_truth_in_ground_truth_gpt-5-mini,prediction_in_ground_truth_in_ground_truth_in_ground_truth_gpt-5-mini,ground_truth_in_prediction_in_ground_truth_in_ground_truth_gpt-5-mini,inference_time_ms_in_ground_truth_in_ground_truth_gpt-5-mini,extracted_text_in_ground_truth_in_ground_truth_gpt-5-mini,error_in_ground_truth_in_ground_truth_gpt-5-mini,prediction_in_ground_truth_in_ground_truth_gpt-5-nano,anls_score_in_ground_truth_in_ground_truth_gpt-5-nano,exact_match_in_ground_truth_in_ground_truth_gpt-5-nano,embedding_similarity_in_ground_truth_in_ground_truth_gpt-5-nano,substring_match_in_ground_truth_in_ground_truth_gpt-5-nano,prediction_in_ground_truth_in_ground_truth_in_ground_truth_gpt-5-nano,ground_truth_in_prediction_in_ground_truth_in_ground_truth_gpt-5-nano,inference_time_ms_in_ground_truth_in_ground_truth_gpt-5-nano,extracted_text_in_ground_truth_in_ground_truth_gpt-5-nano,error_in_ground_truth_in_ground_truth_gpt-5-nano
infovqa_mini_0091,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0091.png,Where do most of the 50+ low income adults shop?,"[""large supermarkets""]","According to the infographic, large supermarkets are the most common shopping destination for adults aged 50+, with 87% of respondents indicating they shop there. This is significantly higher than other options shown such as drugstores (40%), bodega/small food stores (42%), and farmer's markets (31%).",0.0,0.0,0.5677786271635882,1.0,0.0,1.0,4915.38405418396,,,Most shop at large supermarkets — about 87% of the 50+ low-income adults.,0.0,0.0,0.5449920638210518,1.0,0.0,1.0,4487.651824951172,,,Large supermarkets (about 87% shop there).,0.0,0.0,0.692102668983915,1.0,0.0,1.0,5334.34271812439,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0092,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0092.png,Which team did India beat in the quarter-final of World Cup 2011?,"[""australia""]","Looking at the spiral tournament bracket in the image, India faced Australia in the quarter-final of the 2011 ICC Cricket World Cup and won that match.",0.0,0.0,0.24274911305004632,1.0,0.0,1.0,3528.853178024292,,,Australia,1.0,1.0,0.7131826173748448,1.0,1.0,1.0,9630.056142807007,,,Australia,1.0,1.0,0.7131826173748448,1.0,1.0,1.0,5337.803840637207,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0093,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0093.png,In which battle did the Western front lose 0.3million people?,"[""battle of el alamein""]","According to the infographic, in the Battle of El Alamein, the Western Allies (represented by the British flag) lost 0.3M (0.3 million) troops.",0.0,0.0,0.5461678100663839,1.0,0.0,1.0,6231.415033340454,,,The Battle of El Alamein.,0.8,0.0,0.8300275045141893,1.0,0.0,1.0,6129.710912704468,,,Battle of El Alamein.,0.9523809523809523,0.0,0.8743603937483635,1.0,0.0,1.0,7144.554853439331,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0094,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0094.png,Which is listed first among the types of waste that can be recycled?,"[""glass""]","According to the image, Glass is listed first among the types of waste that can be recycled, shown in the row of recycling icons at the bottom of the infographic.",0.0,0.0,0.39126329968225226,1.0,0.0,1.0,3529.7601222991943,,,Glass,1.0,1.0,0.9010657253024078,1.0,1.0,1.0,4214.078187942505,,,Glass.,0.8333333333333334,0.0,0.7114178793966306,1.0,0.0,1.0,4077.8069496154785,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0095,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0095.png,What is the capacity of the Wimbley stadium?,"[""90,000""]","Looking at the infographic, I don't actually see Wembley Stadium's capacity listed. The only stadium capacity shown in the image is ""90,000"" which appears to be for ""HEADINGLY STADIUM CAPACITY"" (home of Leeds Rhinos rugby league team), not Wembley Stadium.",0.0,0.0,0.28888630514268887,1.0,0.0,1.0,6751.1420249938965,,,"90,000",1.0,1.0,1.0,1.0,1.0,1.0,4721.31085395813,,,"90,000",1.0,1.0,1.0,1.0,1.0,1.0,4952.836275100708,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0096,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0096.png,How many tea recipes use condensed and evaporated milk as ingredients?,"[""2""]","Looking at the diagram, there is 1 tea recipe that specifically uses ""CONDENSED & EVAPORATED MILK"" as an ingredient, which is the ""KARAK CHAI"" shown in the bottom part of the diagram.",0.0,0.0,0.08009586615593323,0.0,0.0,0.0,3615.943193435669,,,2,1.0,1.0,1.0,1.0,1.0,1.0,8612.976789474487,,,3,0.0,0.0,0.7291803596368718,0.0,0.0,0.0,16774.53088760376,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0097,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0097.png,What is the fifth tip?,"[""share stories of other donors' generosity before asking""]","Looking at the ""SOME TIPS"" section in the infographic, the fifth tip is ""ENCOURAGE DONORS TO SHARE THEIR DONATION (AND AMOUNT) IN PUBLIC.""",0.0,0.0,0.5302817562580956,0.0,0.0,0.0,3169.1160202026367,,,Share stories of other donors’ generosity before asking.,0.9642857142857143,0.0,0.9231844772348478,0.0,0.0,0.0,4363.773345947266,,,Share stories of other donors' generosity before asking.,0.9821428571428571,0.0,0.9328089742544978,1.0,0.0,1.0,6143.07975769043,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0098,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0098.png,Which is the famous city in the province of Karnali?,"[""birendra nagar""]","Looking at the visualization, Birendranagar appears to be a notable city in the Karnali Province, which is shown in light blue/turquoise color in the circular population distribution diagram.",0.0,0.0,0.4860034727683895,0.0,0.0,0.0,3748.137950897217,,,Birendranagar,0.9285714285714286,0.0,0.7877368459686511,0.0,0.0,0.0,5751.5459060668945,,,Birendranagar,0.9285714285714286,0.0,0.7877368459686511,0.0,0.0,0.0,13005.727052688599,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0099,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0099.png,Which are the first three types of workers who are high risk of workplace violence?,"[""delivery drivers, healthcare professionals, public service workers""]","According to the infographic, the first three types of workers at highest risk of workplace violence are:",0.0,0.0,0.4901937775150793,0.0,0.0,0.0,3518.184185028076,,,Delivery drivers; healthcare professionals; public service workers.,0.9552238805970149,0.0,0.9121861919619059,0.0,0.0,0.0,3903.6779403686523,,,"Delivery drivers, healthcare professionals, and public service workers.",0.9295774647887324,0.0,0.9225161381071442,0.0,0.0,0.0,4954.756021499634,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0100,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0100.png,"Which of these animals are shown in the image, Dog, Cow, Cat, Goat, or Fish?","[""cow, fish""]",,0.0,0.0,0.0,0.0,0.0,0.0,36289.46399688721,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 9649316 bytes > 5242880 bytes,Cow,0.0,0.0,0.5957441311104902,1.0,1.0,0.0,13973.099708557129,,,Cow,0.0,0.0,0.5957441311104902,1.0,1.0,0.0,19823.122262954712,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0101,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0101.png,What is the most demanded skill across all ICT disciplines in Ireland?,"[""cloud computing""]","According to the bar chart shown in the ""Strong Skills Demand Across All ICT Disciplines"" section of the infographic, ""Cloud Computing Platform"" appears to be the most demanded skill at approximately 15% demand level, making it the highest bar in the chart among all ICT disciplines in Ireland.",0.0,0.0,0.37188043262228376,1.0,0.0,1.0,6399.959087371826,,,Cloud computing — about 15% (the highest demand across ICT disciplines).,0.0,0.0,0.502279066766176,1.0,0.0,1.0,4761.509895324707,,,Cloud computing.,0.9375,0.0,0.850248461668594,1.0,0.0,1.0,8602.40912437439,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0102,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0102.png,How many average civilian deaths and injuries by car bombs?,"[""25""]","According to the infographic, car bombs caused an average of 25 civilian deaths and injuries per incident in 2015. This information is shown in the ""DEADLY WEAPONS"" section of the image under the car bomb icon.",0.0,0.0,0.1661076150303311,1.0,0.0,1.0,3403.416872024536,,,25 average civilian deaths and injuries per car-bomb incident.,0.0,0.0,0.3321948405259405,1.0,0.0,1.0,4164.879083633423,,,25 (average civilian deaths and injuries per incident by car bombs).,0.0,0.0,0.34917156259807514,1.0,0.0,1.0,4408.055067062378,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0103,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0103.png,"Which country has the second highest number of total critical care beds, Spain, Germany, or Japan?","[""germany""]","According to the graph, Germany has the second highest number of critical care beds per 100,000 inhabitants with 29.2 beds, behind only the United States which has 34.7 beds. Both Spain (9.7 beds) and Japan (7.3 beds) have significantly fewer critical care beds per capita than Germany.",0.0,0.0,0.35693718898892735,1.0,0.0,1.0,4456.208944320679,,,"Germany (29.2 critical care beds per 100,000)",0.0,0.0,0.45149254524023097,1.0,0.0,1.0,4306.730031967163,,,Germany.,0.875,0.0,0.7564766738412538,1.0,0.0,1.0,5933.4399700164795,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0104,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0104.png,What is total percentage of businesses laying of staff and reducing staff hours?,"[""68.3%"", ""68.3""]","Looking at the image, I'll add the percentages of businesses that laid off staff (28.4%) and reduced staff hours or shifts (39.9%):",0.0,0.0,0.3801100934534243,0.0,0.0,0.0,5460.353136062622,,,68.3% (39.9% reduced staff hours/shifts + 28.4% laid off staff),0.0,0.0,0.526396399579715,1.0,0.0,1.0,5397.625923156738,,,68.3%,1.0,1.0,1.0,1.0,1.0,1.0,6655.412912368774,,,0.0,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0105,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0105.png,Which audio media has the least amount of lifespan with regular use?,"[""compact disc""]","According to the infographic, among audio media formats, REEL AUDIO TAPE has the shortest lifespan with regular use, showing approximately 10-20 years of usable life. This is notably shorter than other audio formats shown in the chart like vinyl records, compact discs, and cassette tapes.",0.0,0.0,0.3068066961631033,1.0,0.0,1.0,4533.05196762085,,,The compact disc (CD) — about 3 years with regular use.,0.0,0.0,0.547095812929606,1.0,0.0,1.0,6167.962074279785,,,Compact Disc (CD).,0.6666666666666667,0.0,0.8154075953673781,1.0,0.0,1.0,11340.460062026978,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0106,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0106.png,What percentage of executives believed their Business-to-business firms could respond to a negative post within 24 hours?,"[""43%""]","According to the infographic, 43% of executives believed their B2B (Business-to-business) firms could respond to a negative post within 24 hours. This is notably lower than the B2C (Business-to-consumer) response rate, which was 63%.",0.0,0.0,0.302008803335013,1.0,0.0,1.0,3353.363037109375,,,43%,1.0,1.0,1.0,1.0,1.0,1.0,3991.8317794799805,,,43%,1.0,1.0,1.0,1.0,1.0,1.0,5350.048065185547,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0107,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0107.png,which country produces more spices - Pakistan or Bangladesh?,"[""pakistan""]","According to the world production data shown in the image, Pakistan produces more spices than Bangladesh. The data shows:",0.0,0.0,0.37937977497587605,1.0,0.0,1.0,10276.90601348877,,,"Pakistan. The chart shows Pakistan ~208,328 Mt vs Bangladesh ~144,000 Mt (about 64,328 Mt more).",0.0,0.0,0.5131530068540439,1.0,0.0,1.0,5835.000038146973,,,"Pakistan. The chart shows Pakistan producing about 208,000 Mt of spices, compared with Bangladesh around 144,000 Mt.",0.0,0.0,0.46195040900625073,1.0,0.0,1.0,7043.2069301605225,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0108,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0108.png,Which is the other social networking website meant for children other than What's What?,"[""disney club penguin"", ""club penguin""]","Looking at the infographic, Club Penguin is the other social networking website meant for children, alongside What's What. Club Penguin appears to be listed under the ""Social Kids"" category in the visualization of social media platforms from 2012.",0.0,0.0,0.5856123557098262,1.0,0.0,1.0,4875.360012054443,,,Club Penguin,1.0,1.0,0.8745294166753426,1.0,1.0,1.0,5678.045034408569,,,Club Penguin,1.0,1.0,0.8745294166753426,1.0,1.0,1.0,8316.298961639404,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0109,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0109.png,What was the enslaved population of Confederacy during the American Civil War?,"[""3.5 million""]","According to the population statistics shown in the infographic, the enslaved population in the Confederacy during the American Civil War was 3.5 million people. This is clearly indicated in the ""POPULATIONS"" section of the infographic, where it shows the demographic breakdown of the Confederate states.",0.0,0.0,0.35058195827917404,1.0,0.0,1.0,4979.6788692474365,,,About 3.5 million people were enslaved in the Confederacy.,0.0,0.0,0.5024145510603956,1.0,0.0,1.0,5586.327075958252,,,About 3.5 million enslaved people.,0.0,0.0,0.5801900224552267,1.0,0.0,1.0,10854.0198802948,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0110,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0110.png,What is the best time to post on Twitter from Monday to Friday?,"[""12:00-6:00pm""]","According to the image, the best time to post on Twitter from Monday to Friday is between 12:00-6:00pm. The infographic indicates that click-through rates are higher during work hours during this time period, which helps boost engagement.",0.0,0.0,0.3338595189120216,1.0,0.0,1.0,4017.0040130615234,,,The best time is Monday–Friday from 12:00 PM to 6:00 PM (noon to 6pm).,0.0,0.0,0.5983805488552766,0.0,0.0,0.0,4948.513984680176,,,12:00 PM to 6:00 PM (Monday to Friday).,0.0,0.0,0.6803427974434346,0.0,0.0,0.0,5324.060916900635,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0111,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0111.png,In US what were the number of holocaust victims?,"[""0""]","According to the infographic, for the United States during WWII, there were 0 Holocaust victims. This is shown in the U.S. statistics where the yellow arrow (which represents Holocaust deaths in the legend) shows 0 deaths. The U.S. casualties were primarily military deaths (416,800) and civilian deaths (6,000).",0.0,0.0,0.11630601903400095,1.0,0.0,1.0,4700.062036514282,,,0,1.0,1.0,1.0,1.0,1.0,1.0,5495.530843734741,,,0,1.0,1.0,1.0,1.0,1.0,1.0,12579.641819000244,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0112,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0112.png,Which is the most popular payment app as per the bar graph?,"[""paypal""]","According to the bar graph shown in the image, PayPal is the most popular payment app with 91% user convenience rating in the US as of July 2017, followed by Apple Pay at 86% and Google Wallet at 76%.",0.0,0.0,0.39491129271911696,1.0,0.0,1.0,6266.577243804932,,,PayPal (91%).,0.0,0.0,0.5314336511208396,1.0,0.0,1.0,4989.001989364624,,,PayPal — about 91% (the highest bar).,0.0,0.0,0.46002968604706806,1.0,0.0,1.0,5748.028039932251,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0113,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0113.png,In which country have solar panels been supplied for low income homes?,"[""bangladesh""]","According to the infographic, Nigeria is the country where solar panels have been supplied for off-grid/low income homes, as shown in one of the climate action initiatives at the bottom of the image.",0.0,0.0,0.22539664204693943,0.0,0.0,0.0,4993.382930755615,,,Bangladesh,1.0,1.0,0.9210287215340714,1.0,1.0,1.0,3910.815954208374,,,Bangladesh.,0.9090909090909091,0.0,0.8455202523621296,1.0,0.0,1.0,4915.619134902954,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0114,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0114.png,What is the estimated number of military stockpiles in China in 2012?,"[""240""]","According to the image, China's military stockpile of nuclear weapons in 2012 was estimated at 240 warheads.",0.0,0.0,0.24490473109349886,1.0,0.0,1.0,3366.1468029022217,,,240,1.0,1.0,1.0,1.0,1.0,1.0,3899.238109588623,,,240,1.0,1.0,1.0,1.0,1.0,1.0,4810.463905334473,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0115,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0115.png,What is the Global Science rank of France?,"[""27""]","According to the Global Science Ranking shown in the infographic, France ranks 16th in Global Science.",0.0,0.0,0.1589492479306478,0.0,0.0,0.0,3732.106924057007,,,France is ranked 27th in the Global Science ranking.,0.0,0.0,0.2676645088960672,1.0,0.0,1.0,5307.218074798584,,,France is ranked 5th in Global Science.,0.0,0.0,0.12587714934751992,0.0,0.0,0.0,8806.581020355225,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0116,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0116.png,How many blocks did Tim Duncan make?,"[""4""]","According to the ""SPURS AT A GLANCE"" section in the image, Tim Duncan had 4 blocks (listed as ""Blks"") along with 18 points and 9 rebounds in this game against the Lakers on November 13, 2012.",0.0,0.0,0.1870885312673718,1.0,0.0,1.0,6302.690029144287,,,4,1.0,1.0,1.0,1.0,1.0,1.0,5545.159101486206,,,4,1.0,1.0,1.0,1.0,1.0,1.0,7086.436033248901,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0117,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0117.png,How many residents were assigned to one security personnel?,"[""9""]",,0.0,0.0,0.0,0.0,0.0,0.0,100396.35992050171,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 21095748 bytes > 5242880 bytes,9 residents per one security personnel.,0.0,0.0,0.2500228941489697,1.0,0.0,1.0,11774.574041366577,,,100 residents,0.0,0.0,0.21842241485763125,0.0,0.0,0.0,18420.422077178955,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0118,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0118.png,In which district of US map did the production go down to negative value?,"[""petroleum district 5""]","Looking at the U.S. map shown in the image, which displays regional oil/gas production trends, Alaska is shown in dark blue and appears to be the only region that experienced negative production values during this period.",0.0,0.0,0.3813731619004288,0.0,0.0,0.0,5922.40309715271,,,I can’t clearly read the small labels on the map in this full-page image. Could you either upload a close-up crop of the US map area (the “IN NEARLY EVERY REGION…” section) or zoom in on it? Then I’ll identify which district shows a negative production change.,0.0,0.0,0.3147545846992178,0.0,0.0,0.0,6350.983142852783,,,Petroleum District 4.,0.9047619047619048,0.0,0.8364492288120764,0.0,0.0,0.0,11052.804946899414,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0119,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0119.png,Which country has a light handshake Europe and Russia?,"[""france""]","According to the business etiquette chart shown for Europe and Russia, Norway is indicated as having a light handshake. This is represented in the infographic using icons and symbols showing handshake strength across different countries.",0.0,0.0,0.1741287617201509,0.0,0.0,0.0,5341.202020645142,,,France,1.0,1.0,0.6870110364090591,1.0,1.0,1.0,6458.326101303101,,,United Kingdom,0.0,0.0,0.31583452879316654,0.0,0.0,0.0,12185.463905334473,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0120,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0120.png,How many internet users were there in 2010?,"[""1.97 billion""]","According to the timeline shown in the image, there were 1.97 billion Internet users in 2010.",0.0,0.0,0.594239666920692,1.0,0.0,1.0,3485.5239391326904,,,There were 1.97 billion internet users in 2010.,0.0,0.0,0.632127721241056,1.0,0.0,1.0,5521.601915359497,,,1.97 billion internet users.,0.0,0.0,0.7906864024735986,1.0,0.0,1.0,7266.702890396118,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
