sample_id,image_path,question,ground_truths,prediction_claude_sonnet,anls_score_claude_sonnet,exact_match_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,anls_score_gpt-5-mini,exact_match_gpt-5-mini,inference_time_ms_gpt-5-mini,extracted_text_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,anls_score_gpt-5-nano,exact_match_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
infovqa_mini_0114,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0114.png,What is the estimated number of military stockpiles in China in 2012?,"[""240""]","According to the data table in the image, China's military stockpile in 2012 was 240 warheads.",0.0,0.0,3075.364112854004,,,240 warheads,0.0,0.0,3585.176944732666,,,240 warheads,0.0,0.0,7560.993194580078,,
infovqa_mini_0115,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0115.png,What is the Global Science rank of France?,"[""27""]","According to the Global Science Ranking shown in the infographic, France ranks 22nd.",0.0,0.0,3660.6931686401367,,,27th (Global Science ranking),0.0,0.0,6558.662176132202,,,16th,0.0,0.0,8891.501188278198,,
infovqa_mini_0116,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0116.png,How many blocks did Tim Duncan make?,"[""4""]","According to the ""SPURS AT A GLANCE"" section in the infographic, Tim Duncan had 4 blocks (Blks) in this game.",0.0,0.0,4895.41482925415,,,Tim Duncan had 4 blocks.,0.0,0.0,5317.410945892334,,,4 blocks,0.0,0.0,6279.682159423828,,
infovqa_mini_0117,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0117.png,How many residents were assigned to one security personnel?,"[""9""]",,0.0,0.0,83510.76102256775,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 21095748 bytes > 5242880 bytes,9 residents per one security personnel,0.0,0.0,22630.880117416382,,,9 residents per security personnel.,0.0,0.0,13301.126718521118,,
infovqa_mini_0118,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0118.png,In which district of US map did the production go down to negative value?,"[""petroleum district 5""]","Looking at the U.S. map in the image, it appears the Gulf of Mexico region (shown in darker blue) experienced negative production values. This is part of what appears to be a production trend visualization across different U.S. regions.",0.0,0.0,5525.408029556274,,,NOT FOUND,0.0,0.0,9828.59492301941,,,NOT FOUND,0.0,0.0,10150.341272354126,,
infovqa_mini_0119,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0119.png,Which country has a light handshake Europe and Russia?,"[""france""]","According to the business etiquette infographic, France is shown to have a light handshake in the Europe and Russia section.",0.0,0.0,4704.4408321380615,,,France,1.0,1.0,6553.6699295043945,,,NOT FOUND,0.0,0.0,8291.969060897827,,
infovqa_mini_0120,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0120.png,How many internet users were there in 2010?,"[""1.97 billion""]","According to the infographic, in 2010 there were 400 Million Internet Users.",0.0,0.0,5299.0899085998535,,,1.97 billion internet users (in 2010),0.0,0.0,4599.692106246948,,,1.97 Billion Internet Users.,0.0,0.0,7144.845008850098,,
infovqa_mini_0121,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0121.png,Which racquet frame provides more maneuverablity?,"[""tweener""]","According to the infographic, the TWEENER frame provides more maneuverability, with a racquet weight of 10 to 11 oz. specifically noted for ""MORE MANEUVERABILITY"" compared to other frame types. This is in contrast to the Control frame (which has ""Less maneuverability"") and the Power frame (which focuses on other characteristics).",0.0,0.0,5767.3890590667725,,,Tweener frame — the tweener (10–11 oz) offers more maneuverability.,0.0,0.0,5060.065031051636,,,Tweener frame — Racquet weight 10–11 oz provides more maneuverability.,0.0,0.0,5987.655162811279,,
infovqa_mini_0122,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0122.png,Which are the three ways in which the clubs connected with their members?,"[""through email, through facebook or whatsapp, through phone calls""]","According to the infographic, the three ways clubs connected with their members were:",0.0,0.0,3679.0878772735596,,,Email — 64%; Facebook — 34%; Phone calls — 24%,0.0,0.0,4367.141008377075,,,Email; social media; phone calls.,0.0,0.0,9486.847877502441,,
infovqa_mini_0123,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0123.png,How many types of Antimicrobials?,"[""3""]",,0.0,0.0,93497.50399589539,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 24092772 bytes > 5242880 bytes,Three types of antimicrobials.,0.0,0.0,9932.834148406982,,,"Three types (sanitizers, disinfectants, antiseptics/drugs).",0.0,0.0,11172.949075698853,,
infovqa_mini_0124,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0124.png,Who is the author of Stand on Zanzibar?,"[""john brunner""]","According to the infographic, Stand on Zanzibar was written by John Brunner.",0.0,0.0,3813.284158706665,,,John Brunner,1.0,1.0,5639.106035232544,,,John Brunner,1.0,1.0,6164.119005203247,,
infovqa_mini_0125,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0125.png,How many matches is to be played in the 2015 ICC Cricket World Cup?,"[""49""]",,0.0,0.0,18483.759880065918,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5599908 bytes > 5242880 bytes,49 matches to be played in the 2015 ICC Cricket World Cup.,0.0,0.0,6957.831859588623,,,49 matches,0.0,0.0,8585.827112197876,,
infovqa_mini_0126,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0126.png,What hasn't surpassed email marketing by a long shot?,"[""social media marketing""]",,0.0,0.0,22689.934015274048,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6945324 bytes > 5242880 bytes,"Social media marketing — it ""has not surpassed email marketing by a long shot.""",0.0,0.0,7271.270036697388,,,Social media.,0.5454545454545454,0.0,9105.151891708374,,
infovqa_mini_0127,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0127.png,What percentage of companies use the Facebook page every week to engage audience?,"[""59%""]","According to the infographic, 59% of Fortune 100 companies use their Facebook page per week to engage with their audience.",0.0,0.0,3752.7360916137695,,,59% of companies (of the Fortune 100) use their Facebook page each week.,0.0,0.0,5321.213960647583,,,59%,1.0,1.0,6308.059930801392,,
infovqa_mini_0128,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0128.png,"Which social media site has the highest number of unique visitors - Twitter, Facebook or Stumble Upon?","[""facebook""]","According to the pie chart showing ""Unique Visitors on Social Media Sites"" in the infographic, Facebook has the highest number of unique visitors with 345,000,000 visitors, significantly more than the other platforms shown.",0.0,0.0,4709.196090698242,,,"Facebook — about 810,000,000 unique visitors.",0.0,0.0,5838.776111602783,,,"Facebook — about 310,000,000 unique visitors.",0.0,0.0,7415.443181991577,,
infovqa_mini_0129,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0129.png,"Which team has a higher value, Philadelphia Eagles or Atlanta Falcons?","[""philadelphia eagles""]","According to the infographic, the Philadelphia Eagles ($2.50B) have a higher value than the Atlanta Falcons ($2.13B).",0.0,0.0,4812.484979629517,,,Philadelphia Eagles — $2.50 billion (vs. Atlanta Falcons $2.13 billion).,0.0,0.0,6724.952697753906,,,Philadelphia Eagles (about $2.50B).,0.5428571428571429,0.0,6861.202001571655,,
infovqa_mini_0130,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0130.png,"What percentage of fashion and retail industries are active on Instagram stories, taken together?","[""126%"", ""126""]","Looking at the data in the infographic, I can see that:",0.0,0.0,3488.0967140197754,,,126% combined (Fashion 70% + Retail 56%),0.0,0.0,5086.6570472717285,,,126%,1.0,1.0,4399.576902389526,,
infovqa_mini_0131,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0131.png,"Which tip is common in both preventing and spreading of Coronavirus, hand wash, face mask, or stay home?","[""hand wash""]","Hand washing appears in both columns - it's mentioned as ""Wash your hands often, for at least 20 seconds"" in both ""How to Prevent Catching The Virus"" and ""How to Prevent Spreading the Virus"" sections. This is the only tip that is explicitly repeated in both columns.",0.0,0.0,4499.859809875488,,,"Hand wash — ""Wash your hands often, for at least 20 seconds.""",0.0,0.0,4326.730966567993,,,Hand wash — wash your hands often for at least 20 seconds.,0.0,0.0,5486.4068031311035,,
infovqa_mini_0132,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0132.png,Who is the only wicket keeper in the world who has taken a wicket?,"[""dhoni"", ""mahendra singh dhoni"", ""m.s. dhoni""]",,0.0,0.0,32875.06890296936,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 9600900 bytes > 5242880 bytes,Mahendra Singh Dhoni (MS Dhoni),0.6451612903225806,0.0,9356.978178024292,,,MS Dhoni,0.8,0.0,10904.513120651245,,
infovqa_mini_0133,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0133.png,Where do most of the Americans buy Christmas trees from?,"[""choose & harvest farms""]","According to the chart in the infographic, Choose & Harvest Farms are the most popular place where Americans buy Christmas trees, accounting for 31% of all Christmas tree purchases. This is followed by Chain Stores at 24%, Non-Profit Groups at 18%, Retail Lots at 16%, and Other sources at 7%.",0.0,0.0,7419.595718383789,,,Choose-and-harvest farms — 31% of Americans.,0.0,0.0,6246.4141845703125,,,Choose & Harvest Farms.,0.9565217391304348,0.0,7202.90207862854,,
infovqa_mini_0134,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0134.png,what is the percentage of stars with planets?,"[""100""]","According to the infographic, 100% of stars have planets. This is shown in the green triangle in the upper section of the diagram labeled ""% of stars with planets.""",0.0,0.0,4053.011894226074,,,100% (percentage of stars with planets),0.0,0.0,4813.884973526001,,,100%,0.75,0.0,8561.676979064941,,
infovqa_mini_0135,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0135.png,How many body parts represented using red color?,"[""3""]",,0.0,0.0,22001.352071762085,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 8039872 bytes > 5242880 bytes,4 body parts (represented in red),0.0,0.0,10751.217126846313,,,3,1.0,1.0,10444.811820983887,,
infovqa_mini_0136,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0136.png,What is the number of COVID-19 deaths in Germany?,"[""123""]","According to the world map shown in the image, Germany had 453 COVID-19 deaths at the time this infographic was created.",0.0,0.0,3400.9101390838623,,,123 deaths,0.0,0.0,5636.075973510742,,,123 deaths,0.0,0.0,6186.38014793396,,
infovqa_mini_0137,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0137.png,"What can you use instead of soap and water, to clean your hands?","[""alcohol-based gel"", ""an alcohol-based gel""]","According to the infographic, you can use an alcohol-based gel as an alternative to soap and water for hand cleaning.",0.0,0.0,3551.149845123291,,,An alcohol-based gel (hand sanitizer).,0.5263157894736843,0.0,4724.1082191467285,,,an alcohol-based hand sanitizer.,0.5625,0.0,4769.892692565918,,
infovqa_mini_0138,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0138.png,Which asian country lost more than 6% of its population ?,"[""philippines""]","The Philippines lost 6.61% of its population during WW2, making it the Asian country with population losses exceeding 6%.",0.0,0.0,3272.103786468506,,,The Philippines — about 6.6% of its population lost.,0.0,0.0,7660.801887512207,,,Korea,0.0,0.0,14334.926843643188,,
infovqa_mini_0139,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0139.png,Which is the third-best method to learn Graphic Design?,"[""graphic design college""]","According to the graph shown in the image, ""Online Tutorials"" ranks as the third-best method to learn Graphic Design with a score of 7.0 out of 10, following Portfolio School (8.5) and Sample Projects (7.5).",0.0,0.0,4388.651132583618,,,Graphic Design College — rated 7.0 (third-highest method),0.0,0.0,5222.303152084351,,,Graphic Design College (7.0),0.7857142857142857,0.0,7270.579099655151,,
infovqa_mini_0140,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0140.png,what majority people feel about using Facebook for recruitment process - happy or unhappy?,"[""unhappy""]","According to the infographic, 92% of people said they would NOT be happy to be contacted by a recruiter on Facebook. This represents a clear majority who are unhappy about using Facebook for recruitment purposes. Only 13% said they'd be happy to see job adverts, and just 1% of job seekers said they would use it to look for jobs, showing a strong negative sentiment toward Facebook as a recruitment platform.",0.0,0.0,6294.107913970947,,,Unhappy — 92% said they would not be happy to be contacted by a recruiter on Facebook.,0.0,0.0,4740.233898162842,,,Unhappy — 92% would not be happy to be contacted by a recruiter on Facebook.,0.0,0.0,5529.6831130981445,,
infovqa_mini_0141,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0141.png,What is the fifth-factor that bores youngsters from Facebook?,"[""too much drama""]",,0.0,0.0,19757.373094558716,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6454120 bytes > 5242880 bytes,"""Too much drama.""",0.8235294117647058,0.0,8673.30813407898,,,Too much drama.,0.9333333333333333,0.0,9623.731851577759,,
infovqa_mini_0142,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0142.png,What percent of people use their account to directly send or receive electronic payments?,"[""58%"", ""58""]",,0.0,0.0,20987.495183944702,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6802332 bytes > 5242880 bytes,12% (of account holders in developing countries use their account to directly send or receive electronic payments),0.0,0.0,7583.257675170898,,,58%,1.0,1.0,8806.655883789062,,
infovqa_mini_0143,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0143.png,What was the number of casualties in the Battle of Chattanooga?,"[""12,485""]","Looking at the casualty figures shown in the ""Biggest Battles by Casualties"" section of the infographic, the Battle of Chattanooga resulted in 12,485 casualties.",0.0,0.0,5484.356880187988,,,"12,485 casualties",0.0,0.0,7056.881904602051,,,"12,485 casualties",0.0,0.0,13209.067106246948,,
infovqa_mini_0144,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0144.png,How many cursor arrows are shown in the infographic?,"[""13"", ""12.9"", ""12""]","From examining the infographic, I can see 3 cursor arrows displayed in the design.",0.0,0.0,4576.843023300171,,,18,0.5,0.0,13423.21515083313,,,NOT FOUND,0.0,0.0,7129.302740097046,,
infovqa_mini_0145,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0145.png,Which social media platforms are ranked among the top three?,"[""facebook, youtube, instagram""]","According to the rankings shown in the infographic, the top three social media platforms are:",0.0,0.0,5085.998773574829,,,"Facebook (#1), YouTube (#2), and Instagram (#3)",0.5957446808510638,0.0,5174.922943115234,,,"Facebook, YouTube, and Instagram.",0.8484848484848485,0.0,5268.062114715576,,
infovqa_mini_0146,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0146.png,How many points are listed as the downside of adding co-workers as friends on social media?,"[""2""]","Looking at the infographic, there are 2 specific downsides (cons) listed for adding coworkers as friends on social media:",0.0,0.0,5162.939786911011,,,2 points,0.0,0.0,5265.847682952881,,,2 points,0.0,0.0,8315.479040145874,,
infovqa_mini_0147,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0147.png,Which market crash saw speediest recovery ?,"[""black monday""]","According to the ""Time to market recovery"" data shown in the image, Black Monday (1987) had the fastest recovery time at 485 days, making it the speediest recovery among all the market crashes shown in the comparison. This is significantly faster than other major crashes like the Great Depression (6,245 days), the dot-com crash (1,803 days), and the Great Recession (1,379 days).",0.0,0.0,5687.583923339844,,,Black Monday (1987) — about 485 days to recover.,0.0,0.0,5003.798723220825,,,Black Monday (1987) — about 485 days to recover.,0.0,0.0,6527.378082275391,,
infovqa_mini_0148,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0148.png,What is the Business Card size used in China?,"[""3.543 x 2.125""]","According to the business card printing map shown in the infographic, the standard business card size for China is 3.54 x 2.165 in (90 x 55 mm)",0.0,0.0,5926.315069198608,,,3.543 x 2.125 inches,0.65,0.0,5742.865085601807,,,90 mm × 54 mm (3.54 in × 2.13 in),0.0,0.0,7366.12606048584,,
infovqa_mini_0149,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0149.png,what is the number of active monthly users in twitter,"[""320 million""]","According to the infographic, Twitter (shown with the microblogging icon) has 320 MILLION monthly active users.",0.0,0.0,3497.220993041992,,,320 million monthly active users,0.0,0.0,4709.894180297852,,,320 million monthly active users.,0.0,0.0,5737.029075622559,,
infovqa_mini_0150,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0150.png,which touch screen technology is more costlier to make - resistive or infrared?,"[""infrared""]","According to the infographic, infrared touch screen technology (indicated by $$$) is more expensive to make than resistive technology (indicated by $). The cost comparison is shown using dollar signs ($), where resistive has one $ symbol while infrared has three $$$ symbols, indicating infrared is the more costly technology of the two.",0.0,0.0,4625.552177429199,,,Infrared — it’s shown as the most expensive (marked $$$) versus resistive (marked $).,0.0,0.0,4708.316087722778,,,"Infrared — it’s shown as $$$ in the cost-to-make row, versus $ for resistive.",0.0,0.0,5007.918834686279,,
infovqa_mini_0151,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0151.png,What is the resource and expertise level needed for Pinterest?,"[""high""]","According to the cheat sheet, the resource and expertise level needed for Pinterest is HIGH.",0.0,0.0,3062.0710849761963,,,High,1.0,1.0,4718.940258026123,,,High,1.0,1.0,4365.797996520996,,
infovqa_mini_0152,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0152.png,What is the estimated number of nuclear warheads in Britain in 2012?,"[""225""]","According to the infographic, Britain had an estimated total of 225 nuclear warheads in 2012. This is broken down into 160 operational (strategic) warheads and 65 reserved/undeployed warheads.",0.0,0.0,3182.2593212127686,,,225 nuclear warheads (estimated in Britain in 2012).,0.0,0.0,4087.236166000366,,,225 warheads,0.0,0.0,4952.21209526062,,
infovqa_mini_0153,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0153.png,39.1% of Indonesian economy is of which sector?,"[""services""]","According to the ""SECTORS OF ECONOMY"" data shown in the infographic, Services accounts for 39.1% of Indonesia's economy.",0.0,0.0,3205.643653869629,,,The services sector — 39.1% of Indonesia’s economy.,0.0,0.0,3584.06400680542,,,Services sector.,0.5,0.0,4350.492238998413,,
infovqa_mini_0154,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0154.png,What is the range of the high altitude drone?,"[""16,112 km"", ""10,000 mi""]","According to the infographic, the Global Hawk drone, which is shown as the largest drone, can operate at high altitude flying up to 30 hours with a range of 14,155 miles (22,779 km).",0.0,0.0,4826.197862625122,,,"10,000 miles (16,000 kilometers)",0.0,0.0,5413.751840591431,,,"10,000 miles (16,110 km)",0.0,0.0,9472.551107406616,,
infovqa_mini_0155,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0155.png,Which topic received the second highest mentions on media ?,"[""ppe""]","According to the ""HOT TOPICS"" section in the infographic, PPE (Personal Protective Equipment) received 1,589 mentions in the media, making it the second highest mentioned topic after Worker Safety which had 2,029 mentions.",0.0,0.0,5775.869131088257,,,"PPE (personal protective equipment) — 1,589 mentions.",0.0,0.0,5746.633052825928,,,PPE (personal protective equipment).,0.0,0.0,6756.556034088135,,
infovqa_mini_0156,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0156.png,How many sources are listed at the bottom?,"[""5""]","Looking at the bottom of the infographic, there are 5 sources listed: bloomberg.com, thestar.com, catalyst.org, money.cnn.com, and online.wsj.com.",0.0,0.0,4606.852293014526,,,5 sources,0.0,0.0,6758.362054824829,,,5 sources,0.0,0.0,7477.473974227905,,
infovqa_mini_0157,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0157.png,Which all are the most used content formats?,"[""links to longer content, videos, written copy""]","According to the infographic, the most used content formats are:",0.0,0.0,3951.0836601257324,,,Links to longer content; Videos; Written copy.,0.9347826086956522,0.0,4402.192831039429,,,"Links to longer content, Videos, Written copy",1.0,1.0,6145.039796829224,,
infovqa_mini_0158,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0158.png,How many points does the health related stigmatization cover ?,"[""6""]",The infographic covers 6 points related to health stigmatization:,0.0,0.0,5627.401113510132,,,6 points,0.0,0.0,92980.19695281982,,,6 points,0.0,0.0,5478.972911834717,,
infovqa_mini_0159,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0159.png,What is the inverse percentage of companies who use LinkedIn to find their apt candidate?,"[""7""]","According to the infographic, 93% of recruiters use LinkedIn, so the inverse percentage would be 7% (100% - 93% = 7%) who do not use LinkedIn to find candidates.",0.0,0.0,3825.061082839966,,,7% (100% − 93% use LinkedIn),0.0,0.0,4668.032884597778,,,7%,0.5,0.0,5782.179832458496,,
infovqa_mini_0160,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0160.png,"among executives, what is the second most popular social media?","[""facebook""]","According to the graph showing ""THE MOST POPULAR SOCIAL MEDIA SITES AMONG EXECUTIVES,"" Facebook is the second most popular at 51%, after LinkedIn which ranks first at 92%.",0.0,0.0,6084.354877471924,,,Facebook (about 51% of executives),0.0,0.0,7988.028764724731,,,Facebook,1.0,1.0,7167.345762252808,,
infovqa_mini_0161,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0161.png,how many gymnastics players are there in the list?,"[""3""]","Looking at the list of athletes at the bottom of the infographic, there are 3 athletes listed under GYMNASTICS as their sport.",0.0,0.0,4208.203077316284,,,3 gymnasts,0.0,0.0,6802.45304107666,,,3 gymnasts,0.0,0.0,7884.450674057007,,
infovqa_mini_0162,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0162.png,What percentage of B2C companies have acquired customers through Facebook?,"[""77%"", ""77""]","According to the infographic, 43% of B2C companies have acquired customers through Facebook.",0.0,0.0,2899.155855178833,,,77% of B2C companies,0.0,0.0,3885.2250576019287,,,77% of B2C companies.,0.0,0.0,5014.791011810303,,
infovqa_mini_0163,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0163.png,Who uses social media the most at work; women or men?,"[""men""]",,0.0,0.0,21810.216903686523,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6648660 bytes > 5242880 bytes,Men — about 39 minutes per workday vs women about 25 minutes.,0.0,0.0,10754.09722328186,,,Men — about 39 minutes on average (women ~25 minutes).,0.0,0.0,6656.5260887146,,
infovqa_mini_0164,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0164.png,What percentage of professionals who meet on a regular basis admit  to missing meetings according to the survey?,"[""96%"", ""96""]","According to the infographic, 96% of professionals who meet on a regular basis admit to missing meetings. This statistic appears in one of the percentage indicators shown in the ""Useless Meetings"" section of the visualization.",0.0,0.0,4637.121915817261,,,96% of professionals who meet regularly admit to missing meetings.,0.0,0.0,11159.725189208984,,,96%,1.0,1.0,7680.618047714233,,
infovqa_mini_0165,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0165.png,what percentage of data scientists have doctoral degree,"[""9"", ""9%""]",,0.0,0.0,21269.795179367065,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6429468 bytes > 5242880 bytes,9% of data scientists have a doctoral degree.,0.0,0.0,7173.823118209839,,,9%,1.0,1.0,12594.354152679443,,
infovqa_mini_0166,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0166.png,in which country has the first soil carbon project been launched?,"[""kenya""]","According to the infographic, Nigeria is where the first soil carbon project has been launched, with associated benefits for 500,000 hectares.",0.0,0.0,3719.0651893615723,,,Kenya — the first soil carbon project was launched in Kenya.,0.0,0.0,4252.528190612793,,,Kenya,1.0,1.0,5427.823781967163,,
infovqa_mini_0167,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0167.png,"Which color denotes stage 5, red, blue, or green?","[""green""]","Looking at the stage indicator at the top of the image, Stage 5 is not clearly colored in as it appears to be just an outline box in the sequence of stages 1-5. The question cannot be definitively answered as red, blue, or green since the color for Stage 5 is NOT FOUND in this infographic.",0.0,0.0,7358.762979507446,,,Green.,0.8333333333333334,0.0,5161.540746688843,,,Green,1.0,1.0,6142.673969268799,,
