sample_id,image_path,ground_truth,language,dataset,prediction_azure_intelligence,inference_time_ms_azure_intelligence,tokens_used_azure_intelligence,error_azure_intelligence,prediction_donut,inference_time_ms_donut,tokens_used_donut,error_donut,prediction_mistral_document_ai,inference_time_ms_mistral_document_ai,tokens_used_mistral_document_ai,error_mistral_document_ai
Hi CAMERAMANI
MY BOSS THINKS
I'M AT THE OFFICE
HUSHI!
C
VIVA TUNISIA",2463.253974914551,,,<s_menu><s_nm> Hi CAMERAMANI</s_nm><s_unitprice> Boss THINKS</s_nm><s_unitprice> OFFice</s_unitprice><s_cnt>了</s_cnt><s_price> AUSHI</s_changeprice></s_total>,618.3559894561768,,,"# ПРОФИЛЬНАЯ

Hi Cameraman!
My Boss Thinks
I'm at the Office
Viva Tunisia

![img-0.jpeg](img-0.jpeg)",977.1811962127686,,
icdar_tr_img_00910,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00910.jpg,"مؤسسة
هادي
فيصل
فيصل
Al
Share
###
للبيع
###
منزلية
جوالات
أجهزة
مكيفات
سيارات
-
-
-
-
###
###
###
###
###
###","Symbols, Arabic, None, Latin",ICDAR_mini,"مؤسسة فيصل هادي
ـع بالتـ
للبيـ
لبيع بالناسية
سيارات - مكيفات - أجهزة منزلية - جوالات -
Al Share",3732.1929931640625,,,<s_menu><s_nm> Share</s_nm></s_total>,538.3260250091553,,,"مؤسسة فيصل هادي

![img-0.jpeg](img-0.jpeg)

سيارات - مكيفات - أجهزة منزلية - جموالات

# Al Share",2143.3258056640625,,
icdar_tr_img_00916,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00916.jpg,"###
###
###
###
###
###
###
الحرس","None, Arabic",ICDAR_mini,الحرس,2544.524908065796,,,<s_menu><s_nm>,446.9029903411865,,,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",1225.121021270752,,
icdar_tr_img_00951,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00951.jpg,"البلدية
MUNICIPALITE
ولاية
الامن
POLICE
DE
WILAYA
الوقاية
المدنية
CIVILE
PROTECTION","Arabic, Latin",ICDAR_mini,"البلدية
MUNICIPALITE
ولاية الامن
WILAYA DE POLICE
الوقاية المدنية
PROTECTION CIVILE",3595.4601764678955,,,<s_menu><s_nm> WLAYADE POLICE</s_nm><s_num> PROTECTION CIVILE</s_total>,557.4047565460205,,,"![img-0.jpeg](img-0.jpeg)

# البلدية
## MUNICIPALITE

![img-1.jpeg](img-1.jpeg)

# ولاية الامن
## WILAYA DE POLICE

![img-2.jpeg](img-2.jpeg)

# الوقاية المدنية
## PROTECTION CIVILE

![img-3.jpeg](img-3.jpeg)",1093.8119888305664,,
icdar_tr_img_00986,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00986.jpg,"الشارقة
SHARJAH","Latin, Arabic",ICDAR_mini,"الشارقة
SHARJAH",3618.7260150909424,,,<s_menu><s_nm> SHARJAH</s_total>,458.8968753814697,,,"# 2019年

# SHARJAH

![img-0.jpeg](img-0.jpeg)",1104.1626930236816,,
icdar_tr_img_01057,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01057.jpg,"G23
MULTIMEDI
MULTIMEDIA
G23
Level
1
Learning
Centre
2
Level
###
ENGINEERING
of
Engineering
Faculty
School
Information
of
and
Technology
###
Information
Communication
Technology
and
School
Engineering
of
Level
3
Level1
School
Humanition
of
###","None, Latin",ICDAR_mini,"G23
MULTIMEDI
ENGINEERING
Faculty of Engineering
and Information Technolo
School of Engineering
MULTIMEDIA
G23
Level 1
Learning Centre
Level 2
School of Information and
Communication Technology
Level 3
School of Humanities
Queensland Conservatorium",2724.613904953003,,,<s_menu><s_nm> Q23/</s_nm><s_price> Q23/</s_price></s_menu>,593.5349464416504,,,"G23 MULTIMEDIA

![img-0.jpeg](img-0.jpeg)",1486.572027206421,,
icdar_tr_img_01110,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01110.jpg,"Hendrick
MOTORSPORTS
MUSEUM
&
TEAM
STORE
4411","Symbols, Latin",ICDAR_mini,"Hendrick
MOTORSPORTS
MUSEUM & TEAM STORE
4411",3686.7918968200684,,,<s_menu><s_nm> MUSIUM & TEAM STORE</s_changeprice></s_total>,543.1003570556641,,,"![img-0.jpeg](img-0.jpeg)

MUSEUM & TEAM STORE

![img-1.jpeg](img-1.jpeg)",2272.9270458221436,,
icdar_tr_img_01117,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01117.jpg,"DELUXE
FLEMINS'S
10
###
10
###","None, Latin",ICDAR_mini,"FLEMING'S DELUXE
10
10",2470.8011150360107,,,<s_menu><s_nm> FLEMING'S DELUXE</s_nm></s_total>,519.4261074066162,,,"# FLEMING'S DELUXE

![img-0.jpeg](img-0.jpeg)",1332.136869430542,,
icdar_tr_img_01175,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01175.jpg,"###
19",Latin,ICDAR_mini,"19
11",2519.862174987793,,,<s_menu><s_nm>,445.2478885650635,,,# 1979,2457.378149032593,,
icdar_tr_img_01178,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01178.jpg,"LEEDS
TO
WELCOME
###
###
###
###
###
right,
We're
you're
wrong,
Yorkshire.
Yorkshire
Yorkshire","None, Latin",ICDAR_mini,"WELCOME TO LEEDS
We're right, you're wrong,
Yorkshire Yorkshire Yorkshire.
THT",2565.567970275879,,,<s_menu><s_nm> WELCOMETO LEEDS</s_nm><s_unitprice> you're wrong</s_nm><s_cnt> 1</s_cnt><s_price> Yorkshire Yorkshire</s_total_price></s_total>,615.192174911499,,,"# WELCOME TO LEEDS

We're right, you're wrong, Yorkshire Yorkshire Yorkshire.

![img-0.jpeg](img-0.jpeg)",1233.3769798278809,,
icdar_tr_img_01299,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01299.jpg,"###
###
إتحاد
BOYS
PRIMARY
SCHOOL
RUMLI
F.G
(F.A)
ISLAMABAD","Arabic, Latin",ICDAR_mini,"F.G BOYS PRIMARY SCHOOL®
RUML
(F.A
ISLAMABAD
C",3329.7688961029053,,,<s_menu><s_nm> FC BOYS PRIMARY SCHOOL</s_changeprice></s_total>,9723301.394939423,,,# F 6 DOYS PRIMARY SCHOOL,2422.3389625549316,,
icdar_tr_img_01308,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01308.jpg,"hp
invent
ED
!
internet
The","Symbols, Latin",ICDAR_mini,"hp
nventED
The
interne",2550.029754638672,,,<s_menu><s_nm> ven t</s_total_price></s_total>,492.18297004699707,,,"# 4p

inventED The Internet",1727.5731563568115,,
icdar_tr_img_01309,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01309.jpg,"BIAFINE
R
TROLAMINE
POUR
EMULSI
CUTANÉE
APPLICA",Latin,ICDAR_mini,"TROLAMINE
BIAFINE®
EMULSI
POUR APPLICA
CUTANEE",3677.1631240844727,,,<s_menu><s_nm> TROLAMINE</s_changeprice></s_total>,534.5909595489502,,,# ![img-0.jpeg](img-0.jpeg),2453.3300399780273,,
icdar_tr_img_01496,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01496.jpg,"ROLLS
###
Rolls-
Royce
ROYCE",Latin,ICDAR_mini,"ROLLS
ROYCE",2462.742805480957,,,<s_menu><s_nm>,429.271936416626,,,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",842.1609401702881,,
icdar_tr_img_01517,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01517.jpg,"SHOPPERS
OPEN
24
DRUGMART
###
###","None, Latin",ICDAR_mini,"SHOPPERS
DRUG MART
OPEN
24",2473.900079727173,,,<s_menu><s_nm> SHOPPERS</s_nm><s_price> DROGMARI,518.571138381958,,,"# SHOPPERS
## DRUG MART

![img-0.jpeg](img-0.jpeg)",1435.359001159668,,
icdar_tr_img_01542,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01542.jpg,"CRABTREE
&
EVELYN","Symbols, Latin",ICDAR_mini,"CRABTREE
& EVELYN",2530.566930770874,,,<s_menu><s_nm>,422.4269390106201,,,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",819.0019130706787,,
icdar_tr_img_01543,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01543.jpg,"Vahn's
CLOTHING
&
TAILORING
FINAL
ClEARANCE","Symbols, Latin",ICDAR_mini,"Vahan's
CLOTHING &
TAILORING
FINAL
CLEARANCE",2476.7470359802246,,,<s_menu><s_nm> CLOTHING &</s_nm><s_num> VAhan's</s_num><s_price> TAILORING</s_total_etc></s_total>,589.5066261291504,,,"# Valiants

## Clothing & Tailoring

![img-0.jpeg](img-0.jpeg)",1240.5030727386475,,
icdar_tr_img_01712,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01712.jpg,"love
we
technology
bouygues
TELECOM",Latin,ICDAR_mini,"we love
technology
bouygues
TELECOM",4288.70701789856,,,<s_menu><s_nm> we love technology</s_nm><s_price> bouygues</s_price></s_menu><s_total><s_total_price>,617.2952651977539,,,"we love technology

![img-0.jpeg](img-0.jpeg)

bouygues TELECOM",2134.354829788208,,
icdar_tr_img_01719,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01719.jpg,"WELCOME
TO
OUR
OOL
IS
THERE
NO
""P""
NOTICE
IN
WAY.
IT
THAT
LETS
KEEP
POOL
-
SSC
STREET
SIGNS","Symbols, Latin",ICDAR_mini,"WELCOME TO OUR
OOL
NOTICE THERE IS NO ""P"" IN
POOL - LETS KEEP IT THAT WAY.
SSC STREET SIGNS ·",4891.211032867432,,,<s_menu><s_nm> WELCOME TO OUR</s_nm><s_num> POOL LETS KEEP THAT WAY.</s_menutype_cnt></s_total>,596.0111618041992,,,"WELCOME TO OUR
OOL!

NOTICE THERE IS NO “P” IN
POOL - LETS KEEP IT THAT WAY.

^{}[] SSC STREET SIGNS",1139.5211219787598,,
icdar_tr_img_01728,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01728.jpg,"Colgate
R
Total
R
WHITENING
ADVANCED",Latin,ICDAR_mini,"Colgate®
Total®
ADVANCED WHITENING",2670.435905456543,,,<s_menu><s_nm> ADVANCED WHITENING</s_nm></s_total>,572.8390216827393,,,"# Colgate® Total

## ADVANCED WHITENING",2397.9408740997314,,
icdar_tr_img_01797,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01797.jpg,"Knight
Foundation
The
projects
[the
fellows]
devel-
oped
are
transforming
of
thousands
Detroiters
lives
right
now.
###
###
CODE
FOR
###
for
Tech
###
AMERICA
CODE
###
73
###
###
20
###
81
###
133","None, Latin",ICDAR_mini,"Knight Foundation
CODE FOR
AMERICA
The projects [the fellows) devel-
oped are transforming thousands
of Detroiters lives right now.
CASE FOR AMERICA PARTNERS MIN LOCAL BRINGINMOINS
TO FOSTER INNOVATIVER AND ONIC ENGAGEMENT
Tech for
Engage
CODE
WINE
. 81 ( Appelprojects",2463.21702003479,,,<s_menu><s_nm> CODE FOR</s_nm><s_price> AMERICA</s_total_etc></s_total>,525.1688957214355,,,"![img-0.jpeg](img-0.jpeg)

# **The projects the fellows developed are transforming thousands of Detroiters I've right now.**

![img-1.jpeg](img-1.jpeg)

![img-2.jpeg](img-2.jpeg)

![img-3.jpeg](img-3.jpeg)

![img-4.jpeg](img-4.jpeg)

![img-5.jpeg](img-5.jpeg)",1769.416093826294,,
icdar_tr_img_01803,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01803.jpg,"DON'T
W
DRIVE
LIKE
A
Country
drivers.
roads
safer
need
MAC
###","None, Latin",ICDAR_mini,"DON'T DRIVE L'KE A
W
Country roads need safer drivers.
MAC",2480.7381629943848,,,<s_menu><s_nm> ORIVELIKEA Country roads need saier drives.</s_total>,595.0138568878174,,,"# DON'T DRIVE LIKE A

![img-0.jpeg](img-0.jpeg)

Country roads need safer drivers.

MAC",1038.3930206298828,,
icdar_tr_img_01870,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_01870.jpg,"OF
MAKER
LEADING
A
L.A.'s
ENGINES
ECONOMIC
CALIFORNIA
CSUN
BODY&PA
UNIVERSITY
STATE
CSUN.EDU/RISE
###
CLEARCHANNEL
###
EUROPEAN
###
###
eCc
###
310.
Beverly","None, Latin",ICDAR_mini,"A LEADING MAKER OF
- L.A.'s -
ECONOMIC ENGINES
CSUN
CALIFORNIA
STATE UNIVERSITY
NORTHRIDGE
CSUN.EDU/RISE
CLEARCHANNEL
Beverly
EUROPEAN
ecc.
310",2539.0851497650146,,,<s_menu><s_nm> LEADING MAKER OF</s_nm><s_unitprice> -.A.'s -主動測試 ENGINES</s_nm><s_num> CSUN.EDU/RISE</s_nm><s_num> —.A.'s -</s_menuqty_cnt></s_total>,727.0920276641846,,,"# A LEADING MAKER OF ECONOMIC ENGINES

## CSUN.EDU/RISE

## CSUN

## CSUN

## EQUIPMENT

## EQUIPMENT

## EQUIPMENT

## EQUIPMENT

## EQUIPMENT

## Beverly

![img-0.jpeg](img-0.jpeg)",1516.3791179656982,,
icdar_tr_img_02018,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02018.jpg,"PEI
ARTISAN
&
Décoration
Peinture
MORAL
ERIC","Symbols, Latin",ICDAR_mini,"ARTISAN PEI
Peinture Décoration &
AL
MOR
RIC",2537.5828742980957,,,<s_menu><s_nm> ARTISAntino</s_nm><s_unitprice> Decoration</s_unitprice><s_cnt> &</s_cnt><s_price>,559.3299865722656,,,"# ARTISAN PEI
Peinture Décoration &amp;

# MONAH ERIC",1291.0230159759521,,
icdar_tr_img_02085,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02085.jpg,"MERLIN
LEROY",Latin,ICDAR_mini,"MERLIN
Y
LER",2480.4420471191406,,,<s_menu><s_nm>,444.86093521118164,,,"![img-0.jpeg](img-0.jpeg)

# 10",1804.5628070831299,,
icdar_tr_img_02128,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02128.jpg,"AVIGNON
clôtures
Pose
de
de
et
portails
###","None, Latin",ICDAR_mini,"AVIGNON
Pose de clôtures
et de portails",2506.3929557800293,,,<s_menu><s_nm> Pose de clotures<sep/> feitas<s_menuqty_cnt> edotule portanto</s_total>,581.3920497894287,,,"# AVIGNON

- Pose de clôtures et de portails
- Aide portaine",1288.6312007904053,,
icdar_tr_img_02164,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02164.jpg,"PRIVÉ
LE",Latin,ICDAR_mini,"P
6
LE",4442.231893539429,,,<s_menu><s_nm>,451.2965679168701,,,# ![img-0.jpeg](img-0.jpeg),2065.408945083618,,
icdar_tr_img_02324,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02324.jpg,"oney
###","Symbols, Latin",ICDAR_mini,oney,2576.348066329956,,,<s_menu><s_nm>,444.55409049987793,,,oney-,1227.046251296997,,
icdar_tr_img_02452,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02452.jpg,"###
réceptions
banquets
-","Symbols, None, Latin",ICDAR_mini,réceptions - banquets,3699.4338035583496,,,<s_menu><s_nm> receptions - banquets</s_total>,507.65514373779297,,,"# 2010

réceptions - banques",1681.5812587738037,,
icdar_tr_img_02478,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02478.jpg,"SAVEURS
D'
ASIE",Latin,ICDAR_mini,SAVEURS D'ASIE,3707.862138748169,,,<s_menu><s_nm> SAVEURS D' ASTE</s_total>,516.0691738128662,,,# 8 SAVEURS D'ASIE,1923.5692024230957,,
icdar_tr_img_02495,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02495.jpg,"vêtements
?
vos","Symbols, Latin",ICDAR_mini,vos vêtements ?,2475.782871246338,,,<s_menu><s_nm> votements?</s_menuqty_cnt></s_total>,793.3220863342285,,,"vos vêtements ?

![img-0.jpeg](img-0.jpeg)",1149.9509811401367,,
icdar_tr_img_02572,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02572.jpg,"RÉSERVÉ
1
Lot
Superficie
350m²
:","Symbols, Latin",ICDAR_mini,"RÉSERVÉ
Lot 1
Superficie : 350m
2",2531.3830375671387,,,<s_menu><s_nm> Lot 1</s_nm><s_price> 350m2</s_price></s_menu><s_total><s_total_price> 350m2</s_total_price></s_total>,575.2789974212646,,,"![img-0.jpeg](img-0.jpeg)

Lot 1
Superficie : 350m²",2253.3438205718994,,
icdar_tr_img_02626,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02626.jpg,"###
###
###
###
###
###
GUIGNARD
CUIRS","Symbols, None, Latin",ICDAR_mini,"GUIOMAR
CUIRS
GUIGNARD",2552.122116088867,,,<s_menu><s_nm> CUIGNARD</s_changeprice></s_total>,504.73618507385254,,,# GUITS GUICHARD,2441.419839859009,,
icdar_tr_img_02899,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02899.jpg,"DARTY
CUISINES
&
SERVICES
MESURE
SUR","Symbols, Latin",ICDAR_mini,"DARTY
CUISINES & SERVICES
SUR MESURE
-",2654.5610427856445,,,<s_menu><s_nm> DAIRY,467.7250385284424,,,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",1764.0728950500488,,
icdar_tr_img_02932,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02932.jpg,"LOUER
A
00
23
15
90
04
Tél
:","Symbols, Latin",ICDAR_mini,"A LOUER
Tél : 04 90 15 23 00",2512.362003326416,,,<s_menu><s_nm> Tal:04 90 15 2800</s_changeprice></s_total>,514.4550800323486,,,"# ALOUER

Tél : 04 90 15 23 00",1297.7337837219238,,
icdar_tr_img_02969,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_02969.jpg,"SI
EL.
PESSAC
33600
###
###
RUE
DES
GLACIÈRES","None, Latin",ICDAR_mini,"EL.
33600 PESSAC
RUE
DES GLACIÈRES",3733.76727104187,,,<s_menu><s_nm> ITERNING</s_nm><s_price> Rp.<sep/><s_nm> ITERNING按鈕,571.774959564209,,,"^{}[] 11 51
^{}[] 3.4600 HESSAC",2027.918815612793,,
icdar_tr_img_03006,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03006.jpg,"做文明行路人
开三让文明车
中国联通
3G通信信息专家
联通3G
畅享极速
11","Mixed, Chinese, Latin",ICDAR_mini,"做文明行路人
开三让文明车
○○中国联通 3G通信信息专家
联通3G
畅享极速",2675.1790046691895,,,<s_menu><s_nm> KKI 3G</s_total>,512.0718479156494,,,"^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课题

^{}[] 课",2036.618947982788,,
icdar_tr_img_03017,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03017.jpg,"东风汽车有限
襄阳市人民政府
英菲尼迪国产化项目签约仪式
湖北襄阳
2012年5月28日",Chinese,ICDAR_mini,"襄阳市人民政府
东风汽车有限
英菲尼迪国产化项目签约仪式
2002年5月28日 港北襄阳",2456.057071685791,,,<s_menu><s_nm> ITEMBARREA</s_nm><s_price> Rp. W.,505.8751106262207,,,"# 东风汽车有限 

## 英菲尼迪国产化项目签约仪式

2012年5月29日 湖北景阳",1137.887954711914,,
icdar_tr_img_03039,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03039.jpg,CF中文信息技术专业委员会重组大会暨学术研讨会,Mixed,ICDAR_mini,CF中文信息技术专业委员会重组大会暨学术研讨会,2677.3922443389893,,,<s_menu><s_nm> GERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHERRYHER,7034.608840942383,,,"# CF中文信息技术专业委员会重组大会暨学术研讨会

![img-0.jpeg](img-0.jpeg)",817.0609474182129,,
icdar_tr_img_03052,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03052.jpg,中国渔政311,Chinese,ICDAR_mini,"中国渔政311
.
*** ** 39",2456.7949771881104,,,<s_menu><s_nm>,435.21785736083984,,,.,658.2531929016113,,
icdar_tr_img_03120,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03120.jpg,"河道水深危险
请注意安全",Chinese,ICDAR_mini,"河道水深危险
请您注意安全",2745.7878589630127,,,<s_menu><s_nm>,497.01976776123047,,,.,3462.9130363464355,,
