sample_id,image_path,ground_truth,language,dataset,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,tokens_used_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,tokens_used_gpt-5-nano,error_gpt-5-nano
icdar_tr_img_03638,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03638.jpg,"东贸装饰材料
###
300m
###","Chinese, Latin",ICDAR_mini,"东贸装饰材料
300m",5996.8719482421875,,,"东贸装饰材料
300m",7474.865198135376,,
icdar_tr_img_03642,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03642.jpg,"公共卫生间
Toilet
Public","Chinese, Latin",ICDAR_mini,"公共卫生间
Public Toilet
→",6488.613843917847,,,"- 公共卫生间
- Public Toilet
- → (arrow indicating right)",9625.747919082642,,
icdar_tr_img_03645,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03645.jpg,"爱HIFI家庭影院网
北京鸟巢体验中心
3
E","Mixed, Chinese, Latin",ICDAR_mini,"爱HIFI家庭影院网
北京鸟巢体验中心
3
E",9311.239957809448,,,"- 爱HIFI家庭影院网
- 北京鸟巢体验中心
- 3
- E",13054.700136184692,,
icdar_tr_img_03655,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03655.jpg,"中国电信
CHINA
TELECOM
装宽带
sc.ct10000.com
打10000
尽享服务
专业帮助
保护通信设施
人人有责","Chinese, Latin",ICDAR_mini,"中国电信
CHINA TELECOM

sc.ct10000.com

装宽带
打10000

专业帮助 尽享服务

保护通信设施 人人有责

10000",8841.469764709473,,,"- 中国电信
- CHINA TELECOM
- sc.ct10000.com
- 装宽带
- 打10000
- 专业帮助 尽享服务
- 保护通讯设施 人人有责",8941.726922988892,,
icdar_tr_img_03656,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03656.jpg,"南海
DUTY
FREE
SHOP","Chinese, Latin",ICDAR_mini,"南海
DUTY FREE SHOP",9410.48288345337,,,南海 DUTY FREE SHOP,9710.47306060791,,
icdar_tr_img_03664,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03664.jpg,"康体中心
高尔夫球场接待站
太阳会所
嘉宾国际酒店
西餐厅、KTV
酒店公寓","Mixed, Chinese",ICDAR_mini,"← 高尔夫球场接待站    康体中心 →
← 嘉宾国际酒店    太阳会所 →
← 西餐厅、KTV    酒店公寓 →",12086.873054504395,,,"- 高尔夫球场接待站
- 康体中心
- 嘉宾国际酒店
- 太阳会所
- 西餐厅, KTV
- 酒店公寓",15977.198123931885,,
icdar_tr_img_03665,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03665.jpg,"Hotel
Days
苏州戴斯酒店","Chinese, Latin",ICDAR_mini,"Days Hotel

苏州戴斯酒店",8427.132844924927,,,"Days Hotel
苏州戴斯酒店",9627.772808074951,,
icdar_tr_img_03676,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03676.jpg,"附近单间卧室出租
南北通透
精装修
全家电
可上网
洗澡
做饭
1100元/月-2500元/月
133
6640
3675","Chinese, Latin",ICDAR_mini,"附近单间卧室出租
精装修 全家电 南北通透
可上网 洗澡 做饭
1100元/月 - 2500元/月
133 6640 3675",11426.779985427856,,,"附近单间卧室出租
精装修 全家电 南北通透
可上网 洗澡 做饭
1100元/月-2500元/月
133 6640 3675",13244.219303131104,,
icdar_tr_img_03693,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03693.jpg,"红色国际秘密交通线暨
国门景区温馨提示
红色展厅
红色秘密交通线
共产国际
红色后代
红色耀中华
精神传后人",Chinese,ICDAR_mini,"Here is a transcription of all the visible text, top-to-bottom. I’ve marked parts I’m not fully certain about with “[?]”.

Top (small text, above the yellow title)
- 红色国际秘密交通线 国门景区温馨提示 [?]

Large yellow title with arrow
- 红色展厅 →

Bulleted list (white text with stars)
- 红色秘密交通线
- 共产国际
- 红色后代

Bottom calligraphic text (two lines)
- 红色耀中华 [?]
- 精神传后人 [?]

If you’d like, I can return this as plain text only (no annotation) or try to produce a cleaned/translated English version.",15109.569072723389,,,,17815.550088882446,,
icdar_tr_img_03701,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03701.jpg,"北京青少年生命教育基地
Beijing
Juvenile
Life
Education
Center","Chinese, Latin",ICDAR_mini,"北京青少年生命教育基地
Beijing Juvenile Life Education Center",7627.097845077515,,,"- 北京青少年生命教育基地
- Beijing Juvenile Life Education Center",8087.181091308594,,
icdar_tr_img_03718,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03718.jpg,"人老车新
离我远点!",Chinese,ICDAR_mini,"人老车新
离我远点!",3989.665985107422,,,,11763.800144195557,,
icdar_tr_img_03721,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03721.jpg,"D区地下一层
您当前所在位置
2F
D区客房
D223—D240
客房
Guest
Room
1F
D区客房
D123—D140
客房
Guest
Room
中餐厅
Restaurant
B区:客房\保龄球馆\乒乓球馆\茶室
Guest
Gym\Table
B
Area:
Room\Bowling
Tennis
Room
Tea
Room
B2
游泳馆\健身房\
###
Level
Bathing
B2:
Hall\Gym
Center\Swimming","Mixed, Chinese, Latin",ICDAR_mini,"— D区地下一层 —
您当前所在位置

2F
↑ D区客房 D223–D240
客房
Guest Room

1F
↑ D区客房 D123–D140
客房
Guest Room

↑
中餐厅
Restaurant

→
B区: 客房\保龄球馆\乒乓球室\茶室
B Area: Guest Room\Bowling Gym\Table Tennis Room\Tea Room

B2
地下二层: 洗浴馆\游泳馆\健身房
Level B2: Bathing Center/Swimming Hall/Gym",13240.823030471802,,,"- D区地下二层
- 2F
- D区客房 D223-D240
- Guest Room
- 1F
- D区客房 D123-D140
- Guest Room
- 中餐厅
- Restaurant
- B区: 客房/保龄球馆/乒乓球室/茶室
- B2
- 地下二层: 洗浴中心/游泳馆/健身房
- Level B2: Bathing Center/Swimming Hall/Gym",15753.233194351196,,
icdar_tr_img_03727,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03727.jpg,"北京路灯
釜阳制造",Chinese,ICDAR_mini,"Here is all the text I can read from the image (with my confidence notes):

- (center symbol) a lightning bolt / electricity symbol

- Top-left rectangular label (uncertain): “北电…” — characters appear to start with 北电 (likely related to electricity/power). [low–medium confidence]

- Bottom-right rectangular label (likely manufacturer name): “鑫阳塑业” (Xīn yáng sù yè) — translated: “Xinyang Plastics / Xinyang Plastic Industry”. [medium confidence]

If you can provide a higher-resolution crop of the two rectangular labels I can attempt a more confident OCR.",16462.181091308594,,,"I can’t reliably read the text in this image. The Chinese characters on the two diagonal rectangles are not legible due to resolution and blur. There are also decorative plus-patterns and a central circular symbol that aren’t text.

If you can provide a higher‑resolution image or crop the areas containing the text (especially the two diagonal rectangles), I can extract the exact wording.",13929.875135421753,,
icdar_tr_img_03735,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03735.jpg,"临桂广美居装饰设计有限公司
coration
CO.,
LTD
Enginering
ju
D
LinGui
Guangmei","Chinese, Latin",ICDAR_mini,"临桂广美居装饰设计有限公司
LinGui Guangmei ju Enginering D coration CO., LTD",8554.490804672241,,,"- Chinese: 临桂广美居装潢设计有限公司
- English: LinGui Guangmei ju Engineering D coration CO., LTD",11759.899854660034,,
icdar_tr_img_03748,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03748.jpg,"冰镇老北京酸奶
冰镇老
京豆汁
冰镇
冰镇
老北京
北京酸奶
###",Chinese,ICDAR_mini,"冰镇老北京酸奶
冰镇老北京豆汁

冰镇　　冰镇
北京酸奶　老北京豆汁",7996.716022491455,,,"Extracted text:
- 冰镇老北京酸奶
- 冰镇老北京豆汁
- 冰镇
- 北京酸奶
- 老北京豆汁",8200.780153274536,,
icdar_tr_img_03763,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03763.jpg,"引领
WiFi一键认证
10000
客户服务热线
www.ct10000.com
Customer
Hotline","Mixed, Chinese, Latin",ICDAR_mini,"引领
WiFi一键认证
www.ct10000.com
客户服务热线
Customer Hotline
10000",8680.886030197144,,,"引领
WiFi-一键认证
www.ct10000.com
客户服务热线
Customer Hotline
10000",10944.056034088135,,
icdar_tr_img_03767,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03767.jpg,"华远地产
责任地产
品质建筑
HUAYUAN
RESPONSIBLE
REAL
ESTATE
PREMIUM
ARCHITECTURE","Chinese, Latin",ICDAR_mini,"华远地产
HUAYUAN |
责任地产    品质建筑
RESPONSIBLE REAL ESTATE    PREMIUM ARCHITECTURE",7059.026002883911,,,"- HUAYUAN
- 华远地产
- RESPONSIBLE REAL ESTATE
- PREMIUM ARCHITECTURE",12189.136266708374,,
icdar_tr_img_03799,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03799.jpg,"滑雪场围栏内侧立着警示标志。
around
fence.
stand
the
marks
Warning
snow
日落时,Adamants客栈前的景色。
Sunset
view
before
Adamant
Lodge.
116
CAAC
INFLIGHT
MAGAZINE","Mixed, Chinese, Latin",ICDAR_mini,"滑雪场围栏内侧立着警示标志。
Warning marks stand around the snow fence.

日落时，Adamants 客栈前的景色。
Sunset veiw before Adamant Lodge.

116  CAAC INFLIGHT MAGAZINE",12625.77199935913,,,"- [Unclear Chinese text at the very top]
- Warning marks stand around the snow fence.
- 日落时, Adamants 客栈前的景色。
- Sunset veiw before Adamant Lodge.
- 116 CAAC INFLIGHT MAGAZINE",14955.322980880737,,
icdar_tr_img_03849,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03849.jpg,"卫生间
Toilet
20:00
6:00
——","Symbols, Chinese, Latin",ICDAR_mini,"卫生间
Toilet
6:00 - 20:00",8078.941822052002,,,"- 卫生间
- Toilet
- 6:00 — 20:00",8484.703063964844,,
icdar_tr_img_03858,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03858.jpg,"designers
From
clients.
all
to
醜
要便宜
要快
不可能
要等
要钱
要好","Chinese, Latin",ICDAR_mini,"From designers
to all clients.

要快
要便宜
要钱
要好
不可能",13623.346328735352,,,,15052.449941635132,,
icdar_tr_img_03863,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03863.jpg,授予和晋升武警少将警衔仪式,Chinese,ICDAR_mini,授予和晋升武警少将警衔仪式,4804.411172866821,,,"Extracted text:
- 授予和晋升武警少将警衔仪式",5893.955945968628,,
icdar_tr_img_03874,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03874.jpg,"35
WESTIN
The
NANJING
南京威斯汀大酒店","Chinese, Latin",ICDAR_mini,"THE WESTIN
NANJING
南京威斯汀大酒店",9744.340896606445,,,"THE WESTIN
NANJING
南京威斯汀大酒店",10656.179904937744,,
icdar_tr_img_03877,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03877.jpg,"国内到达
Arrivals
Domestic","Chinese, Latin",ICDAR_mini,"国内到达
Domestic Arrivals",3108.565092086792,,,"国内到达
Domestic Arrivals",4449.49197769165,,
icdar_tr_img_03896,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03896.jpg,"###
###
入口
出口
P
2m
5
ENTER
EXIT","None, Chinese, Latin",ICDAR_mini,"出口
EXIT
2m
P
5
入口
ENTER",8438.241004943848,,,"- 出口
- EXIT
- 2m
- P
- 5
- 入口
- ENTER",11461.65418624878,,
icdar_tr_img_03917,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03917.jpg,"危险
危险
禁止接近
作业半径内
禁止接近
作业半径内
DOOSAN","Chinese, Latin",ICDAR_mini,"Extracted text (exactly as visible):

- DOOSAN

On the two red triangular warning stickers (left and right rear panels):
- 危险
- (small blue/white line(s) of Chinese text below the triangle — too small/blurred to read)",13079.673290252686,,,"- DOOSAN

Other text on the image consists of small safety labels in Chinese (e.g., “危险” meaning “Danger”) whose exact wording is not legible in the image.",13533.003091812134,,
icdar_tr_img_03918,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03918.jpg,"潍坊高新区项目集中开工仪式
富士达涡轮增
华盾矿用救生艇项目
银轮热交换系统项目
雅士净化空调项目
中艺华海总
胜达新材料项目
东航精密机械项目
赛马力燃气发电机项目
二0一一年一月
奠基",Chinese,ICDAR_mini,"潍坊高新区项目集中开工仪式
雅士净化空调项目
赛马力燃气发电机项目
银轮热交换系统项目
东航精密机械项目
华盾矿用救生舱项目
胜达新材料项目
富士达涡轮增压项目
中艺华海总装项目
二〇一一年一月
奠基",13497.016906738281,,,,12452.012062072754,,
icdar_tr_img_03922,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03922.jpg,"梦溪宾馆
HOTEL
MENGXI","Chinese, Latin",ICDAR_mini,"梦溪宾馆
MENGXI HOTEL

No other legible text found in the image.",10026.998043060303,,,"- 梦溪宾馆
- MENGXI HOTEL",9486.66000366211,,
icdar_tr_img_03939,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03939.jpg,"西家大塘
46—3","Chinese, Latin",ICDAR_mini,"西家大塘
46-3",9099.506139755249,,,西家大楼 46-3,14015.031814575195,,
icdar_tr_img_03953,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03953.jpg,"推荐引擎的规模化效应
Engineering
RecSys
成本:推荐系统工程成本摊低
算法:问题的维度变化,从“艺术”转向“科学”
算法
成本
数据:不同应用共享数据,克服数据稀疏问题
效果:推荐产品功能横向打通,多领域满足用户需求
效果
数据
Bai
百度
du","Chinese, Latin",ICDAR_mini,"推荐引擎的规模化效应
RecSys Engineering

成 本    算 法
数 据    效 果

• 成本：推荐系统工程成本难低
• 算法：问题的维度变化，从“艺术”转向“科学”
• 数据：不同应用共享数据，克服数据稀疏问题
• 效果：推荐产品功能横向打通，多领域满足用户需求

Bai du 百度",9011.775016784668,,,,13179.903984069824,,
icdar_tr_img_03958,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03958.jpg,"乌龙峡谷
Wulong
Canyon
入口","Chinese, Latin",ICDAR_mini,"乌龙峡谷
Wulong Canyon
入口",10101.984024047852,,,"- 乌龙峡谷
- Wulong Canyon
- 入口",10563.12108039856,,
icdar_tr_img_03981,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03981.jpg,"女儿开心
快乐每一天!",Chinese,ICDAR_mini,"安心开心
快乐每一天！
:)",10536.498069763184,,,,12079.447031021118,,
icdar_tr_img_03989,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03989.jpg,请勿戏水,Chinese,ICDAR_mini,"请勿戏水

(Note: there is a small, partially illegible logo/text beneath the sign that is not readable in the image.)",9824.518918991089,,,请勿戏水,10061.416149139404,,
icdar_tr_img_04073,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04073.jpg,"Fahrzeuge
abgestellte
Widerrechtlich
abgeschleppt
kostenpflichtig
Werden",Latin,ICDAR_mini,"Widerrechtlich abgestellte Fahrzeuge
werden kostenpflichtig abgeschleppt",8502.088785171509,,,"Widerrechtlich abgestellte Fahrzeuge
werden kostenpflichtig abgeschleppt",10789.813041687012,,
icdar_tr_img_04118,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04118.jpg,"Adler-Apotheke
P
92
Apotheke",Latin,ICDAR_mini,"P Adler-Apotheke
92
Apotheke",9065.668106079102,,,"P
Adler-Apotheke
92
Apotheke",9747.21097946167,,
icdar_tr_img_04155,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04155.jpg,"P
2
Std.
P
7
19
h
-
Bewohner
###
###
###
###
frei","Symbols, None, Latin",ICDAR_mini,"P ←→

2 Std.

7-19 h

Bewohner
mit Parkausweis Nr. 2/2b
frei",11238.49081993103,,,"- 2 Std.
- 7-19 h
- Bewohner mit Parkausweis Nr 275 frei",12553.23076248169,,
icdar_tr_img_04262,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04262.jpg,"Feac
###
Feac","None, Latin",ICDAR_mini,"Flac

(Also appears again on the small sign in the lower-left: ""Flac"". No other legible text.)",13072.750091552734,,,,15973.250150680542,,
icdar_tr_img_04276,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04276.jpg,"Siegen
46
57072
kampenstr.
Laden
Welt
Eine
-
-
St.
Michael
weltläden
Stück
Ein
Welt
Morgen
von
Öffnungszeiten:
Mo.
Uhr
16:00
18:00
Fr.
-
-
So.
11:30
12:00
Uhr
-","Symbols, Latin",ICDAR_mini,"Kampenstr. 46 · 57072 Siegen

Eine-Welt-Laden
St. Michael

Weltläden
Ein Stück Welt von Morgen

Öffnungszeiten:
Mo. - Fr. 16.00 - 18.00 Uhr
So. 11.30 - 12.00 Uhr",9149.905920028687,,,"Kampenstr. 46 • 57072 Siegen
Eine-Welt-Laden
St. Michael
Weltläden
Ein Stück Welt von Morgen
Öffnungszeiten:
Mo. - Fr. 16.00 - 18.00 Uhr
So. 11.30 - 12.00 Uhr",12497.527122497559,,
icdar_tr_img_04418,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04418.jpg,"Dllanzen
Blumen
&","Symbols, Latin",ICDAR_mini,Blumen & Pflanzen,8074.487209320068,,,Blumen & Pflanzen,17086.644887924194,,
icdar_tr_img_04520,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04520.jpg,VITALIA,Latin,ICDAR_mini,VITALIA,8460.453033447266,,,VITALIA,9012.02368736267,,
icdar_tr_img_04546,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04546.jpg,"69
2
€
l
AB
69
2
###
€
l
###
AVCADO
wiedec
DA!
IST","Symbols, None, Latin",ICDAR_mini,"Here are the text elements I can read clearly from the image:

- AVOCADO
- IST wieder DA!
- AB 2,69
- 2,69 € (price in the top-right)

There is also a partially visible word on the right that reads ""sandwich"" and some very small fine-print text along the bottom/rim that is too small/blurred to transcribe reliably.",12560.667276382446,,,"Here is the text I can extract from the image:

- AVOCADO
- IST wieder DA!
- AB 69
- 2,69 €

Possible additional small/partial text (not fully legible due to reflections/overlay):
- sandwich

If you want, I can run a more aggressive OCR pass or try to crop/rotate to improve legibility of the tiny text.",14337.460041046143,,
icdar_tr_img_04614,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04614.jpg,"Welterstraße
h
9
7
-
19
h
15
-
P
Rathaus
/
Markt
82
freie
Plätze
P
Unterstadt
VPC
999
freie
Plätze
P
Altstadt
169
freie
Plätze
SSMANN
Mein
Drogeriemarkt","Symbols, Latin",ICDAR_mini,"Welterstraße

7-9 h
15-19 h

P Rathaus/Markt
82 freie Plätze

P Unterstadt
999 freie Plätze

P Altstadt
169 freie Plätze

ROSSMANN
Drogeriemarkt

VPC",13286.275148391724,,,,14743.466854095459,,
icdar_tr_img_04645,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04645.jpg,"MAREDO
###
###
s
wk
h
n
a
Konch
gegnilll
1.2
u
!
sch
r
net
###","Symbols, None, Latin",ICDAR_mini,"MAREDO

Note: There is other small, partially visible text on the umbrellas and on the door/window below the sign, but it is not legible enough in the image to transcribe reliably.",10683.354139328003,,,MAREDO,9606.727838516235,,
icdar_tr_img_04690,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04690.jpg,"Achtung
Ausfahrt
!","Symbols, Latin",ICDAR_mini,"Achtung
Ausfahrt!",6907.110691070557,,,"Achtung
Ausfahrt!",7693.333625793457,,
icdar_tr_img_04746,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04746.jpg,"REWE
1.29
Suppengrün
Etikett
Deklaration
lt.
500-Gramm-Packung
1kg=2.58
€
04.11.16
8/
1264129","Symbols, Latin",ICDAR_mini,"REWE

Suppengrün

Deklaration lt. Etikett

1.29

500-Gramm-Packung

1 kg = 2.58€

1264129 B / 04.11.16",11101.05013847351,,,"- REWE
- Suppengrün
- Deklaration lt. Etikett
- 12641298 / 04.11.16
- 500-Gramm-Packung
- 1 kg = 2.58€
- 1,29",13800.851821899414,,
icdar_tr_img_04826,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04826.jpg,"Königlicher
Schutß
-
für
die
Adenteuer
leben.
im
Weil
ihm
der
Schutz
König
der
Max
Menschen
l.
vor
mehr
am
Heryen
als
200
www.versicherungskammer
Jahren
lag,
gründete
eine
Versicherung.
bazern.de
-","Symbols, Latin",ICDAR_mini,"Königlicher Schutz -

für die Abenteuer im Leben.

Weil ihm der Schutz der Menschen am Herzen lag, gründete König Max I. vor mehr als 200 Jahren eine Versicherung.

www.versicherungskammer-bayern.de",7905.537843704224,,,"Königlicher Schutz – für die Abenteuer im Leben.
Weil ihm der Schutz der Menschen am Herzen lag, gründete König Max I. vor mehr als 200 Jahren eine Versicherung.
www.versicherungskammer-bayern.de",10403.088808059692,,
icdar_tr_img_04861,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04861.jpg,"7
###
8
###
9
10
2
男
WC
女
Herreri
Damcn
Herren
Da","None, Japanese, Latin",ICDAR_mini,"Here is the text I can read from the image (high-confidence items first; a few uncertain/partial items noted):

High-confidence
- 7
- 8
- 9
- 10
- 2
- € 7,-  (appears next to the ""2"" card)
- WC
- Damen
- Herren
- Damen (on the lower floor/step area)
- Herren (on the lower floor/step area)

Lower-confidence / partial
- DEUTSCH... (text on the black T‑shirt — partly obscured, appears to start with ""DEUTSCH"" or ""DEUTSCHE"")
- several small product/poster texts in the shop window that are not legible at this resolution

If you want, I can crop and zoom into any specific area (T‑shirt, postcards, shop window) to try to read more of the faint/obscured text.",9157.039880752563,,,,14511.699199676514,,
icdar_tr_img_04911,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04911.jpg,"P
###
###
###
###
###
Untersberg
Str
-
###
###
###","Symbols, None, Latin",ICDAR_mini,"- Untersberg-Str.
- P

Other visible text is too small or unclear to read reliably (small plaque beneath the street sign, the small framed sign next to it, and the smaller print under the parking ""P"" sign and on the door).",9392.97890663147,,,"- Untersberg-Str.
- P (parking sign)",11578.342199325562,,
icdar_tr_img_04915,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04915.jpg,"PKW
für
Nur
2,5t
SCHLÜSSELDIENST
STD
24
960
0170-70
5C",Latin,ICDAR_mini,"Nur für PKW
2,5 t

(small label on panel:)
SCHLÜSSELDIENST
24h
0170-70 56 963

(Note: the tiny label/phone number is partially small in the image and the spacing/formatting of the number is read as shown.)",11248.041868209839,,,,15786.62395477295,,
icdar_tr_img_04917,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04917.jpg,"BERLIN
BRILLEN",Latin,ICDAR_mini,BERLIN BRILLEN,7505.2549839019775,,,BERLIN BRILLEN,8346.788167953491,,
icdar_tr_img_04927,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04927.jpg,"Ausfahrt
u.Nacht
Tag
freihalten",Latin,ICDAR_mini,"Ausfahrt
Tag u.Nacht
freihalten",9964.173078536987,,,"Ausfahrt
Tag u.Nacht
freihalten",10912.194728851318,,
icdar_tr_img_05000,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_05000.jpg,"Sanitätshaus
Kast
30
B
###
###
###
###
###
###","None, Latin",ICDAR_mini,"Here are the legible text items I can read from the image:

- Sanitätshaus
- Kastl
- 30 (inside the speed-limit sign)

There are a few small signs and stickers in the scene that are not readable at this resolution. If you can provide a higher-resolution crop of those areas (for example the small vertical sign near the 30 sign or the plate near the ground), I can try to extract the rest.",9543.180227279663,,,"- Sanitätshaus
- Kastl
- 30",13618.968963623047,,
icdar_tr_img_05003,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05003.jpg,"엔티산업
주식회사
환영합니다
엔티산업(주)
는
여러분의
미래에
꿈과
희망.
동반자
든든한
인생의
그리고
가
약속드립니다.
될
것을
엔티산업
주식회사
###
###","None, Korean",ICDAR_mini,"다음은 이미지에서 판독 가능한 텍스트입니다.

확실하게 읽히는 텍스트:
- 엔티산업주식회사

부분적으로만 판독 가능(흐리거나 작아 일부는 추정):
- 환영합니다
- 엔티산업(주)는 안전을 최우선으로 ... (이하 문장들: 사진이 흐려 정확한 문구 판독 불가 — 예: ""안전"", ""고객"", ""근로자"", ""준수"" 등 단어가 보임)

참고: 사진 속 작은 안내문은 해상도가 낮아 문장 전체를 정확히 읽기 어렵습니다. 원본 고해상도 이미지를 주시면 더 정확히 전부 추출해 드리겠습니다.",13092.199087142944,,,"The only clearly legible text in the image is:

- 엔터산업주식회사

There is a small notice inside the doorway, but its text is too small/blurred to read accurately from this image. If you can provide a higher-resolution crop of the notice (or a closer shot), I can extract the exact text from it.",10082.159757614136,,
icdar_tr_img_05004,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05004.jpg,"음료
샐러드
+
피자
파스타
Or
02:30
11:00~PM
AM","Latin, Symbols, Korean",ICDAR_mini,"샐러드 + 음료
파스타 or 피자
AM 11:00 ~ PM 02:30",8587.903022766113,,,"샐러드+음료
파스타 or 피자
AM 11:00 ~ PM 02:30",10216.567039489746,,
