sample_id,image_path,dataset,language,ground_truth,gpt-5-mini_prediction,gpt-5-mini_prompt,gpt-5-mini_inference_time_ms,gpt-5-mini_tokens_used,gpt-5-mini_error,gpt-5-mini_timestamp,gpt-5-nano_prediction,gpt-5-nano_prompt,gpt-5-nano_inference_time_ms,gpt-5-nano_tokens_used,gpt-5-nano_error,gpt-5-nano_timestamp
icdar_tr_img_03735,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03735.jpg,ICDAR_mini,"Chinese, Latin","临桂广美居装饰设计有限公司
coration
CO.,
LTD
Enginering
ju
D
LinGui
Guangmei","临桂广美居装饰设计有限公司
LinGui Guangmei ju Enginering D coration CO., LTD",Extract all text from this document image,8554.490804672241,,,2025-12-23T21:43:07.138836,"- Chinese: 临桂广美居装潢设计有限公司
- English: LinGui Guangmei ju Engineering D coration CO., LTD",Extract all text from this document image,11759.899854660034,,,2025-12-23T22:25:47.006507
icdar_tr_img_03748,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03748.jpg,ICDAR_mini,Chinese,"冰镇老北京酸奶
冰镇老
京豆汁
冰镇
冰镇
老北京
北京酸奶
###","冰镇老北京酸奶
冰镇老北京豆汁

冰镇　　冰镇
北京酸奶　老北京豆汁",Extract all text from this document image,7996.716022491455,,,2025-12-23T21:39:30.195618,"Extracted text:
- 冰镇老北京酸奶
- 冰镇老北京豆汁
- 冰镇
- 北京酸奶
- 老北京豆汁",Extract all text from this document image,8200.780153274536,,,2025-12-23T22:21:23.553889
icdar_tr_img_03763,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03763.jpg,ICDAR_mini,"Mixed, Chinese, Latin","引领
WiFi一键认证
10000
客户服务热线
www.ct10000.com
Customer
Hotline","引领
WiFi一键认证
www.ct10000.com
客户服务热线
Customer Hotline
10000",Extract all text from this document image,8680.886030197144,,,2025-12-23T22:21:07.660589,"引领
WiFi-一键认证
www.ct10000.com
客户服务热线
Customer Hotline
10000",Extract all text from this document image,10944.056034088135,,,2025-12-23T23:09:10.262689
icdar_tr_img_03763,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03763.jpg,ICDAR_mini,"Mixed, Chinese, Latin","引领
WiFi一键认证
10000
客户服务热线
www.ct10000.com
Customer
Hotline","引领
WiFi一键认证
www.ct10000.com
客户服务热线
Customer Hotline
10000",Extract all text from this document image,9856.075048446655,,,2025-12-23T21:38:32.084923,"- 引领
- WiFi-一键认证
- www.ct10000.com
- 客户服务热线
- Customer Hotline
- 10000",Extract all text from this document image,13004.458904266357,,,2025-12-23T22:20:19.436839
icdar_tr_img_03767,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03767.jpg,ICDAR_mini,"Chinese, Latin","华远地产
责任地产
品质建筑
HUAYUAN
RESPONSIBLE
REAL
ESTATE
PREMIUM
ARCHITECTURE","华远地产
HUAYUAN |
责任地产    品质建筑
RESPONSIBLE REAL ESTATE    PREMIUM ARCHITECTURE",Extract all text from this document image,7059.026002883911,,,2025-12-23T21:38:47.571595,"- HUAYUAN
- 华远地产
- RESPONSIBLE REAL ESTATE
- PREMIUM ARCHITECTURE",Extract all text from this document image,12189.136266708374,,,2025-12-23T22:20:41.254703
icdar_tr_img_03799,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03799.jpg,ICDAR_mini,"Mixed, Chinese, Latin","滑雪场围栏内侧立着警示标志。
around
fence.
stand
the
marks
Warning
snow
日落时,Adamants客栈前的景色。
Sunset
view
before
Adamant
Lodge.
116
CAAC
INFLIGHT
MAGAZINE","滑雪场围栏内侧立着警示标志。
Warning marks stand around the snow fence.

日落时，Adamants 客栈前的景色。
Sunset veiw before Adamant Lodge.

116  CAAC INFLIGHT MAGAZINE",Extract all text from this document image,12625.77199935913,,,2025-12-23T22:22:12.802093,"- [Unclear Chinese text at the very top]
- Warning marks stand around the snow fence.
- 日落时, Adamants 客栈前的景色。
- Sunset veiw before Adamant Lodge.
- 116 CAAC INFLIGHT MAGAZINE",Extract all text from this document image,14955.322980880737,,,2025-12-23T23:10:27.287079
icdar_tr_img_03849,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03849.jpg,ICDAR_mini,"Symbols, Chinese, Latin","卫生间
Toilet
20:00
6:00
——","卫生间
Toilet
6:00 - 20:00",Extract all text from this document image,8078.941822052002,,,2025-12-23T22:41:16.611696,"- 卫生间
- Toilet
- 6:00 — 20:00",Extract all text from this document image,8484.703063964844,,,2025-12-23T23:31:44.742049
icdar_tr_img_03858,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03858.jpg,ICDAR_mini,"Chinese, Latin","designers
From
clients.
all
to
醜
要便宜
要快
不可能
要等
要钱
要好","From designers
to all clients.

要快
要便宜
要钱
要好
不可能",Extract all text from this document image,13623.346328735352,,,2025-12-23T21:41:34.823147,,Extract all text from this document image,15052.449941635132,,,2025-12-23T22:24:04.394807
icdar_tr_img_03863,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03863.jpg,ICDAR_mini,Chinese,授予和晋升武警少将警衔仪式,授予和晋升武警少将警衔仪式,Extract all text from this document image,4804.411172866821,,,2025-12-23T21:37:51.480172,"Extracted text:
- 授予和晋升武警少将警衔仪式",Extract all text from this document image,5893.955945968628,,,2025-12-23T22:19:36.427770
icdar_tr_img_03874,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03874.jpg,ICDAR_mini,"Chinese, Latin","35
WESTIN
The
NANJING
南京威斯汀大酒店","THE WESTIN
NANJING
南京威斯汀大酒店",Extract all text from this document image,9744.340896606445,,,2025-12-23T21:45:15.236634,"THE WESTIN
NANJING
南京威斯汀大酒店",Extract all text from this document image,10656.179904937744,,,2025-12-23T22:28:15.605172
icdar_tr_img_03877,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03877.jpg,ICDAR_mini,"Chinese, Latin","国内到达
Arrivals
Domestic","国内到达
Domestic Arrivals",Extract all text from this document image,3108.565092086792,,,2025-12-23T21:44:52.078888,"国内到达
Domestic Arrivals",Extract all text from this document image,4449.49197769165,,,2025-12-23T22:27:49.184279
icdar_tr_img_03896,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03896.jpg,ICDAR_mini,"None, Chinese, Latin","###
###
入口
出口
P
2m
5
ENTER
EXIT","出口
EXIT
2m
P
5
入口
ENTER",Extract all text from this document image,8438.241004943848,,,2025-12-23T22:34:59.723012,"- 出口
- EXIT
- 2m
- P
- 5
- 入口
- ENTER",Extract all text from this document image,11461.65418624878,,,2025-12-23T23:24:36.776852
icdar_tr_img_03917,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03917.jpg,ICDAR_mini,"Chinese, Latin","危险
危险
禁止接近
作业半径内
禁止接近
作业半径内
DOOSAN","Extracted text (exactly as visible):

- DOOSAN

On the two red triangular warning stickers (left and right rear panels):
- 危险
- (small blue/white line(s) of Chinese text below the triangle — too small/blurred to read)",Extract all text from this document image,13079.673290252686,,,2025-12-23T22:16:12.519610,"- DOOSAN

Other text on the image consists of small safety labels in Chinese (e.g., “危险” meaning “Danger”) whose exact wording is not legible in the image.",Extract all text from this document image,13533.003091812134,,,2025-12-23T23:03:37.794262
icdar_tr_img_03918,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03918.jpg,ICDAR_mini,Chinese,"潍坊高新区项目集中开工仪式
富士达涡轮增
华盾矿用救生艇项目
银轮热交换系统项目
雅士净化空调项目
中艺华海总
胜达新材料项目
东航精密机械项目
赛马力燃气发电机项目
二0一一年一月
奠基","潍坊高新区项目集中开工仪式
雅士净化空调项目
赛马力燃气发电机项目
银轮热交换系统项目
东航精密机械项目
华盾矿用救生舱项目
胜达新材料项目
富士达涡轮增压项目
中艺华海总装项目
二〇一一年一月
奠基",Extract all text from this document image,13497.016906738281,,,2025-12-23T21:43:39.441124,,Extract all text from this document image,12452.012062072754,,,2025-12-23T22:26:17.744926
icdar_tr_img_03922,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03922.jpg,ICDAR_mini,"Chinese, Latin","梦溪宾馆
HOTEL
MENGXI","梦溪宾馆
MENGXI HOTEL

No other legible text found in the image.",Extract all text from this document image,10026.998043060303,,,2025-12-23T21:40:38.740950,"- 梦溪宾馆
- MENGXI HOTEL",Extract all text from this document image,9486.66000366211,,,2025-12-23T22:22:54.639135
icdar_tr_img_03939,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03939.jpg,ICDAR_mini,"Chinese, Latin","西家大塘
46—3","西家大塘
46-3",Extract all text from this document image,9099.506139755249,,,2025-12-23T21:41:02.950653,西家大楼 46-3,Extract all text from this document image,14015.031814575195,,,2025-12-23T22:23:26.470685
icdar_tr_img_03953,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03953.jpg,ICDAR_mini,"Chinese, Latin","推荐引擎的规模化效应
Engineering
RecSys
成本:推荐系统工程成本摊低
算法:问题的维度变化,从“艺术”转向“科学”
算法
成本
数据:不同应用共享数据,克服数据稀疏问题
效果:推荐产品功能横向打通,多领域满足用户需求
效果
数据
Bai
百度
du","推荐引擎的规模化效应
RecSys Engineering

成 本    算 法
数 据    效 果

• 成本：推荐系统工程成本难低
• 算法：问题的维度变化，从“艺术”转向“科学”
• 数据：不同应用共享数据，克服数据稀疏问题
• 效果：推荐产品功能横向打通，多领域满足用户需求

Bai du 百度",Extract all text from this document image,9011.775016784668,,,2025-12-23T22:18:02.730945,,Extract all text from this document image,13179.903984069824,,,2025-12-23T23:05:46.604090
icdar_tr_img_03958,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03958.jpg,ICDAR_mini,"Chinese, Latin","乌龙峡谷
Wulong
Canyon
入口","乌龙峡谷
Wulong Canyon
入口",Extract all text from this document image,10101.984024047852,,,2025-12-23T21:44:28.799493,"- 乌龙峡谷
- Wulong Canyon
- 入口",Extract all text from this document image,10563.12108039856,,,2025-12-23T22:27:16.928630
icdar_tr_img_03981,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03981.jpg,ICDAR_mini,Chinese,"女儿开心
快乐每一天!","安心开心
快乐每一天！
:)",Extract all text from this document image,10536.498069763184,,,2025-12-23T21:39:22.198436,,Extract all text from this document image,12079.447031021118,,,2025-12-23T22:21:15.352674
icdar_tr_img_03989,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03989.jpg,ICDAR_mini,Chinese,请勿戏水,"请勿戏水

(Note: there is a small, partially illegible logo/text beneath the sign that is not readable in the image.)",Extract all text from this document image,9824.518918991089,,,2025-12-23T21:39:45.249537,请勿戏水,Extract all text from this document image,10061.416149139404,,,2025-12-23T22:21:39.457052
icdar_tr_img_04073,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04073.jpg,ICDAR_mini,Latin,"Fahrzeuge
abgestellte
Widerrechtlich
abgeschleppt
kostenpflichtig
Werden","Widerrechtlich abgestellte Fahrzeuge
werden kostenpflichtig abgeschleppt",Extract all text from this document image,8502.088785171509,,,2025-12-23T22:11:47.091843,"Widerrechtlich abgestellte Fahrzeuge
werden kostenpflichtig abgeschleppt",Extract all text from this document image,10789.813041687012,,,2025-12-23T22:58:20.029747
icdar_tr_img_04118,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04118.jpg,ICDAR_mini,Latin,"Adler-Apotheke
P
92
Apotheke","P Adler-Apotheke
92
Apotheke",Extract all text from this document image,9065.668106079102,,,2025-12-23T22:12:31.973343,"P
Adler-Apotheke
92
Apotheke",Extract all text from this document image,9747.21097946167,,,2025-12-23T22:59:04.362736
icdar_tr_img_04155,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04155.jpg,ICDAR_mini,"Symbols, None, Latin","P
2
Std.
P
7
19
h
-
Bewohner
###
###
###
###
frei","P ←→

2 Std.

7-19 h

Bewohner
mit Parkausweis Nr. 2/2b
frei",Extract all text from this document image,11238.49081993103,,,2025-12-23T22:47:46.285674,"- 2 Std.
- 7-19 h
- Bewohner mit Parkausweis Nr 275 frei",Extract all text from this document image,12553.23076248169,,,2025-12-23T23:39:19.061206
icdar_tr_img_04262,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04262.jpg,ICDAR_mini,"None, Latin","Feac
###
Feac","Flac

(Also appears again on the small sign in the lower-left: ""Flac"". No other legible text.)",Extract all text from this document image,13072.750091552734,,,2025-12-23T22:33:45.854847,,Extract all text from this document image,15973.250150680542,,,2025-12-23T23:23:09.864521
icdar_tr_img_04276,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04276.jpg,ICDAR_mini,"Symbols, Latin","Siegen
46
57072
kampenstr.
Laden
Welt
Eine
-
-
St.
Michael
weltläden
Stück
Ein
Welt
Morgen
von
Öffnungszeiten:
Mo.
Uhr
16:00
18:00
Fr.
-
-
So.
11:30
12:00
Uhr
-","Kampenstr. 46 · 57072 Siegen

Eine-Welt-Laden
St. Michael

Weltläden
Ein Stück Welt von Morgen

Öffnungszeiten:
Mo. - Fr. 16.00 - 18.00 Uhr
So. 11.30 - 12.00 Uhr",Extract all text from this document image,9149.905920028687,,,2025-12-23T22:47:35.046778,"Kampenstr. 46 • 57072 Siegen
Eine-Welt-Laden
St. Michael
Weltläden
Ein Stück Welt von Morgen
Öffnungszeiten:
Mo. - Fr. 16.00 - 18.00 Uhr
So. 11.30 - 12.00 Uhr",Extract all text from this document image,12497.527122497559,,,2025-12-23T23:39:06.507870
icdar_tr_img_04418,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04418.jpg,ICDAR_mini,"Symbols, Latin","Dllanzen
Blumen
&",Blumen & Pflanzen,Extract all text from this document image,8074.487209320068,,,2025-12-23T22:44:47.657052,Blumen & Pflanzen,Extract all text from this document image,17086.644887924194,,,2025-12-23T23:35:32.777869
icdar_tr_img_04520,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04520.jpg,ICDAR_mini,Latin,VITALIA,VITALIA,Extract all text from this document image,8460.453033447266,,,2025-12-23T22:17:00.470406,VITALIA,Extract all text from this document image,9012.02368736267,,,2025-12-23T23:04:29.695914
icdar_tr_img_04546,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04546.jpg,ICDAR_mini,"Symbols, None, Latin","69
2
€
l
AB
69
2
###
€
l
###
AVCADO
wiedec
DA!
IST","Here are the text elements I can read clearly from the image:

- AVOCADO
- IST wieder DA!
- AB 2,69
- 2,69 € (price in the top-right)

There is also a partially visible word on the right that reads ""sandwich"" and some very small fine-print text along the bottom/rim that is too small/blurred to transcribe reliably.",Extract all text from this document image,12560.667276382446,,,2025-12-23T22:31:57.960208,"Here is the text I can extract from the image:

- AVOCADO
- IST wieder DA!
- AB 69
- 2,69 €

Possible additional small/partial text (not fully legible due to reflections/overlay):
- sandwich

If you want, I can run a more aggressive OCR pass or try to crop/rotate to improve legibility of the tiny text.",Extract all text from this document image,14337.460041046143,,,2025-12-23T23:21:06.882738
icdar_tr_img_04614,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04614.jpg,ICDAR_mini,"Symbols, Latin","Welterstraße
h
9
7
-
19
h
15
-
P
Rathaus
/
Markt
82
freie
Plätze
P
Unterstadt
VPC
999
freie
Plätze
P
Altstadt
169
freie
Plätze
SSMANN
Mein
Drogeriemarkt","Welterstraße

7-9 h
15-19 h

P Rathaus/Markt
82 freie Plätze

P Unterstadt
999 freie Plätze

P Altstadt
169 freie Plätze

ROSSMANN
Drogeriemarkt

VPC",Extract all text from this document image,13286.275148391724,,,2025-12-23T22:47:25.896288,,Extract all text from this document image,14743.466854095459,,,2025-12-23T23:38:54.009894
icdar_tr_img_04645,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04645.jpg,ICDAR_mini,"Symbols, None, Latin","MAREDO
###
###
s
wk
h
n
a
Konch
gegnilll
1.2
u
!
sch
r
net
###","MAREDO

Note: There is other small, partially visible text on the umbrellas and on the door/window below the sign, but it is not legible enough in the image to transcribe reliably.",Extract all text from this document image,10683.354139328003,,,2025-12-23T22:34:17.115322,MAREDO,Extract all text from this document image,9606.727838516235,,,2025-12-23T23:23:44.562517
icdar_tr_img_04690,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04690.jpg,ICDAR_mini,"Symbols, Latin","Achtung
Ausfahrt
!","Achtung
Ausfahrt!",Extract all text from this document image,6907.110691070557,,,2025-12-23T22:39:24.352766,"Achtung
Ausfahrt!",Extract all text from this document image,7693.333625793457,,,2025-12-23T23:29:38.274534
icdar_tr_img_04746,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04746.jpg,ICDAR_mini,"Symbols, Latin","REWE
1.29
Suppengrün
Etikett
Deklaration
lt.
500-Gramm-Packung
1kg=2.58
€
04.11.16
8/
1264129","REWE

Suppengrün

Deklaration lt. Etikett

1.29

500-Gramm-Packung

1 kg = 2.58€

1264129 B / 04.11.16",Extract all text from this document image,11101.05013847351,,,2025-12-23T22:45:05.839390,"- REWE
- Suppengrün
- Deklaration lt. Etikett
- 12641298 / 04.11.16
- 500-Gramm-Packung
- 1 kg = 2.58€
- 1,29",Extract all text from this document image,13800.851821899414,,,2025-12-23T23:35:55.603407
icdar_tr_img_04826,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04826.jpg,ICDAR_mini,"Symbols, Latin","Königlicher
Schutß
-
für
die
Adenteuer
leben.
im
Weil
ihm
der
Schutz
König
der
Max
Menschen
l.
vor
mehr
am
Heryen
als
200
www.versicherungskammer
Jahren
lag,
gründete
eine
Versicherung.
bazern.de
-","Königlicher Schutz -

für die Abenteuer im Leben.

Weil ihm der Schutz der Menschen am Herzen lag, gründete König Max I. vor mehr als 200 Jahren eine Versicherung.

www.versicherungskammer-bayern.de",Extract all text from this document image,7905.537843704224,,,2025-12-23T22:39:47.866167,"Königlicher Schutz – für die Abenteuer im Leben.
Weil ihm der Schutz der Menschen am Herzen lag, gründete König Max I. vor mehr als 200 Jahren eine Versicherung.
www.versicherungskammer-bayern.de",Extract all text from this document image,10403.088808059692,,,2025-12-23T23:30:05.888823
icdar_tr_img_04861,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04861.jpg,ICDAR_mini,"None, Japanese, Latin","7
###
8
###
9
10
2
男
WC
女
Herreri
Damcn
Herren
Da","Here is the text I can read from the image (high-confidence items first; a few uncertain/partial items noted):

High-confidence
- 7
- 8
- 9
- 10
- 2
- € 7,-  (appears next to the ""2"" card)
- WC
- Damen
- Herren
- Damen (on the lower floor/step area)
- Herren (on the lower floor/step area)

Lower-confidence / partial
- DEUTSCH... (text on the black T‑shirt — partly obscured, appears to start with ""DEUTSCH"" or ""DEUTSCHE"")
- several small product/poster texts in the shop window that are not legible at this resolution

If you want, I can crop and zoom into any specific area (T‑shirt, postcards, shop window) to try to read more of the faint/obscured text.",Extract all text from this document image,9157.039880752563,,,2025-12-23T22:39:17.428805,,Extract all text from this document image,14511.699199676514,,,2025-12-23T23:29:30.565327
icdar_tr_img_04911,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04911.jpg,ICDAR_mini,"Symbols, None, Latin","P
###
###
###
###
###
Untersberg
Str
-
###
###
###","- Untersberg-Str.
- P

Other visible text is too small or unclear to read reliably (small plaque beneath the street sign, the small framed sign next to it, and the smaller print under the parking ""P"" sign and on the door).",Extract all text from this document image,9392.97890663147,,,2025-12-23T22:45:33.651473,"- Untersberg-Str.
- P (parking sign)",Extract all text from this document image,11578.342199325562,,,2025-12-23T23:36:30.858438
icdar_tr_img_04915,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04915.jpg,ICDAR_mini,Latin,"PKW
für
Nur
2,5t
SCHLÜSSELDIENST
STD
24
960
0170-70
5C","Nur für PKW
2,5 t

(small label on panel:)
SCHLÜSSELDIENST
24h
0170-70 56 963

(Note: the tiny label/phone number is partially small in the image and the spacing/formatting of the number is read as shown.)",Extract all text from this document image,11248.041868209839,,,2025-12-23T22:12:53.953997,,Extract all text from this document image,15786.62395477295,,,2025-12-23T22:59:32.146806
icdar_tr_img_04917,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04917.jpg,ICDAR_mini,Latin,"BERLIN
BRILLEN",BERLIN BRILLEN,Extract all text from this document image,7505.2549839019775,,,2025-12-23T22:11:54.597290,BERLIN BRILLEN,Extract all text from this document image,8346.788167953491,,,2025-12-23T22:58:28.376805
icdar_tr_img_04927,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04927.jpg,ICDAR_mini,Latin,"Ausfahrt
u.Nacht
Tag
freihalten","Ausfahrt
Tag u.Nacht
freihalten",Extract all text from this document image,9964.173078536987,,,2025-12-23T22:14:31.083642,"Ausfahrt
Tag u.Nacht
freihalten",Extract all text from this document image,10912.194728851318,,,2025-12-23T23:01:36.232578
icdar_tr_img_05000,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_05000.jpg,ICDAR_mini,"None, Latin","Sanitätshaus
Kast
30
B
###
###
###
###
###
###","Here are the legible text items I can read from the image:

- Sanitätshaus
- Kastl
- 30 (inside the speed-limit sign)

There are a few small signs and stickers in the scene that are not readable at this resolution. If you can provide a higher-resolution crop of those areas (for example the small vertical sign near the 30 sign or the plate near the ground), I can try to extract the rest.",Extract all text from this document image,9543.180227279663,,,2025-12-23T22:37:23.762518,"- Sanitätshaus
- Kastl
- 30",Extract all text from this document image,13618.968963623047,,,2025-12-23T23:27:15.322298
icdar_tr_img_05003,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05003.jpg,ICDAR_mini,"None, Korean","엔티산업
주식회사
환영합니다
엔티산업(주)
는
여러분의
미래에
꿈과
희망.
동반자
든든한
인생의
그리고
가
약속드립니다.
될
것을
엔티산업
주식회사
###
###","다음은 이미지에서 판독 가능한 텍스트입니다.

확실하게 읽히는 텍스트:
- 엔티산업주식회사

부분적으로만 판독 가능(흐리거나 작아 일부는 추정):
- 환영합니다
- 엔티산업(주)는 안전을 최우선으로 ... (이하 문장들: 사진이 흐려 정확한 문구 판독 불가 — 예: ""안전"", ""고객"", ""근로자"", ""준수"" 등 단어가 보임)

참고: 사진 속 작은 안내문은 해상도가 낮아 문장 전체를 정확히 읽기 어렵습니다. 원본 고해상도 이미지를 주시면 더 정확히 전부 추출해 드리겠습니다.",Extract all text from this document image,13092.199087142944,,,2025-12-23T22:08:26.991735,"The only clearly legible text in the image is:

- 엔터산업주식회사

There is a small notice inside the doorway, but its text is too small/blurred to read accurately from this image. If you can provide a higher-resolution crop of the notice (or a closer shot), I can extract the exact text from it.",Extract all text from this document image,10082.159757614136,,,2025-12-23T22:54:52.052269
icdar_tr_img_05004,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05004.jpg,ICDAR_mini,"Latin, Symbols, Korean","음료
샐러드
+
피자
파스타
Or
02:30
11:00~PM
AM","샐러드 + 음료
파스타 or 피자
AM 11:00 ~ PM 02:30",Extract all text from this document image,8587.903022766113,,,2025-12-23T22:03:43.159702,"샐러드+음료
파스타 or 피자
AM 11:00 ~ PM 02:30",Extract all text from this document image,10216.567039489746,,,2025-12-23T22:50:08.189313
icdar_tr_img_05009,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05009.jpg,ICDAR_mini,"Latin, Mixed, None, Korean","켭스
ATD
###
후꾸후꾸
딸기모찌
주문예약:
540-2009
캡스경비구역
ADT
R
때신
그린
CCTV작동중
1588-8400
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","All visible text transcribed from the image:

- 후꾸후꾸
- 딸기모찌
- 주문예약:540-2009
- ふくふく (small orange square on the sign)
- 캡스경비구역
- ADT
- CCTV작동중
- 1588-6400
- Trop (partial text on the right-side poster)",Extract all text from this document image,13505.01298904419,,,2025-12-23T22:28:07.918338,,Extract all text from this document image,15131.743907928467,,,2025-12-23T23:16:56.178655
icdar_tr_img_05038,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05038.jpg,ICDAR_mini,"Latin, Korean","02
7685
2256
원경안값반",원경안값반,Extract all text from this document image,48687.93821334839,,,2025-12-23T22:04:41.014041,원경안값반,Extract all text from this document image,14442.534923553467,,,2025-12-23T22:50:32.975185
icdar_tr_img_05044,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05044.jpg,ICDAR_mini,"Korean, None, Latin","칼라분류라벨
NO.C10-504
###
9mm
7장/616개
8""804224""033804","칼라분류라벨
NO.C10-504
φ 9mm
7장 / 616개
8 804224 033804",Extract all text from this document image,10507.27128982544,,,2025-12-23T22:05:14.331181,,Extract all text from this document image,15972.559928894043,,,2025-12-23T22:51:20.079519
icdar_tr_img_05065,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05065.jpg,ICDAR_mini,"None, Korean","힐링더하기
지압/마사지
국가공인자격증을
소지한
###","힐링더하기
지압/마사지
국가공인자격증을 소지한",Extract all text from this document image,10003.551959991455,,,2025-12-23T22:37:42.859653,"힐링더하기
지압/마사지
국가공인자격증을 소지한",Extract all text from this document image,8808.27283859253,,,2025-12-23T23:27:39.695811
icdar_tr_img_05071,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05071.jpg,ICDAR_mini,"Symbols, Korean, None, Latin","CGV
문화극장
대학로
긋모
옥탑
6F
얼굴이다
은
###
DELIGHTFUL
/
NCE
LIF","CGV*  
대학로 문화극장  
옥탑  
6F

(Partially visible / cut-off text at bottom): ENCE / DELIGHTFUL LIFE

(Partially visible on left vertical sign): 굿모...",Extract all text from this document image,12842.466115951538,,,2025-12-23T22:40:34.988570,"CGV
대학로 문화극장
목탑
6F",Extract all text from this document image,12342.166900634766,,,2025-12-23T23:30:57.331352
