sample_id,image_path,dataset,language,ground_truth,donut_prediction,donut_prompt,donut_inference_time_ms,donut_tokens_used,donut_error,donut_timestamp,azure_intelligence_prediction,azure_intelligence_prompt,azure_intelligence_inference_time_ms,azure_intelligence_tokens_used,azure_intelligence_error,azure_intelligence_timestamp,mistral_document_ai_prediction,mistral_document_ai_prompt,mistral_document_ai_inference_time_ms,mistral_document_ai_tokens_used,mistral_document_ai_error,mistral_document_ai_timestamp
IF
第 5 桂 和 ビル
リッチ会館
A",,2689.836025238037,,,2025-12-23T22:22:49.524640,"![img-0.jpeg](img-0.jpeg)

# ![img-1.jpeg](img-1.jpeg) 

![img-2.jpeg](img-2.jpeg) ![img-3.jpeg](img-3.jpeg)

![img-4.jpeg](img-4.jpeg)

![img-5.jpeg](img-5.jpeg)
![img-6.jpeg](img-6.jpeg)
![img-7.jpeg](img-7.jpeg)
![img-8.jpeg](img-8.jpeg)
![img-9.jpeg](img-9.jpeg)
![img-10.jpeg](img-10.jpeg)
![img-11.jpeg](img-11.jpeg)",,3467.1990871429443,,,2025-12-24T17:17:38.008382
icdar_tr_img_06228,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06228.jpg,ICDAR_mini,"None, Korean, Japanese, Latin","###
千歳烏山
KO
12
仙川
ちとせからすやま
芦花公園
Sengawa
Chitose-karasuyama
KO
11
Roka-kōen
仙川
###
지토세카라스야마
###
로카코엔
れ亭
Pimo
今までにおい新しいスタイル
LUMINOUS
2F
03-6379-5620
TEL
2F
###
1F
Delight
###
###
SPOROT
つかれ亭
みかれ
03-6909-1823
TEL:
当店の
###
24時までと
なつて
おります",<s_menu><s_nm> Senegale</s_nm><s_cnt> 12</s_cnt><s_price> Roka-Koen</s_nm><s_cnt> 11</s_cnt><s_price> 11</s_price></s_menu><s_sub_total><s_subtotal_price>,,616.657018661499,,,2025-12-24T15:51:06.727346,"仙川
Sengawa
KO
12
千歳烏山
ちとせからすやま
Chitose-karasuyama
芦花公園
KO
11
Roka-kōen
仙川
센가와
千岁鸟山 지토세카라스야마
芦花公园
로카코엔
Primo
今までにない新しいスタイル
LUMINOUS
TEL 03-6279-5620
2F
Sermat tearmoment Store
IF
Delight
TEL : 03-6909-1823
7
がわ亭
みなわ
4.5
2
SPOR93
当店の
営業時間は
24時までと
なって
おります。",,3703.643321990967,,,2025-12-23T22:17:49.906964,"# 12 千葉烏山

ちとせからすやま Chitose-karasuyama

片花公園
Roka-kōen

![img-0.jpeg](img-0.jpeg)

仏川
Sengawa

仙川
센가와

千岁烏山 지토세카라스야마

芦花公園
長刀三世

![img-1.jpeg](img-1.jpeg)

![img-2.jpeg](img-2.jpeg)

![img-3.jpeg](img-3.jpeg)",,2291.231870651245,,,2025-12-24T17:14:01.470057
icdar_tr_img_06237,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06237.jpg,ICDAR_mini,"Symbols, None, Latin, Japanese, Korean",">
すすきの方面
<
大通公園
札幌市役所
時計台
南ロ
TAXI
City
Hall
Sapporo
for
Clock
Tower
<
South
Exit
>
Susukino
Dist.
Park,
출구
남쪽
/
南口
###
###","<s_menu><s_nm> South Exit (or Clock Towe.Spoon Gty Hall,</s_nm><s_num> / 녹冬 7</s_menutype_cnt></s_total>",,643.8629627227783,,,2025-12-24T15:54:38.599469,"南口
〈時計台·札幌市役所·大通公園·すすきの方面〉
South Exit < for Clock Tower,Sapporo City Hall,
Odori Park,Susukino Dist. >
南口 / 남쪽 출구
TAXI
HCeCCO",,2616.4371967315674,,,2025-12-23T22:26:50.685862,"![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)

![img-2.jpeg](img-2.jpeg)

![img-3.jpeg](img-3.jpeg)

![img-4.jpeg](img-4.jpeg)

**南口** / **남쪽 총구**

**TAXI**

**南口** / **남쪽 총구**",,2500.609874725342,,,2025-12-24T17:21:02.916551
icdar_tr_img_06251,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06251.jpg,ICDAR_mini,"Korean, Japanese, Latin","都営新宿線
都螢新宿線
大江胡線
도에이신쥬쿠선
新宿駅
大江戸線
新宿站
Toei
Shinjuku
오오에도선
Line
신쥬쿠역
Oedo
Line,
Shinjuku
Sta.",<s_menu><s_nm> SHOTSUKAWA 大江戸屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏屏,,6808.445930480957,,,2025-12-24T15:52:25.441278,"都営新宿線
都營新宿線
도에이신쥬쿠선
Toei Shinjuku Line
大江戸線 新宿駅
大江戸線 新宿站
Oedo Line, Shinjuku Sta.
오오에도선 신쥬쿠역",,2616.49489402771,,,2025-12-23T22:21:48.149303,"# 都営新宿線 都營新宿線

## Toei Shinjuku Line

### 大江戶線 新宿駅

#### 太江戶線 新宿站

Oedo Line, Shinjuku Sta.",,2579.5609951019287,,,2025-12-24T17:16:54.835954
icdar_tr_img_06284,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06284.jpg,ICDAR_mini,"Japanese, Latin","ヨツ卜ハーバ一
Harbor
Yacht",<s_menu><s_nm> Yacht Harbor</s_nm></s_total>,,535.9110832214355,,,2025-12-24T15:50:51.355588,"ヨットハーバーム
→→
Yacht Harbor",,4917.5169467926025,,,2025-12-23T22:17:01.918360,"ヨットハーバー

Yacht Harbor",,1464.4551277160645,,,2025-12-24T17:13:28.077231
icdar_tr_img_06285,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06285.jpg,ICDAR_mini,"Japanese, Latin","中原区
日本橋町人形一丁目
14
Chuo-ku
Nihonbashi
ningyocho
1-chome
14
日本橋
14-4
人形町
一丁目",<s_menu><s_nm>,,476.8860340118408,,,2025-12-24T15:50:39.655854,"职奥区
日本橋人形町一丁目
14
Chuo-ku
Nihonbashi
ningyocho
1-chome
14
日本橋
人形町·
一丁目
14-4",,2756.117105484009,,,2025-12-23T22:15:58.516586,"![img-0.jpeg](img-0.jpeg)

14
Chwo-ku
Minamashu
ninyyacho
1 chome
14
![img-1.jpeg](img-1.jpeg)",,2763.2830142974854,,,2025-12-24T17:12:42.850465
icdar_tr_img_06326,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06326.jpg,ICDAR_mini,"Mixed, None, Japanese, Latin","10
30
無断駐車禁止
月極
空有
P
レツカーにて専用
無断駐の車輪は、
ぞの費用とし
駐車場へ移動·保管、
てレツ力ー代18.000円以上及び
NO·11
保管科金1時間仁つき500円な頂
きます。
###
###
にこない場合は。
(有科)しま可。
尚、事故等については一切責任た負い
ませ九。
無断駐車管理受託会社
ワイソレツカ一事業部
TEL
241-0190
超低燃費蓄熱式
瞬間融雪槽
超低燃費
ロ一ドヒー一テイソグ
スノ一ing
1|5
冬春
自動管理燃費
設計·施工
8m3夕イイ·水温25°C
灯油180で圧雪2tを瞬間融雪
25tの荷重に耐える
50年の耐用年数
鉄筋コソクリ一ト60年の耐用年数
###
【特許出願中】特願2002-223883
次世代ツステム開発
賃貸マソツヨソ建築かち、オ一ナ一代行管理
http://www.j-ark.co.jp
月極駐車場管理
日本ア一ク開発(株)
011-862-6363
TEL
JAD
FAX
011-862-6766",<s_menu><s_nm> No.11</s_nm><s_num> JAD B (**)</s_total>,,569.8769092559814,,,2025-12-24T15:53:48.485023,"0
No.11
月極P
空有
無断駐車禁止
無断駐車の車両は、レッカーにて専用
駐車場へ移動·保管し、その費用とし
てレッカー代18,000円以上及び
保管料金1時間につき 500円を頂
きます。
又、3日を過ぎても保管車輛を引取り
にこない場合は、廃棄物として処分
(有料) します。
尚、事故等については一切責任を負い
ません。
無断駐車管理受託会社
ワインレッカー事業部
TEL 241-0190
超低燃費蓄熱式
ロードヒーティング
自動管理
燃
費
今冬春
設計 ·施工
●25tの荷重に耐える ●50年の耐用年数
[特許出願中]特願2002-223883
超低燃費 瞬間融雪槽
スノーing
●8m3タイプ·水温25℃
●灯油18@で圧雪2tを瞬間融雪
● 鉄筋コンクリート製60年の耐用年数 [特許出願中] 特贏2000-99859
賃貸マンション建築から、オーナー代行管理 月極駐車場管理
JAD 日本アーク開発(株)
次世代システム開発 http://www.j-ark.co.jp
TEL 011-862-6363
FAX 011-862-6766",,2811.5720748901367,,,2025-12-23T22:24:17.503716,"^{}[] No.11 月検

^{}[] 青春

^{}[] 無断駐車禁止

超低燃費費格式

ロードヒーティング

自動車見る冬春 設計・施工

●25tの荷重に耐える ●50年の耐用年数

[特許出願中]特願2002-223883

![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)

超低燃費補助金

コアカウント

●6m/タイプ・水道25℃ ●打鍋10gで圧着2t 制御軽量

●最低コンクリート数60年の耐用年数 [特許出願中]特願2002-223883

# JAD 日本アーク開発(株)

# 耐低燃費・補助融資槽

★ 6m/タイプ・水道25℃ ● 打鍋10gで圧着2t 制御軽量

●最低コンクリート数60年の耐用年数 [特許出願中]特願2002-223883

● 2t世代システム開発 http://www.j-ark.co.jp

TEL 011-862-8363

FAX 011-862-8766",,2346.1780548095703,,,2025-12-24T17:18:54.299088
icdar_tr_img_06327,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06327.jpg,ICDAR_mini,"Japanese, Latin","スクラッチ
Everyday
Challenge!
LEONET
スクラッチ
Congratulations!!
100
ポイント",<s_menu><s_nm> Everyday Challenge!</s_nm><s_price> Congratulations!!</s_price></s_menu><s_total><s_total_price> 000</s_total_price></s_total>,,607.6922416687012,,,2025-12-24T15:50:51.963412,"スクラッチ
Everyday Challenge!
LEONET
スクラッチ
Congratulations !!
100
ポイント",,4813.5387897491455,,,2025-12-23T22:17:06.732335,"# スクラッチ 

![img-0.jpeg](img-0.jpeg)",,1448.6572742462158,,,2025-12-24T17:13:29.525976
icdar_tr_img_06349,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06349.jpg,ICDAR_mini,"Mixed, Korean, Japanese, Latin","清水簡易栽判所
Court
Summary
Shimizu
시미즈
간이
재판소
清水簡易栽判所
清水税務署
Shimizu
Office
Tax
清水税務署
시미즈
세무소
は一とぴあ清水
Heartpia
Shimizu
静冈市清水社会福祉会馆
┍Heartpia
아토피아
清水┙
시미즈",<s_menu><s_nm> Shimizu Summary Court</s_nm><s_num><sep/><s_nm> ZHOI TEA</s_nm><s_num> Shimizu Tax Office</s_nm><s_num><sep/><s_nm> Heartpia Shimizu</s_nm><s_num> [Herptpiã網友] OHJEMIOL 이미지</s_total>,,804.1069507598877,,,2025-12-24T15:54:12.029276,"清水簡易裁判所
Shimizu Summary Court
清水简易裁判所 시미즈 간이 재판소
清水税務署
Shimizu Tax Office
清水税务局 시미즈 세무소
はーとぴあ清水
Heartpia Shimizu
静冈市清水社会福祉会馆「Heartpia清水」하토피아 시미즈",,2615.1437759399414,,,2025-12-23T22:25:11.737988,"# 清水簡易裁判所
Shimizu Summary Court
清水简易裁判所 시미즈 간이 재판소

# 清水税務署
Shimizu Tax Office
清水税务局 시미즈 세무소

![img-0.jpeg](img-0.jpeg)

# はーとぴあ清水
Heartpia Shimizu
静冈市清水社会福祉会馆「Heartpia清水」 하토피아 시미즈",,1596.9040393829346,,,2025-12-24T17:19:33.134856
icdar_tr_img_06366,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06366.jpg,ICDAR_mini,"Mixed, Japanese, Latin","4
モハE232-1036
東急車輪
平成20年",<s_menu><s_nm> EZ32-1036</s_total_price></s_total>,,495.9747791290283,,,2025-12-24T15:54:08.244214,"4
東急車輛
平成 20年
モハE232-1036",,2472.0189571380615,,,2025-12-23T22:24:44.662086,"![img-0.jpeg](img-0.jpeg)

# 2 家 発 事 料 20 年

![img-1.jpeg](img-1.jpeg)",,1589.6170139312744,,,2025-12-24T17:19:19.410327
icdar_tr_img_06366,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06366.jpg,ICDAR_mini,"Mixed, Japanese, Latin","4
モハE232-1036
東急車輪
平成20年",<s_menu><s_nm> EZ32-1036</s_total_price></s_total>,,495.0587749481201,,,2025-12-24T15:50:29.659821,"4
東急車輛
平成 20年
モハE232-1036",,2472.0630645751953,,,2025-12-23T22:15:35.493768,"![img-0.jpeg](img-0.jpeg)

# 2 家 発 事 料 20 年

![img-1.jpeg](img-1.jpeg)",,1439.0952587127686,,,2025-12-24T17:12:21.488632
icdar_tr_img_06396,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06396.jpg,ICDAR_mini,Japanese,"港区
芝五丁目14",<s_menu><s_nm>,,450.5889415740967,,,2025-12-24T15:50:31.519309,".
港
×
芝五丁目
14",,2561.081886291504,,,2025-12-23T22:15:46.915128,"# 1 

![img-0.jpeg](img-0.jpeg)",,2571.57301902771,,,2025-12-24T17:12:31.217830
icdar_tr_img_06397,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06397.jpg,ICDAR_mini,"Mixed, None, Japanese, Latin","###
鶏を丸ごと味わえる
究極の逸品
###
###
生親子
伊達産鶏使用
ば壱
鶏MIX焼き
どど~んと約1kg
ススキノ店
若鶏の至り
011-562-5433
飲み放題
###
ちゃん焼き
###
丼
スライス
###
ラダ
サラダ
###
飲み放題
###
###
###
メニスー
###
###
###
1度食べたち
###
止まらない
(金)
###
17:00
サッポロクラシック·北の勝含む
###
###
鶏の至り
2時間
###
###
###
###
###
中札内産鶏使用
###
###
###
###
###
###
###
###
ド
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
究極の逸品",<s_menu><s_nm> MIX,,485.47887802124023,,,2025-12-24T15:54:09.299719,"料理と一緒に必ず食べるべし期
鶏を丸ごと味わえる
究極の逸品
生親
伊達産鶏使用
鶏MIX焼き
若鶏の至り
ススキノ店
WW
011-562-5433
N
日(金)17:00
鶏の至り
ススキノ店
Meet J-tCe お花 水 月 30404 190 41·2
つめ にいくらer 車券· 大さじゃ あさま ▲3239~8
A-4倍 QAXAT 品質里<7Ml j于10013 水里 t-4 a
-1 4和
5 齊108
noIT erIDIT
20004064 0
2時間
24間神社战略
飲み教迎
1,000円●
濃玉シーザ
1度食べたら
止まらない
品川区
購MIX焼き魚
出親子丼
中札内産咖使用
てばき
とともにんど約1kg
温玉とろ~4油さ
鶏を丸ごと味わえる
究極の逸品
油そばら
ちゃん焼き·毎
スライスぬ
魚込み
ラダダ
サラダ
丼品
新番d
AI
サッポロクラシックロ北の勝含む
490
使用
ばき
どど~んと約1kg
LR DD / ILX
伊達産鶏使用
鶏ちゃん焼き
ww",,7279.949188232422,,,2025-12-23T22:24:56.834152,"^{}[] 修復は一緒に学ぶ

# 考案の多い

011-582-5488

![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)

![img-2.jpeg](img-2.jpeg)

![img-3.jpeg](img-3.jpeg)",,1712.0246887207031,,,2025-12-24T17:19:24.008162
icdar_tr_img_06397,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06397.jpg,ICDAR_mini,"Mixed, None, Japanese, Latin","###
鶏を丸ごと味わえる
究極の逸品
###
###
生親子
伊達産鶏使用
ば壱
鶏MIX焼き
どど~んと約1kg
ススキノ店
若鶏の至り
011-562-5433
飲み放題
###
ちゃん焼き
###
丼
スライス
###
ラダ
サラダ
###
飲み放題
###
###
###
メニスー
###
###
###
1度食べたち
###
止まらない
(金)
###
17:00
サッポロクラシック·北の勝含む
###
###
鶏の至り
2時間
###
###
###
###
###
中札内産鶏使用
###
###
###
###
###
###
###
###
ド
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
究極の逸品",<s_menu><s_nm> MIX,,484.64393615722656,,,2025-12-24T15:50:44.251266,"料理と一緒に必ず食べるべし期
鶏を丸ごと味わえる
究極の逸品
生親
伊達産鶏使用
鶏MIX焼き
若鶏の至り
ススキノ店
WW
011-562-5433
N
日(金)17:00
鶏の至り
ススキノ店
Meet J-tCe お花 水 月 30404 190 41·2
つめ にいくらer 車券· 大さじゃ あさま ▲3239~8
A-4倍 QAXAT 品質里<7Ml j于10013 水里 t-4 a
-1 4和
5 齊108
noIT erIDIT
20004064 0
2時間
24間神社战略
飲み教迎
1,000円●
濃玉シーザ
1度食べたら
止まらない
品川区
購MIX焼き魚
出親子丼
中札内産咖使用
てばき
とともにんど約1kg
温玉とろ~4油さ
鶏を丸ごと味わえる
究極の逸品
油そばら
ちゃん焼き·毎
スライスぬ
魚込み
ラダダ
サラダ
丼品
新番d
AI
サッポロクラシックロ北の勝含む
490
使用
ばき
どど~んと約1kg
LR DD / ILX
伊達産鶏使用
鶏ちゃん焼き
ww",,3724.884033203125,,,2025-12-23T22:16:28.768972,"![img-0.jpeg](img-0.jpeg)

# 2017",,2357.248067855835,,,2025-12-24T17:13:03.881455
icdar_tr_img_06402,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06402.jpg,ICDAR_mini,"None, Japanese, Latin","R
###
HOTEL
RELIEF
ィト-・ビル
吉尾産婦人科
###
家庭
###
###
###
###
###
免税
ダイコク
薬
###
BISE
大助
###
###
###
Japan
###
###
Tax-Free
###
P
###
薬
###
空
###
Rise
###
458
490
400
548
###
###
###
98
###
###
科
OPEN
###
###
###
2
###
###
18
###
定医
薬
###
2
27
薬
###
###
ダィコク
ダイユク
ドラツグ
ドラツグ
大国薬妆店
大国薬妆店",<s_menu><s_nm>,,504.59885597229004,,,2025-12-24T15:54:23.954653,"R
HOTEL
RELIEF
吉尾産婦人科
イトー·ビル
ITO-QUid
天助
REz
店→
VER
菜吃大國藥我店
Rise
458
400 1490
SUR
OPEN
龍粉予告
2. 18
2-274
薬
T
薬
KV
ダイコク
ドラッグ
大国藥妝店
ダイコク
ドラッグ
大国藥妝店
薬
ダイコク
免税超
Japan
Tax-Free면세
Hear olsz
RISE
科
定医
15",,3780.3878784179688,,,2025-12-23T22:26:13.583654,"<table><tr><td colspan=""2"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",,2624.595880508423,,,2025-12-24T17:20:34.126706
icdar_tr_img_06410,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06410.jpg,ICDAR_mini,"Japanese, Latin","デリツヤス冷凍
###
中
製氷
中
真空氷温
給水
冷凍
節電
製氷
冷蔵
冷却モ一ド
真空チルド
MENU
操作部ロツク
おそうじ
デリツやス冷凍
(3秒押し)
(5秒押し)
(3秒押し)",<s_menu><s_nm>,,464.1740322113037,,,2025-12-24T15:50:49.176420,"eCo
デリシャス冷凍
中
製氷
真空氷温
給水
MENU
節電
冷凍
冷蔵
製氷
冷却モード
真空チルド
操作部ロック
(3秒押し)
おそうじ
(5秒押し)
デリシャス冷凍
(3秒押し)",,2553.8148880004883,,,2025-12-23T22:16:49.258220,"<table><tr><td colspan=""5"">デリシャス冷凍</td></tr><tr><td>MENU</td><td>節電</td><td>冷凍</td><td>冷蔵</td><td>製氷</td></tr><tr><td></td><td>操作部ロック<br/>(3秒押し)</td><td></td><td></td><td>おそうじ<br/>(5秒押し)</td></tr><tr><td></td><td></td><td></td><td></td><td>デリシャス冷凍<br/>(3秒押し)</td></tr></table>",,1714.9672508239746,,,2025-12-24T17:13:20.367729
icdar_tr_img_06434,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06434.jpg,ICDAR_mini,"Japanese, Latin","12p
木月天王森
Kizukitennomori
###",<s_menu><s_nm>,,448.192834854126,,,2025-12-24T15:50:41.571306,".12P
木月天王森
Kizukitennomori",,3672.3692417144775,,,2025-12-23T22:16:11.171045,"![img-0.jpeg](img-0.jpeg)

^{}[] 不只天王祭
^{}[] Kizukitennomori",,2333.8749408721924,,,2025-12-24T17:12:52.888940
icdar_tr_img_06437,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06437.jpg,ICDAR_mini,"Symbols, None, Japanese, Latin","!!
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
15
###
###
###
Store
###
###
Drug
###
###
###
###
###
###
###
ふわと
###
###
###
###
###
###
###
###
###
###
###
###
Blendy
Blendy
Blendy
###
###
###
###
###
###
###
Blendy
###
Blendy
###
###
###
###
###
###",<s_menu><s_nm>,,516.3719654083252,,,2025-12-24T15:55:10.379831,"!!
15
Drug Store
8
Blen
Blendy
Blendy Blen",,3781.524896621704,,,2025-12-23T22:28:11.474518,"# 88 

![img-0.jpeg](img-0.jpeg)",,2866.0879135131836,,,2025-12-24T17:22:00.974808
icdar_tr_img_06443,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06443.jpg,ICDAR_mini,"Japanese, Latin","PROCEED
CO.,
LTD.
亍182
東京都調布市仙川町3-5-4
佐藤","<s_menu><s_nm> PROCEED CO., LTD.</s_nm><s_num> #182</s_num><s_unitprice> 3-5-4</s_unitprice><s_cnt> 佐</s_total>",,603.3389568328857,,,2025-12-24T15:50:27.658337,"PROCEED CO., LTD.
〒182 東京都調布市仙川町3-5-4
佐
藤",,2630.3768157958984,,,2025-12-23T22:15:24.157085,"# PROCEED CO., LTD.

〒182 東京都調布市仙川町3-5-4

# 佐藤",,1489.130973815918,,,2025-12-24T17:12:13.600955
icdar_tr_img_06448,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06448.jpg,ICDAR_mini,"Japanese, Latin","中原区
4-23
木月
4丁目",<s_menu><s_nm> -23</s_total_price><s_menuqty_cnt> 4-23</s_menuqty_cnt></s_total>,,517.2879695892334,,,2025-12-24T15:50:50.819583,"中原区
木 月
4丁目
4-23",,2518.5279846191406,,,2025-12-23T22:16:57.000453,"# 2

# 2

# 2

# 2

# 2

# 2

# 2

# 2

# 2",,1946.5970993041992,,,2025-12-24T17:13:26.612576
icdar_tr_img_06465,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06465.jpg,ICDAR_mini,"Japanese, Latin","とらふぐ
木曽路の
80
77",<s_menu><s_nm>,,457.5369358062744,,,2025-12-24T15:50:17.287679,"木曾路の
80
77",,2587.312936782837,,,2025-12-23T22:15:02.774968,.,,2621.718168258667,,,2025-12-24T17:12:00.267705
icdar_tr_img_06479,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_06479.jpg,ICDAR_mini,Japanese,"本日限定!!
ワソつイソ
鶏ちやんニ鍋が
¥500
一人前
(税运)",<s_menu><s_nm>,,471.59790992736816,,,2025-12-24T15:50:30.131531,"本日限定!
鶏ちゃんこ鍋
が
一人前¥500
税込
ワンファン",,2543.5950756073,,,2025-12-23T22:15:38.037762,"# A 

![img-0.jpeg](img-0.jpeg)",,2353.909969329834,,,2025-12-24T17:12:23.842880
