sample_id,image_path,printed_image_path,dataset,ground_truth,azure_intelligence_prediction,azure_intelligence_prompt,azure_intelligence_ground_truth_inference_time_ms,azure_intelligence_prediction_inference_time_ms,azure_intelligence_tokens_used,azure_intelligence_ground_truth_error,azure_intelligence_prediction_error,azure_intelligence_timestamp,mistral_document_ai_prediction,mistral_document_ai_prompt,mistral_document_ai_ground_truth_inference_time_ms,mistral_document_ai_prediction_inference_time_ms,mistral_document_ai_tokens_used,mistral_document_ai_ground_truth_error,mistral_document_ai_prediction_error,mistral_document_ai_timestamp
iam_108_b04-026,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_108_b04-026/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_108_b04-026/printed.png,IAM_mini,"The dinner table is the best answer to the grumblers in Britain today! ""THIS is
colour day,"" proclaimed the American television network, N.B.C. And hour after
hour it poured out its programmes in bright colours. In America colour TV is five
years old. There are already 600,000 sets in use. What about Britain? The B.B.C.
is ready to launch a colour TV service, but the commercial TV contractors want to
delay it for 10 years.","The dinner table is the best answer to the grumblers in
Britain today ! ""THIS is colour day ,"" proclaimed the American
television network , N.B.C. And hour after hour it poured out its
programmes in bright colors . In America colour TV is five years
old. There are already 600,000 sets in use . What about Britain?
The B. B.C. is ready to launch a colour TV service , but the
commercial TV contractors want to delay it for 10 years.",,2462.948799133301,2614.137887954712,,,,2025-12-30T19:22:03.004349,"The dinner table is the best answer to the grumblers in Britain today! ""THIS is
colour day,"" proclaimed the American television network, N.B.C. And hour after hour
it poured out its programmes in bright colours. In America colour TV is five
years old. There are already 600,000 sets in use. What about Britain? The
B.B.C. is ready to launch a colour TV service, but the commercial TV contractors
want to delay it for 10 years.",,2768.0227756500244,2519.3047523498535,,,,2025-12-30T20:10:33.095773
iam_109_b04-060,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_109_b04-060/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_109_b04-060/printed.png,IAM_mini,"It is equally certain that the British Government will welcome them. How splendid
it would be if, just for once, the Government were to voice the real feelings of the
British people. And tell Makarios they are not prepared to accept him on such terms.
GOOD cheer for the week-end. Ford Motors are to put 13,000 men back on a five-day
week.","It is equally certain that the British Government
will welcome them . How splendid it would be if , just
for once , the Government were to voice the real feelings of
the British people . And tell Makarios they are not
prepared to accept him on such terms . GOOD cheer
for the week-end . Ford Motors are to put 13,000
men back on a five-day week .",,2565.382957458496,2554.591178894043,,,,2025-12-30T19:18:49.709705,"It is equally certain that the British Government will welcome them. How splendid it
would be if, just for once, the Government were to voice the real feelings of the British
people. And tell Makarios they are not prepared to accept him on such terms. GOOD
cheer for the week-end. Ford Motors are to put 13,000 men back on a five-day
week.",,1329.8649787902832,1895.6871032714844,,,,2025-12-30T20:08:06.293824
iam_109_b04-075,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_109_b04-075/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_109_b04-075/printed.png,IAM_mini,"They intend to sit outside the Ministry of Defence. It is their protest against the
H-bomb. They ought to have a pleasant time. The weather forecast is good; except
for them, Whitehall should be deserted. And they will have a fine view of St. James's
Park, with its placid lake, pelicans, rare ducks, and other wild life.","They intend to sit outside the Ministry of Defence . It is
their protest against the H-bomb . They ought to have a
pleasant time . The weather forecast is good ; except for them ,
Whitehall should be deserted . And they will have a fine view
of St . James's Park , with its placid lake , pelicans ,
rare ducks , and other wild life.",,4802.403688430786,3686.038017272949,,,,2025-12-30T19:41:12.762982,"They intend to sit outside the Ministry of Defence. It is their protest against the
H-bomb. They ought to have a pleasant time. The weather forecast is good; except
for them, Whitehall should be deserted. And they will have a fine view of St. James's
Park, with its placid lake, pelicans, rare ducks, and other wild life.",,1754.5781135559082,1736.745834350586,,,,2025-12-30T20:25:32.776053
iam_112_b04-134,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_112_b04-134/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_112_b04-134/printed.png,IAM_mini,"For expansion today means still greater prosperity tomorrow. BERTRAND RUS-
SELL, the 88-year-old standard bearer of the Ban-the-Bomb crusade, has a devoted
following. Thousands march with him - and sit with him too. It is said by some that
he is a saint; by others that he is a prophet. He is, in fact, a philosopher with a highly
developed sense of publicity who has been spectacularly wrong on the great issues of
our time.","for expansion today means still greater
prosperity tomorrow
BERTRAND RUSSELL,
the 88-year-old standard bearer of the Ban -
the-Bomb crusade , has devoted following .
Thousands march with him - and sit with him
too . It is said by some that he is a saint ; by
offers that be is a prophet . He is , in fact , a
philosopher with a highly developed sense of publicity
Who has been spectacularly wrong on the great
issues of our times .",,2462.81099319458,3846.1577892303467,,,,2025-12-30T19:36:11.115159,"For expansion today means still greater prosperity tomorrow. BERTRAND RUS-
SELL, the 88-year-old standard bearer of the Ban-the-Bomb crusade, has devoted
following. Thousands march with him - and sit with him too. It is said by some that
he is a saint; by others that he is a prophet. He is, in fact, a philosopher with a highly
developed sense of publicity who has been spectacularly wrong on the great issues of
our time.",,1723.7789630889893,2866.809129714966,,,,2025-12-30T20:21:58.796422
iam_112_b04-147,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_112_b04-147/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_112_b04-147/printed.png,IAM_mini,"AN experiment in courtesy is launched by the Electricity Board. The board is laying
a cable along a seven-mile route in Surrey. A warden, Mr. Jack Finlay, has been
appointed to smooth out difficulties for householders when trenches are dug outside
their front gates. Splendid. By showing concern for the people the board will earn
their good will. Happy patrolling, Mr. Finlay!","AN experiment in courtesy is launched by Electricity
Board . The board is laying a cable along a seven-
mile route in Survey . A warden , Mr. Jack Finlay ,
has been appointed to smooth out difficulties for
hansholders when trenches are day outside their
front gates . Splendide . By showing concern
for the people the board will earn their good will .
Happy patrolling , Mr. Finlay !",,2476.6430854797363,2601.8550395965576,,,,2025-12-30T19:25:03.370977,"AN experiment in courtesy is launched by the Electricity Board. The board is laying a cable along a
seven-mile route in Surrey. A warden, Mr. Jack Finlay, has been appointed to smooth out
difficulties for householders when trenches are dug outside their front gates. Splendid.
By showing concern for the people the board will earn their good will. Happy patrolling, Mr.
Finlay!",,1432.4851036071777,1740.6351566314697,,,,2025-12-30T20:12:53.302791
iam_114_b04-202,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_114_b04-202/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_114_b04-202/printed.png,IAM_mini,"The older universities are often accused of being interested only in dead subjects.
Now Cambridge has the opportunity to show it is just as interested in the living.
Particularly as its rival, Oxford, has had a similar course in farming for 15 years!
JOHN GLENN, Virgil Grissom, Alan Shepard. One of these three men has a date
with destiny - the first journey into Space.","The older universities are often accused of being
Interested only in dad subjects. Now Cambridge has
the opportunity to show is just as interested in the
living . Particularly as its rival , Oxford , has had a
similar Course in farming for 15 years!
JOHN GLENN, Virgil Grissom, Alan Shepard. One of
these three mer has a date with destiny - the
first Journey into Space",,5874.0410804748535,4814.728021621704,,,,2025-12-30T19:08:07.303384,"The older universities are often accused of being interested only in dead subjects. How
Cambridge has the opportunity to show is just as interested in the living. Particularly as
its rival, Oxford, has had a similar course in farming for 15 years! JOHN GLENN,
Virgil Gresson, Alan Shepard. One of these three men has a date with
destiny - the first journey into Space.",,1609.5387935638428,2512.5818252563477,,,,2025-12-30T20:00:57.880054
iam_115_b05-017,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_115_b05-017/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_115_b05-017/printed.png,IAM_mini,"Nobody's going to shove 2ole Uncle Sam around!"" He then took out a piece of paper,
wrote his address on it and added: ""Anybody mucking the Yanks about had better
call on me first. I won't stand for it."" Exit a puzzled American.
The other incident occurred in the boat-train from Cherbourg to Paris.","Nobody's going to shove Zole Uncle Sam around ! "" He then
took out a piece of paper , wrote his address on it and added :
"" Anybody mucking the Yanks about had better call on me
first . I won't stand for it . "" Exit a puzzled american .
The other incident occurred in the Boat-train from Cherbourg
to Paris .",,2507.7528953552246,2670.325994491577,,,,2025-12-30T19:23:12.051523,"Nobody's going to shove 2ole Uncle Sam around!"" He then took out a piece of paper,
wrote his address on it and added: ""Anybody mucking the Yanks about had better
call on me first. I won't stand for it."" Exit a puzzled American.
The other incident occurred in the boat-train from Cherbourg to Paris.",,1187.1118545532227,2093.2600498199463,,,,2025-12-30T20:11:22.079978
iam_117_b05-045,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_117_b05-045/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_117_b05-045/printed.png,IAM_mini,"From being an assembler in an aircraft factory to becoming a paint sprayer in a
ceramic factory, he can be qualified for a completely new job in less time than it takes
to say ""Tolpuddle Martyrs!"" ""CRICKET,"" says the Oxford Dictionary, is ""an open
air game played with ball, bats and wickets between two sides consisting of eleven
players each."" Not so, dear Oxford Dictionary.","From being an assembler in an aircraft
factory to becoming a paint sprayer in
a ceramic factory, he can be qualified
for a completely new job in less time
than it takes to say "" Tolpuddle
Martyrs!""CRICKET,"" says the Oxford
Dictionary, is an open air game played
with ball , bats and wickets between
the two sides consisting of eleven players
each."" Not so, dear Oxford Dictionary .",,2491.466999053955,2684.845209121704,,,,2025-12-30T19:53:24.138931,"From being an assembler in an aircraft factory to becoming a paint sprayer in
a ceramic factory, he can be qualified for a completely new job in less time than it
takes to say ""Tolpuddle Martyrs!"" ""CRIKET,"" says the Oxford
Dictionary, is ""an open air game played with ball, bats and wickets between two sides
consisting of eleven players each."" Not so, dear Oxford Dictionary.",,2078.432083129883,2817.497968673706,,,,2025-12-30T20:34:15.234608
iam_117_b05-050,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_117_b05-050/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_117_b05-050/printed.png,IAM_mini,"You are out of date. Cricket in 1961 is played with a theodolite, six surveyors, a ball,
bats and wickets between two sides. Shades of the village stalwarts of Hambledon who
are now the patron saints of the game! What would THEY have thought of these
civil engineers creeping about the pitch with their optical instruments?","You are out of date . Giacet in 1961 is played
with a theodolite , six surveyors , a ball ,
bats and wickets between two sides . Shades
of the village stalwarts of Hambledon who
are now the patron saints of the game !
What would THEY have thought of
these civil engineers creeping about
the pitch with their optical
instruments ?",,3675.210952758789,2563.675880432129,,,,2025-12-30T19:45:01.410959,"You are out of date. Cricket in 1961 is played with a theodolite, six surveyors, a ball,
bats and wickets between two sides. Shades of the village stalwarts of Hambledon who
are now the patron saints of the game! What would THEY have thought of these
civil engineers creeping about the pitch with their optical instruments?",,1654.144048690796,2832.744836807251,,,,2025-12-30T20:28:06.598662
iam_118_b05-055,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_118_b05-055/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_118_b05-055/printed.png,IAM_mini,"The village green is the real home of cricket. A couple of bumps on a pitch have no
terrors for a good batsman with a stout heart, a firm grip on the willow and a hefty
contempt for batting averages and all the statistical blight that makes a mighty six
these days as rare as frostbite in summer.","The village green is the real home of cricket . A couple of bups
on a pitel have no terrors for a good batsman with a stort
heart , a firm grip on the willow and a hefty conteropt for
butting averages and all the statistical blight that makes a
mighty six these days as rare as frostbite in summer",,2465.9032821655273,2503.8139820098877,,,,2025-12-30T19:23:17.021668,"The village green is the real home of cricket. A couple of bumps on a pitch have no
terrors for a good batsman with a stout heart, a firm grip on the willow and a hefty
contempt for batting averages and all the statistical blight that makes a mighty six
these days as rare as frostbite in summer.

^{}[] Corral Benz",,1979.5117378234863,1629.3671131134033,,,,2025-12-30T20:11:25.689533
iam_118_g05-098,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_118_g05-098/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_118_g05-098/printed.png,IAM_mini,"So far had our thinking led us in this matter of the ""Werewolves"" that we had con-
templated the necessity of very special precautions to guard the lives of our airmen.
Particular hatred, we felt, was bound to be aimed at the representatives of those who
had, over the years, spread such ghastly havoc, destruction and death over Germany,
causing such wholesale slaughter among men, women and children, old and young
alike.","So far had our thinking led us in this matter of the
"" Werewolfer "" that we had contemplated the necessity of very
special precautions to guard the lives of our airmen . Particular
hatred , we felt , was bound to be aimed at the representatives of
those who had , over the years , spread such ghastly havoe , destruction
and death over Germany , causing such wholesale slaughter among
men , women and children , old and young alike .
Cornel Benz",,9117.985010147095,2636.3251209259033,,,,2025-12-30T19:43:44.870084,"So far had our thinking led us in this matter of the ""Warewolfes"" that we had
contemplated the necessity of very special precautions to guard the lives of our
airmen. Particular hatred, we felt, was bound to be aimed at the representatives
of those who had, over the years, spread such ghastly havoc, destruction and death over
Germany, causing such wholesale slaughter among men, women and children, old and
young alike.",,1931.2288761138916,3293.0941581726074,,,,2025-12-30T20:27:05.379797
iam_118_h05-012,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_118_h05-012/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_118_h05-012/printed.png,IAM_mini,"5. Other forms of war damage payment made by the Commission are highway pay-
ments, clearance payments (for clearing remains of structures from ""total loss"" sites)
and church payments. Although differing in certain important ways from the ordinary
cost of works payments, the sums paid under these heads have the common feature
that they are all payments in respect of works which have been carried out.","5 . Other forms of war damage payment made by the Commission
are highway payments , clearance payments ( for clearing remains of
structures from "" total loss "" sites ) and church payments . Although
differing in certain important ways from the ordinary cost of
works payments , the suns paid under these heads have the
common feature that they are all payments in respect of works
which have been caried out .
Cornel Bez",,2497.3361492156982,2676.248073577881,,,,2025-12-30T19:37:53.878125,"5. Other forms of war damage payment made by the Commission are highway payments, clearance payments (for
dearing remains of structures from ""total loss"" sites) and church payments. Although differing
in certain important ways from the ordinary cost of worker payments, the sum paid under these
heads have the common feature that they are all payments in respect of works which have
been carried out.",,1779.155969619751,3120.342969894409,,,,2025-12-30T20:23:02.540034
iam_119_g05-094,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_119_g05-094/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_119_g05-094/printed.png,IAM_mini,"The Nazi fortress concept turned out to be nothing more than a fantasy. Thanks to
the good sense of the front line soldiers, the meeting of East and West was marked by
the use of no weapon more lethal than vodka. And the effect on the German people
of the first ten years of the promised thousand of Nazi rule, so far from creating a
spirit of warlike frenzy, had produced universally a dull bewildered apathy.","The Nazi fortress concept turned out to be nothing
more than a fantasy . Thanks to the good
sense of the front line soldiers , the
meeting of East and West was marked by
the use of no weapon more leathal than
vodka . And the effect on the German people
of the first ten years of the promised
thousand
of
Nazi rule, sofar from creating
a spirit of warlike frenzy , had produced
universally a dull bewildered
apathy.",,2476.1319160461426,2580.1620483398438,,,,2025-12-30T19:27:53.331044,"The Nazi fortress concept turned out to be nothing more than a fantasy. Thanks to
the good sense of the front line soldiers, the meeting of East and West was marked by
the use of no weapon more lethal than vodka. And the effect on the German people
of the first ten years of the promised thousand of Nazi rule, so far from creating a
spirit of warlike frenzy, had produced universally a dull bewildered apathy.",,5134.909152984619,1900.1579284667969,,,,2025-12-30T20:15:11.226955
iam_120_b05-079,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_120_b05-079/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_120_b05-079/printed.png,IAM_mini,"This concept of slavery included Britain. General Brauchitsch signed a directive
ordering that after the successful invasion of our islands all the ""able-bodied male
population between the ages of seventeen and forty-five will, unless the local situation
calls for an exceptional ruling, be interned and dispatched to the Continent."" The
Baltic States were to have been our destination.","This concept of slavery included Britain.
general Brauchitsch signed a directive
ordering that after the successful
invasion of our islands all the able- bodied
4
ma
~ population between the ages of
seventeen and forty-five will, unless the
local situation calls for an exceptional
ruling be interned and dispatched to the
Continent.""The Baltic States were
to have been our destination .
Sus
-
Fank hauser",,2465.1899337768555,2583.7042331695557,,,,2025-12-30T19:39:19.862208,"This concept of slavery included Britain. General Brauchitsch signed a directive
ordering that after the successful invasion of our islands all the ""able-bodied male population
between the ages of seventeen and forty-five will, unless the local situation calls for an
exceptional ruling, be interned and dispatched to the Continent."" The Baltics
States were to have been our destination.

Susi Fankhauser",,1229.3519973754883,2537.2607707977295,,,,2025-12-30T20:24:00.546379
iam_123_b06-000,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_123_b06-000/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_123_b06-000/printed.png,IAM_mini,"SOME 17 years ago, in the early summer of 1934, the German ambassador in London
was dictating a secret report to his chief von Papen, in Berlin. ""Britain is uncomfort-
able in her role of champion of German rearmament, in opposition, to France."" Later
that year he warned that Britain knew Germany was breaking the agreement to stop
building bombers, and added:","SOME 17 years ago , in the early summer of 1934 ,
the German ambassador in London was dictating
a secret report to his chief von Papen , in Berlin .
"" Britain is uncomfortable in her role of champion
of German rearmament , in opposition , to France . ""
Later that year be warned that Britain knew
Germany was breaking the agreement to stop
building bombers , and added :",,2468.6012268066406,3187.659978866577,,,,2025-12-30T19:40:57.855767,"SOME 17 years ago, in the early summer of 1934, the German ambassador in London
was dictating a secret report to his chief von Papen, in Berlin. ""Britain is uncomfortable
in her role of champion of German rearmament, in opposition, to France."" Later
that year he warned that Britain knew Germany was breaking the agreement to stop
building bombers, and added:",,1742.0377731323242,1740.3898239135742,,,,2025-12-30T20:25:24.229341
iam_124_c06-111,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_124_c06-111/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_124_c06-111/printed.png,IAM_mini,"This sort of situation calls for some subtle, slightly sardonic handling. It doesn't get
it. But The Marriage-Go-Round is not entirely a waste of time. I learned from it
that in the Institutes of Advanced Studies attached to some American universities
the subject Social Psychology used to be called Home-making and is now known as
Domestic Relations.","This sort of situation calls for some subtle ,
slightly sardonic handling . It doesn't get it . But
The Marriage - Go-Round is not entirely a waste of
time . I learned from it that in the Institutes of Advanced
Studies attached to some American universities
the subject Social Psychology used to be called
Home-making and is now known as Domestic
Relations .",,3169.965982437134,2925.487756729126,,,,2025-12-30T19:16:17.236822,"This sort of situation calls for some subtle, slightly sardonic handling. It doesn't get
it. But The Marriage-Go-Round is not entirely a waste of time. I learned from it
that in the Institutes of Advanced Studies attached to some American universities
the subject Social Psychology used to be called Home-making and is now known as
Domestic Relations.",,2250.948905944824,2002.0732879638672,,,,2025-12-30T20:06:38.899076
iam_125_b06-056,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_125_b06-056/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_125_b06-056/printed.png,IAM_mini,"They obstructed every effort to fight for the Scarborough decisions, while scratching
around frantically to overturn them next time. Confusion of the original issue by
misrepresentation of the decisions, the introduction of a pseudo third way and the call
for party unity - in effect, a demand that the movement unite with the Gaitskellites
on their policy and no other seems to have done the trick of moving a number of
unions temporarily away from Scarborough decisions.","They obstructed every efort to fight for the
Scarborough decision, while #scratching
wound frantically to overturn them next
time . Confusion of the original some
by misrepresentation of the decision ,
the introduction of a pseudo third way
and the call for party unity-in effect ,
a demand that the movement unite
with the Gaitskellites on their policy
and no other seems to have done the
trick of moving an number of unions",,2477.5447845458984,3670.491933822632,,,,2025-12-30T19:03:07.201079,"They obstructed every effort to fight for the Scarborough decisions, while scratching
around frantically to overturn them next time. Confusion of the original issue by
misrepresentation of the decisions, the introduction of a pseudo third way and the call
for party unity - in effect, a demand that the movement unite with the Gaitskellites
on their policy and no other seems to have done the trick of moving a number of
unions temporarily away.",,1886.4519596099854,1980.0891876220703,,,,2025-12-30T19:57:17.564756
iam_125_c06-005,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_125_c06-005/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_125_c06-005/printed.png,IAM_mini,"Where the 2bhoys are. In the hallway are the empties; through the door hearts are
full, hopes are high. There are still a few amber inches in the bottle. Present are
some hard-core Friends of Brendan. They listen with many an obliging guffaw to the
brandy owner's solo swish on his anecdotal roller-coaster, with occasional stops for
an old I.R.A. air or a Connemara tear-jerker.","Where the Ushopp are . In the hallway are
the empties ; through the door hearts are
full , hopes are high . There are still on few
amber inches in the bottle . Present are some
hard-core Friends of Brendam . They Listen
with many an obliging guffow to the
brandy owner's soloswish on Ino anecdotal
roller-coaster , with occasional stops for an old
I. R. A. air or a Connemara tear-jesker .",,2463.672161102295,2541.175127029419,,,,2025-12-30T19:30:41.544640,"Where the 2bhoys are. In the hallway are the empties; through the door hearts are
full, hopes are high. There are still a few amber inches in the bottle. Present are
some hard-core Friends of Brendan. They listen with many an obliging guffaw to the
brandy owner's solo swish on his anecdotal roller-coaster, with occasional stops for
an old I.R.A. air or a Connemara tear-jerker.",,2045.2661514282227,2808.6609840393066,,,,2025-12-30T20:17:19.200094
iam_126_c06-052,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_126_c06-052/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_126_c06-052/printed.png,IAM_mini,"What happened to the new book partially tape-recorded by his publishers in March
of last year? Still a skeleton. Yet I have before me now a 12,000-word manuscript of
a book planned to be called Confessions of an Irish Rebel which was delivered to his
agents in June. IT begins: ""There was a party to celebrate Deirdre's return from her
abortion in Bristol.""","What happened to the new book partially tage-recorded
by his publishers in March of last year ? Still a skeleton . Yet
I have before me now a 12000-word manuscript of
a book planned to be called Confessions of an Irish
Rebel which was delivered to his agents in June . IT
begins: "" There was a party to celebrate Deirdre's
return from her abortion in Bristol """,,2563.7760162353516,2680.216073989868,,,,2025-12-30T19:14:52.646059,"What happened to the new book partially tape-recorded by his publishers in March of last year? Still a
skeleton. Yet I have before me now a 12,000-word manuscript of a book planned to be called
Confessions of an Irish Rebel which was delivered to his agents in June. It begins: ""There was a
party to celebrate Deirdre's return from her abortion in Bristol.""",,1564.6049976348877,3229.4180393218994,,,,2025-12-30T20:05:41.074436
iam_126_c06-087,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_126_c06-087/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_126_c06-087/printed.png,IAM_mini,"Inevitably there comes the time when Mr. Hudson suddenly breaks with tradition and
arrives there in July, when, just as inevitably, the place is full of American teenagers
on an escorted tour. Result: Mr. Hudson and lady love Lollo find themselves playing
chaperon (Brenda de Banzie, the official one, has broken a leg) to the girls, who have
just been joined by a Jeep-load of boys.","Inevitably there comes the when Mr. Hudson suddenly breaks
with tradition and arives there in July , when , just as
inevitably, the place is full of American teenagers on an
escorted tour , Result : Mr. Hudson and lady love Lollo find
themselves playing chaperon ( Brenda de Barrie , the official)
one, has broken a leg ) to the girls, who have just
been joined by a Jeep-load of boys .",,3608.5331439971924,3002.7201175689697,,,,2025-12-30T19:55:06.077216,"Inevitably there comes the time when Mr. Hudson suddenly breaks with tradition and
arrives there in July, when, just as inevitably, the place is full of American teenagers
on an escorted tour. Result: Mr. Hudson and lady love Lollo find themselves playing
chaperon (Brenda de Banzie, the official one, has broken a leg) to the girls, who have
just been joined by a Jeep-load of boys.",,1890.0120258331299,3267.199993133545,,,,2025-12-30T20:35:34.042339
iam_129_c06-014,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_129_c06-014/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_129_c06-014/printed.png,IAM_mini,"At last Brendan - to the journalist's relief - turns his attention to the writing scene.
He proceeds to place himself in the literary hierarchy. ""I consider myself,"" he says, ""a
cut above Evelyn Waugh socially, a cut above Nancy Mitford artistically, a cut above
Frank Haxell conversationally. ""But,"" he continues, ""the greatest is Shelagh Delaney.
Just because A Taste of Honey was set in Salford they put on her the limiting label
of working-class writer.","At last Brendan - to the journalist's
relief - turns his attention to
The writing scence . He proceeds to
place himself in the literary hierarchy .
I consider myself,"" he says,""a cut
above Evelyn Waugh socially , a cut
above Nancy Mitford artistically a
cut above Frank Haxell conversationally .
""But,"" he continues,
"" the gratest is
She lagh Delaney . Just because A Taste",,2478.4579277038574,2698.507785797119,,,,2025-12-30T19:44:50.114405,"At last Brendan - to the journalist's relief - turns his attention to the writing
scene. He proceeds to place himself in the literary hierarchy. ""I consider myself,"" he
says, ""a cut above Evelyn Waugh socially, a cut above Nancy Mitford artistically, a
cut above Frank Haxell conversationally. ""But,"" he continues, ""the grater is
Shelagh Delaney. Just because A Task",,2150.1522064208984,3586.7528915405273,,,,2025-12-30T20:27:57.317617
iam_129_c06-138,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_129_c06-138/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_129_c06-138/printed.png,IAM_mini,"The plain, sober manner of its style all the more tellingly points up not only the
horror of the case itself, which floundered on to the electrocution four years later
of a German-born Bronx carpenter named Bruno Richard Hauptmann, but to the
raree-show emotionalism and sensation-hunger of that era.","The plain , sober manner of its
Style
all the more tellingly
points up not only the horror
of the case itself , which
floundered on to the electrocution
four years later of a German -
Broux carpenter named
bom
Bruno Richard Hauptmann , but
to the raree-show emotionalism
and sensation - hunger of that
era.",,2535.176992416382,2645.369052886963,,,,2025-12-30T19:44:34.685431,"The plain, sober manner of its style all the more tellingly points up not only the horror
of the case itself, which floundered on to the electrocution four years later of a
German-born Bronx carpenter named Bruno Richard Hauptmann, but to the
rare-show emotionalism and sensation-hunger of that era.",,1330.9218883514404,4186.763048171997,,,,2025-12-30T20:27:44.300462
