sample_id,image_path,printed_image_path,dataset,ground_truth,gpt-5-mini_prediction,gpt-5-mini_prompt,gpt-5-mini_ground_truth_inference_time_ms,gpt-5-mini_prediction_inference_time_ms,gpt-5-mini_tokens_used,gpt-5-mini_ground_truth_error,gpt-5-mini_prediction_error,gpt-5-mini_timestamp,gpt-5-nano_prediction,gpt-5-nano_prompt,gpt-5-nano_ground_truth_inference_time_ms,gpt-5-nano_prediction_inference_time_ms,gpt-5-nano_tokens_used,gpt-5-nano_ground_truth_error,gpt-5-nano_prediction_error,gpt-5-nano_timestamp
iam_225_e02-086,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_225_e02-086/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_225_e02-086/printed.png,IAM_mini,"Coming now to the actual tools and their cost, we begin with what we have called a bare minimum kit. Probably most men have some of the tools already. It will enable a man to make simple, straight-forward things, and in any case may be regarded as a good beginning to which other tools can be added as the need arises. The nature of the work will probably dictate the additions to be made, but as a guide we have given a fuller kit which increases the range of things that can be made enormously.","Coming now to the actual tools and their cost, we begin
with what we have called a bare minimum kit. Probably
most men have some of the tools already. It will enable
a man to make simple, straight-forward things, and in
any case may be regarded as a good beginning to
which other tools can be added as the need arises. The
nature of the work will probably dictate the additions
to be made, but as a guide we have given a fuller kit
which increases the range of things that can be
made enormously.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6078.683137893677,11065.99497795105,,,,2025-12-30T23:59:43.014403,"Coming now to the actual tools and their cost, we begin
with what we have called a bare minimum kit. Probably
most men have some of the tools already. It will enable
a man to make simple, straight-forward things, and in
any case may be regarded as a good beginning to
which other tools can be added as the need arises. The
nature of the work will probably dictate the additions
to be made, but as a guide we have given a fuller kit
which increases the range of things that can be
made economically.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6553.178310394287,29020.049333572388,,,,2025-12-31T07:24:34.727424
iam_227_e02-094,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_227_e02-094/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_227_e02-094/printed.png,IAM_mini,"Lastly, we suggest certain power tools and machines, the choice of which will depend
partly upon the space available in the workshop, the amount one is prepared to pay,
and the type of work a man normally does. First, however, a word of advice generally.
Do not buy so-called cheap tools or machines. They never are cheap in the long run.
They may be inaccurate, the steel may be soft (or possibly too hard) so that the edge
either crumbles or is brittle, or they may not be robust enough for the work they
have to do.","Lastly, we suggest certain power tools and
machines, the choice of which will
depend partly upon the space available
in the workshop, the amount one
is prepared to pay, and the type of
work a man normally does. First,
however, a word of advice generally.
Do not buy so-called cheap tools or
machines. They never are cheap in the
long run. They may be inaccurate,","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6308.296203613281,8429.567813873291,,,,2025-12-31T00:08:37.364619,,"Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",9042.423009872437,24851.309776306152,,,,2025-12-31T07:35:46.023890
iam_230_e04-008,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_230_e04-008/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_230_e04-008/printed.png,IAM_mini,"All the joints are simple halving joints glued and pinned, which should nevertheless be cut with care to ensure a neat appearance. The side frames are joined by four cross pieces each 1 1/4 in. by 1/2 in. by 14 in. which fit into the recesses (C), cut to fit them.","All the joints are simple halving joints glued and pinned,
which should nevertheless be cut with care to ensure a neat
appearance. The side frames are joined by four cross pieces
each 1 1/4 in. by 1/2 in. by 14 in. which fit into the recesses (C),
cut to fit them.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6413.739204406738,10775.901794433594,,,,2025-12-31T00:04:19.987029,"All the joints are simple having joints glued and pinned,
which should nevertheless be cut with care to ensure a neat
appearance. The side frames are joined by four cross pieces
each 1 1/4 in. by 1/2 in by 1 4 in. which fit into the recesses (C),
cut to fit them.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7815.334796905518,17861.30976676941,,,,2025-12-31T07:30:15.145359
iam_233_e04-026,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_233_e04-026/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_233_e04-026/printed.png,IAM_mini,"Finally attach the back firmly to the sides with screws driven from the inside. The footrest is a piece of timber 14 in. long and about 1/2 in. by 4 in. attached to the front legs with a pair of angle irons as shown in Fig. 5. When determining the position of the footrest, do not place too near the seat to allow for the growth of baby's legs.","Finally attach the back firmly to the sides with
screws driven from the inside. The footrest is a
piece of timber 14 in. long and about 1 1/2 in.
by 4 in. attached to the front legs with a pair
of angle irons as shown in Fig. 5. When determining
the position of the footrest, do not place too near
the seat to allow for the growth of baby's legs.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5224.801063537598,12200.004816055298,,,,2025-12-31T01:45:58.281972,"Finally attach the back firmly to the sides with
screws driven from the inside. The footrest is a
piece of timber 14 in. long and about 1 1/2 in.
by 4 in. attached to the front legs with a pair
of angle irons as shown in Fig. 5. When determining
the position of the footrest, do not place too near
the seat to allow for the growth of baby's legs.
.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7557.4400424957275,15420.629978179932,,,,2025-12-31T09:54:03.931899
iam_235_e04-043,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_235_e04-043/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_235_e04-043/printed.png,IAM_mini,"Here are the plans of a very seaworthy little rowing dinghy many of which I have built and sold. It is especially designed for simplicity in construction, cheapness and lightness of weight, and measures approximately 8 ft. by 4 ft. She weighs only 60 lb. but can carry three people and an outboard motor with a comfortable margin of freeboard.","Here are the plans of a very seaworthy little
rowing dinghy many of which I have built and
sold. It is especially designed for simplicity in
construction, cheapness and lightness of weight,
and measures approximately 8 ft. by 4 ft. She
weighs only 60 lb. but can carry three people
and an outboard motor with a comfortable
margin of freeboard.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6025.383949279785,16963.978052139282,,,,2025-12-31T02:32:21.775830,"Here are the plans of a very seaworthy little
rowing dinghy many of which I have built and
sold. It is especially designed for simplicity in
construction, cheapness and lightness of weight,
and measures approximately 8 Ft. by 4 Ft. She
weighs only 60 lb. but can carry three people
and an outboard motor with a comfortable
margin of freeboard.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6617.934703826904,11927.938222885132,,,,2025-12-31T12:09:57.528782
iam_236_e04-058,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_236_e04-058/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_236_e04-058/printed.png,IAM_mini,"If you do not have a wooden floor on which to anchor the moulds, make a frame of rough lumber as shown in Fig. 2. The main idea is to have the moulds standing as rigid as possible, for it is on these you will be building and shaping your little craft, upside-down. For cheapness I recommend using Douglas Fir Plywood from British Columbia.","If you do not have a wooden floor on which to anchor
the moulds, make a frame of rough lumber as shown in
Fig. 2. The main idea is to have the moulds standing as
rigid as possible, for it is on these you will be building
and shaping your little craft, upside-down. For cheapness
I recommend using Douglas Fir Plywood from British
Columbia.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",4858.960151672363,13790.042161941528,,,,2025-12-30T23:34:08.368977,"If you do not have a wooden floor on which to anchor
the walls, make a frame of rough lumber as shown in
Fig. 2.
The main idea is to have the walls standing as
rigid as possible, for it is on these you will be building
and shaping your little craft, upside-down. For cheapness
I recommend using Douglas Fir plywood from British
Columbia.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6824.43380355835,14699.000120162964,,,,2025-12-31T06:45:23.463457
iam_238_e04-079,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_238_e04-079/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_238_e04-079/printed.png,IAM_mini,"Cut the moulds and the transoms to shape as in the detailed drawings. If you have a wooden floor you can use 'A' frames fastened to the floor if not, use a strong horizontal frame that will sit firmly on the ground or concrete floor. I use a heavy old base as in Fig. 2.","Cut the moulds and the
transoms to shape as in the
detailed drawing. If you have
a wooden floor you can use
'A' frames fastened to the floor
if not, use a strong horizontal
frame that will sit firmly on
the ground or concrete floor. I
use a heavy old base as in
Fig. 2.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6644.279956817627,9549.740076065063,,,,2025-12-31T01:50:11.824227,"Cut the moulds and the
transoms to shape as in the
detailed drawings. If you have
a wooden floor you can use
A) frames fastened to the floor
if not, use a strong horizontal
frame that will sit firmly on
the ground or concrete floor. I
use a heavy old base as in
Fig. 2.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6137.682914733887,23072.32403755188,,,,2025-12-31T10:01:37.218444
iam_239_h04-000,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_239_h04-000/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_239_h04-000/printed.png,IAM_mini,"Nevertheless, average net family income was appreciably higher in families with several children than in those with only one, many of which were incomplete families of younger parents with lower earnings, and of course with lower tax reliefs and no family allowances. The rise in net family incomes between 1954 and 1959 was greatest for childless couples, especially older couples (probably because of the increase in retirement pensions), and somewhat greater in small than in large families.","Nevertheless, average net family income
was appreciably higher in families with
several children than in those with only,
many of which were incomplete families
of younger parents with lower earnings,
and of course with lower tax reliefs and
no family allowances. The rise in net family
incomes between 1954 and 1959 was great-
est for childless couples, especially older
couples (probably because of the","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7649.86515045166,8048.811197280884,,,,2025-12-30T23:43:14.873647,"Nevertheless, average net family income
was appreciably higher in families with
several children than in those with only,
many of which were incomplete families
of younger parents with lower earnings,
and of course with lower tax reliefs and
no family allowances. The rise in net family
incomes between 1954 and 1959 was great-
est for childless couples, especially older
couples (probably because of the
child allowances.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",8188.288927078247,19890.55109024048,,,,2025-12-31T06:59:36.689256
iam_239_k04-017,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_239_k04-017/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_239_k04-017/printed.png,IAM_mini,"'Are you enjoying yourself, Olimpia?' she asked idly, tapping the girl's cheek lightly with her fan, in passing; but she did not wait for the answer. Disturbed by vague uneasiness, she was wondering whether Olimpia had been watching her talk with Orsini. Surely she could not have overheard anything they said? A moment's reflection reassured her on that point, for she was certain no one had been standing near them.","'Are you enjoying yourself, Olimpia?' she
asked idly, tapping the girl's cheek lightly with
her fan, in passing; but she did not wait for
the answer. Disturbed by vague uneasiness, she
was wondering whether Olimpia had been
watching her talk with Orsin. Surely she
could not have overheard anything they
said? A moment's reflection reassured her
on that point, for she was certain no one
had been standing near them.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5781.692743301392,10438.842058181763,,,,2025-12-31T00:56:38.041722,"'Are you enjoying yourself, Olimpia?' she
asked idly, tapping the girl's cheek lightly with
her fan, in passing; but she did not wait for
the answer. Disturbed by vague uneasiness, she
was wondering whether Olimpia had been
watching her talk with Orsin. Surely she
could not have overheard anything they
said? A moment's reflection reassured her
on that point, for she was certain no one
had been standing near them.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",9828.534126281738,17921.358108520508,,,,2025-12-31T08:42:52.736930
iam_240_e04-086,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_240_e04-086/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_240_e04-086/printed.png,IAM_mini,"The chine is the long stringer on each side which is joined to both transoms and lies in the grooves cut in the moulds. Each chine is made of oak, ash, spruce or any long grained flexible wood. I prefer spruce when available. As will be seen in the plan, the transoms have a frame 1 in. by 1 in. on each side.","The chine is the long stringer on each side which
is joined to both transoms and lies in the grooves
cut in the moulds - Each chine is made of oak,
ash, spruce or any long grained flexible wood - I
prefer spruce when available. As will be seen
in the plan, the transoms have a frame 1 in.
on each side -","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5140.40994644165,15350.3737449646,,,,2025-12-31T02:13:17.305942,"The chain is the long stringer on each side which
is joined to both transoms and lies in the grooves
cut in the moulds - Each stringer is made of oak,
ash, spruce or any long grained flexible wood - I
prefer space when available - As will be seen
in the plan, the transoms have a frame 1 in.
on each side.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7888.739109039307,22624.684810638428,,,,2025-12-31T10:33:00.759657
iam_242_e04-103,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_242_e04-103/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_242_e04-103/printed.png,IAM_mini,"Having trimmed up the chines, we are now ready to plank the sides. Start again at the bows, clamping into position with a 'D' clamp. Bend round the frame to the stern and clamp there. If you have a third clamp use it in the centre as well. After generously covering with glue, screw the sides to the transom framing and the chine.","Having trimmed up the chines, we are now ready
to plank the sides. Start again at the bows,
clamping into position with a 'D' clamp. Bend
round the frame to the stern and clamp there. If
you have a third clamp use it in the center as
well. After generously covering with glue, screw
the sides to the transom framing and the chine.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6803.780078887939,8227.42509841919,,,,2025-12-31T01:46:13.313809,"Having trimmed up the dines, we are now ready
to planks the sides. Start again at the bows,
cloomping into position with a 'D' clamp. Bend
round the frame to the stern an clamp there. If
you have a third clamp use it in the center as
well. After generously covering with glue, screw
the sides to the transom framing and the dine.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6869.802951812744,38537.74094581604,,,,2025-12-31T09:54:49.340306
iam_243_e04-127,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_243_e04-127/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_243_e04-127/printed.png,IAM_mini,"I rivet my gunwales together through the side of the hull with copper nails and roves.
It greatly improves the appearance and the strength. Paint with good marine primer,
undercoat and at least one coat of finishing paint. WHEN an assortment of differently
coloured materials are cut into a variety of shapes they can be combined by either
making fabric pictures or designs.","I rivet my gunwales together through the side of the hull
with copper nails and roves. It greatly improves the
appearance and the strength. Paint with good marine primer,
undercoat and at least one coat of finishing paint.
When an assortment of differently colored materials are cut
into a variety of shapes they can be combined by either
making fabric pictures or designs.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7155.904054641724,10957.361936569214,,,,2025-12-31T02:31:19.979899,"I rivet my gunwales together through the side of the hull
with copper nails and rivets.
It greatly improves the
appearance and the strength.
Paint with good marine primer,
undercoat and at least one coat of finishing paint.
when an assortment of differently coloured materials are cut
into a variety of shapes they can be combined by either,
making fabric patches or designs.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",9120.14627456665,19368.77679824829,,,,2025-12-31T12:08:43.124761
iam_244_e07-003,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_244_e07-003/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_244_e07-003/printed.png,IAM_mini,"Wholesale chemical spraying, upsetting as it does the balance of nature by killing both pests and predators, is viewed with concern by a number of American State Research Stations. Not content with issuing bulletins on the dangers of the misuse of chemicals in agriculture, some stations are carrying out useful research on pest control by biological means. Both native and imported predatory insects and insect pathogens are used in field trial tests.","Wholesale chemical spraying, upsetting as it
does the balance of nature by killing both pests
and predators, is viewed with concern by a
number of American State Research Stations. Not
content with issuing bulletins on the dangers
of the misuse of chemicals in agriculture,
some stations are carrying out useful research on
pest control by biological means. Both native and
imported predatory insects and insect pathogens
are used in field trial tests.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5732.35821723938,13402.506828308105,,,,2025-12-31T01:40:36.717392,"Wholesale chemical spraying, upsetting as it
does the balance of nature by killing both pests
and predators, is viewed with courtesy by a
number of American State Research Stations. Not
content with injuring bulletins or the dangers
of the misuse of chemicals in agriculture,
some stations are carrying out useful research on
pest control by biological means. Both native and
imported predatory insects and used pathogens
are used in field trial tests.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6764.883995056152,24272.731065750122,,,,2025-12-31T09:46:42.662767
iam_245_e07-007,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_245_e07-007/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_245_e07-007/printed.png,IAM_mini,"The biological control of pests in the garden is not new to the American gardener. Ladybirds figure in press advertisements, their sale being by the gallon. Praying mantis (Mantis religiosa), both native and ""immigrant"" varieties, are used by gardeners in all parts of the United States. Advertisements offer eggs of European, Chinese or native forms of mantis.","The biological control of pests in the garden
is not new to the American gardener. Lady-
birds figure in press advertisements, their
sale being by the gallon. Praying mantis (Mantis
religiosa), both native and ""immigrant"" varieties,
are used by gardeners in all parts of the United
States. Advertisements offer eggs of European,
Chinese or native forms of mantis.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",4712.12911605835,9477.497100830078,,,,2025-12-31T01:18:57.898965,"The biological control of pests in the garden
is not new to the American gardener. Lady-
birds figure in press advertisements, their
sale being by the gallon. Praying mantis (Mantis
religiosa), both native and ""immigrant"" varieties,
are used by gardeners in all parts of the United
States. Advertisements offer eggs of European,
Chinese or native forms of mantis.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",8999.561786651611,23155.250310897827,,,,2025-12-31T09:15:02.480218
iam_247_e07-086,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_247_e07-086/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_247_e07-086/printed.png,IAM_mini,"It is not easy to make an economic comparison between clay pots and the various substitutes; the former may last indefinitely with luck, while the latter are often expendable used only once. Clay pots are efficient and congenial containers in which to grow plants. In their proper setting they are not unattractive and, in spite of their shortcomings, most gardeners have a nostalgic affection for them.","It is not easy to make an economic
comparison between clay pots and the various
substitutes; the former may last indefinitely
with luck, while the latter are often
expendable and used only once. Clay pots are
efficient and congenial containers in which
to grow plants. In their proper setting they
are not unattractive and, in spite of
their shortcomings, most gardeners have
a nostalgic affection for them.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5203.386068344116,8800.403833389282,,,,2025-12-30T23:54:33.332557,"It is not easy to make an economic
comparison between clay pots and the various
substitutes; the former may last indefinitely
with luck, while the latter are oft en
available and only once. Clay pots are
efficient and congenial containers in which
to grow plants. In their proper setting they
are not unattractive and, in spite of
their shortcomings, most gardeners have
a nostalgic affection for them.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",9531.05115890503,20504.153966903687,,,,2025-12-31T07:17:29.950017
iam_247_e07-090,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_247_e07-090/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_247_e07-090/printed.png,IAM_mini,"Present-day pots are better finished, do not get dirty so readily and are easier to wash.
The deep rims make for neater and safer stacking, though they are still expensive and still get broken. On the other hand, there is really no replacement for the larger sizes, so they have the decided advantage of being the only suitable container available in quantity for fairly large plants.","Present-day pots are better finished, do
not get dirty so readily and are easier to
wash. The deep rims make for neater and
safer stacking, though they are still
expensive and still get broken. On the
other hand, there is really no replacement
for the larger sizes, so they have the
decided advantage of being the only
suitable container available in quantity
for fairly large plants.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6165.337085723877,11124.14002418518,,,,2025-12-31T02:35:25.441074,,"Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7009.459018707275,23000.12707710266,,,,2025-12-31T12:13:55.265159
iam_250_f01-053,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_250_f01-053/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_250_f01-053/printed.png,IAM_mini,"The job of the teacher is to set the learner's vocabulary to work on the existing store so as to make it grow. He does not simply pack new things into the store. The solitary learner has to find out how to do this for himself, with the help of books. He uses his vocabulary to ask questions and uses the books to find the answers.","The job of the teacher is to set the learner's
vocabulary to work on the existing store
so as to make it grow. He does not
simply pack new things into the store.
The solitary learner has to find out
how to do this for himself, with the help
of books. He uses his vocabulary to
ask questions and uses the books to
find the answers.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5728.8818359375,8119.884252548218,,,,2025-12-30T23:51:16.291714,"The job of the teacher is to set the learner's
vocabulary to work on the existing store
so as to make it yours. He does not
simply pack new things into the store.
The solitary learner has to find out
how to do this for himself, with the help
of books. He uses his vocabulary to
ask questions and use the books to
find the answers.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6863.322973251343,30558.852195739746,,,,2025-12-31T07:12:42.939867
iam_250_f01-058,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_250_f01-058/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_250_f01-058/printed.png,IAM_mini,"Thus learning how to learn means becoming your own philosopher, your own psychologist and your own teacher. You will then be a well-established learner and the world will be at your feet. Although the word ""mind"" has given rise to endless controversy among philosophers and psychologists, many of whom would like to abolish it from the dictionary, most of us obstinately go on using it.","Thus learning how to learn means becoming
your own philosopher, your own psychologist
and your own teacher. You will then be
a well-established home and the world
will be at your feet. Although the word
""mind"" has given rise to endless
controversy ag philosophers ad psycho-
logists, many of whom would like to
abolish it from the dictionary, most
of us obstinately go on using it.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6492.580890655518,29104.96711730957,,,,2025-12-31T00:26:47.025628,"This learning how to learn means becoming
your own philosopher, your own psychologist
and you are your own teacher. You will be
a well-established learner and the world
will be at your feet. Although the word
""mind"" has given rise to endless
controversy among philosophers and psychologists,
ways of those who would like to
abolish it from the dictionaries, most
of us obviously go on using it.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",8602.1409034729,28055.99021911621,,,,2025-12-31T07:59:53.459956
iam_254_f01-081,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_254_f01-081/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_254_f01-081/printed.png,IAM_mini,"We must beware, however, of supposing that there must be any close analogy between the units of quite different sciences. For example the success of the atomic theory in physics might lead us to suppose that the ultimate units of geometry must be points. It would be more correct to regard operations as the ultimate units of geometry.","We must beware, however, of supposing that there must be any
close analogy between the units of quite different
sciences. For example the success of the atomic theory
in physics might lead us to suppose that the ultimate
units of geometry must be points. It would be more
correct to regard operations as the ultimate units of
geometry.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5528.941631317139,8390.995264053345,,,,2025-12-31T02:27:03.870294,"We must beware, however, of supposing that there must be any
close analogy between the units of geometry and different
science. For example the success of the atomic theory
in physics might lead us to suppose that the ultimate
units of geometry must be points; It would be more
correct to regard operations as the ultimate units of
geometry.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5345.710039138794,17279.96015548706,,,,2025-12-31T12:03:46.736531
iam_255_f01-135,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_255_f01-135/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_255_f01-135/printed.png,IAM_mini,"It is the tendency to get things the wrong way round. As a psychologist I am constantly encountering this tendency in friends and acquaintances. They think there is something inevitably ""queer"" about psychology and this feeling of queerness usually boils down to a quite mistaken belief that the psychologist first looks into his own mind and then interprets other people's minds by what he has found in his own.","It is the tendency to get things
the wrong way round. As a
psychologist I am constantly
encountering this tendency
in friends and acquaintances.
They think there is something
inevitably ""queer"" about psychology
and this feeling of queerness
usually boils down to a quite
mistaken belief that the
psychologist first looks into...","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",21199.45001602173,10725.659847259521,,,,2025-12-31T01:20:47.452834,"It is the tendency to get things
the wrong way round. As a
psychologist I am constantly
encountering this tendency
in friends and acquaintances.
They think there is something inevitably queer about psychology
and this feeling of queerness
usually boils down to a quite
mistaken belief that the
psychologist first looks into...","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7789.720058441162,14700.760126113892,,,,2025-12-31T09:17:53.758040
