sample_id,image_path,ground_truth,language,dataset,prediction_claude_sonnet,inference_time_ms_claude_sonnet,tokens_used_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,tokens_used_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,tokens_used_gpt-5-nano,error_gpt-5-nano
iam_046_a03-023,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_046_a03-023/handwritten.png,"This emphasis on the legality of the former
Government suggests that all is not well
with the political and military leadership
of the pro-communist Most of the
province of Xieng Khouang and the
tactically useful Plain of Jars however,
appear still to be firmly in their hands.
The Government has claimed the
recapture of Vang Vieng, the pro-
communists former base 60 miles
north of Vientiane, but this claim",,IAM_mini,"The text from this image reads:

""This emphasis on the legality of the former Government suggests that all is not well with the political and military leadership of the pro-communists. Most of the province of Xieng Khouang and the tactically useful Plain of Jars, however, appear still to be firmly in their hands. The Government has claimed the recapture of Vang Vieng, the pro-communists' former base 60 miles north of Vientiane, but this claim had been made before the end of last month.""",5621.124029159546,,,"This emphasis on the legality of the former Government suggests that all is not well with the political and military leadership of the pro-communists. Most of the province of Xieng Khouang and the tactically useful Plain of Jars, however, appear still to be firmly in their hands. The Government has claimed the recapture of Vang Vieng, the pro-communists' former base 60 miles north of Vientiane, but this claim had been made before the end of last month.",8425.48680305481,,,"This emphasis on the legality of the former Government suggests that all is not well with the political and military leadership of the pro-communists. Most of the province of Xieng Khouang and the tactically useful Plain of Jars, however, appear still to be firmly in their hands. The Government has claimed the recapture of Vang Vieng, the pro-communists’ former base 60 miles north of Vientiane, but this claim had been made before the end of last month.",7075.996875762939,,
iam_052_a03-043,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_052_a03-043/handwritten.png,"However, a separate poll revealed that Mr. Diefenbaker was still ahead in terms of popularity as an individual leader (for Mr. Diefenbaker 36 per cent, for Mr. Pearson 34 per cent). How far is Mr. Lester Pearson acceptable to the people of Canada as a Prime Minister? Many observers at the national rally will be seeking an answer.",,IAM_mini,"The text in the image reads:

""However, a separate poll revealed that Mr. Diefenbaker was still ahead in terms of popularity as individual leader (for Mr. Diefenbaker 36 per cent, for Mr. Pearson 34 per cent). How far is Mr. Lester Pearson acceptable to the people of Canada as a Prime Minister? Many observers at the national rally will be seeking an answer.""",5924.5030879974365,,,"However, a separate poll revealed that Mr. Diefenbaker was still ahead in terms of popularity as an individual leader (for Mr. Diefenbaker 36 per cent, for Mr. Pearson 34 per cent). How far is Mr. Lester Pearson acceptable to the people of Canada as a Prime Minister? Many observers at the national rally will be seeking an answer.",4697.067975997925,,,"However, a separate poll revealed that Mr. Diefenbaker was still ahead in terms of popularity as an individual leader (for Mr. Diefenbaker 36 per cent, for Mr. Pearson 34 per cent). How far is Mr. Lester Pearson acceptable to the people of Canada as a Prime Minister? Many observers at the national rally will be seeking an answer.",6615.478038787842,,
iam_053_a03-054,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_053_a03-054/handwritten.png,"Everything is being done to promote a new image. Certainly, he is now a much less trounced by Mr. Diefenbaker in the House in those early days. It has been a hard road back but now, with plenty of political ammunition given him by the Government in recent sessions, he is leading the Opposition with skill and assurance and is a match for the Prime Minister across the floor.",,IAM_mini,"The text from the image reads:

""Everything is being done to promote a new image. Certainly, he is now a much tougher character politically than when he took over the leadership. He was mercilessly trounced by Mr. Diefenbaker in the House in those early days. It has been a hard road back but now, with plenty of political ammunition given him by the Government in recent sessions, he is leading the Opposition with skill and assurance and is a match for the Prime Minister across the floor.""",5833.513021469116,,,"Everything is being done to promote a new image. Certainly, he is now a much tougher character politically than when he took over the leadership. He was mercilessly trounced by Mr. Diefenbaker in the House in those early days. It has been a hard road back but now, with plenty of political ammunition given him by the Government in recent sessions, he is leading the Opposition with skill and assurance and is a match for the Prime Minister across the floor.",6482.396841049194,,,"Everything is being done to promote a new image. Certainly, he is now a much tougher character politically than when he took over the leadership. He was mercilessly trounced by Mr. Diefenbaker in the House in those early days. It has been a hard road back but now, with plenty of political ammunition given him by the Government in recent sessions, he is leading the Opposition with skill and assurance and is a match for the Prime Minister across the floor.",8597.527027130127,,
iam_058_a04-003,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_058_a04-003/handwritten.png,"It arose during talks following
President Kennedy's report to the British
Prime Minister of the outcome of his recent
visit to Paris. There General de Gaulle had made
clear that he would accept Britain into the
Common Market only if there were no conditions
laid down to meet the Commonwealth
and other reservations.",,IAM_mini,"The text in the image reads:

""It arose during talks following President Kennedy's report to the British Prime Minister of the outcome of his recent visit to Paris. The General de Gaulle had made clear that he would accept Britain into the Common Market only if there were no conditions laid down to meet the Commonwealth and other reservations.""

This appears to be a historical excerpt discussing negotiations regarding Britain's potential entry into the Common Market (European Economic Community) and France's position on the matter in the early 1960s.",5207.282066345215,,,It arose during talks following President Kennedy's report to the British Prime Minister of the outcome of his recent visit to Paris. There General de Gaulle had made clear that he would accept Britain into the Common Market only if there were no conditions laid down to meet the Commonwealth and other reservations.,6625.287294387817,,,It arose during talks following President Kennedy's report to the British Prime Minister of the outcome of his recent visit to Paris. There General de Gaulle had made clear that he would accept Britain into the Common Market only if there were no conditions laid down to meet the Commonwealth and other reservations.,7871.335744857788,,
iam_059_a04-019,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_059_a04-019/handwritten.png,"It said that the President and Premier noted ""with satisfaction"" the agreement in Vienna on the need for an effective Laos ceasefire, which should lead to progress toward a Laos agreement at the Geneva conference. ""Particular attention was also given to the nuclear tests conference and to the question of disarmament."" The situation in regard to Germany was reviewed, and there was full agreement on the necessity of maintaining the rights and obligations of the allied Governments in Berlin.""",,IAM_mini,"Here is the text from the image:

""It said that the President and Premier noted 'with satisfaction' the agreement in Vietnam on the need for an effective ceasefire, which should lead to progress toward a Laos agreement at the Geneva conference. Particular attention was also given to the nuclear tests conference and to the question of disarmament. The situation in regard to Germany was reviewed, and there was full agreement on the necessity of maintaining the rights and obligations of the allied Governments in Berlin.""",5517.84610748291,,,"It said that the President and Premier noted ""with satisfaction"" the agreement in Vienna on the need for an effective Laos ceasefire, which should lead to progress toward a Laos agreement at the Geneva conference. ""Particular attention was also given to the nuclear tests conference and to the question of disarmament. ""The situation in regard to Germany was reviewed, and there was full agreement on the necessity of maintaining the rights and obligations of the allied Governments in Berlin.""",9898.151159286499,,,"It said that the President and Premier noted ""with satisfaction"" the agreement in Vienna on the need for an effective Laos ceasefire, which should lead to progress toward a Laos agreement at the Geneva conference. ""Particular attention was also given to the nuclear tests conference and to the question of disarmament."" ""The situation in regard to Germany was reviewed, and there was full agreement on the necessity of maintaining the rights and obligations of the allied Governments in Berlin.""",9049.55506324768,,
iam_059_a04-023,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_059_a04-023/handwritten.png,"Apart from their formal Admiralty House talks, followed by lunch
given by Lady Dorothy Mountbatten with Mrs. Kennedy and other
guests present, Mr. Kennedy and Mr. Macmillan met twice more
times yesterday. In PARIS, Mr. Dean Rusk, U.S. Secretary of
State, gave a 90-minute briefing on the Vienna talks to the
15-nation NATO council. Some of his listeners said he was
""rather pessimistic"" and talked of a Berlin crisis later this year.",,IAM_mini,"The text from the image reads:

""Apart from their formal Admiralty House talks, followed by lunch given by Lady Dorothy Macmillan with Mrs. Kennedy, and other guests present, Mr. Kennedy, and Mr. Macmillan met three more times yesterday. In PARIS, Mr. Dean Rusk, U.S. Secretary of State, gave a 90-minute briefing on the Vienna talks to the 15-nation Nato council. Some of his listeners said he was ""rather pessimistic"" and talked of a Berlin crisis later this year.""",5522.528171539307,,,"Apart from their formal Admiralty House talks, followed by lunch given by Lady Dorothy Macmillan with Mrs. Kennedy and other guests present, Mr. Kennedy and Mr. Macmillan met three more times yesterday. In PARIS, Mr. Dean Rusk, U.S. Secretary of State, gave a 90-minute briefing on the Vienna talks to the 15-nation Nato council. Some of his listeners said he was ""rather pessimistic"" and talked of a Berlin crisis later this year.",7730.324983596802,,,"Apart from their formal Admiralty House talks, followed by lunch given by Lady Dorothy Macmillan with Mrs. Kennedy and other guests present, Mr. Kennedy and Mr. Macmillan met three more times yesterday. In PARIS, Mr. Dean Rusk, U.S. Secretary of State, gave a 90-minute briefing on the Vienna talks to the 15-nation Nato council. Some of his listeners said he was ""rather pessimistic"" and talked of a Berlin crisis later this year.",7638.190984725952,,
iam_059_a04-027,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_059_a04-027/handwritten.png,"From Nato headquarters Mr. Rusk went to see President de Gaulle

and informed him of the Vienna outcome. Last night Mr. Rusk arrived

in London in time to join the Buckingham Palace dinner and to 

fly home with the President. In DUESSELDORF, Chancellor Adenauer 

said the Vienna talks ""might be the beginning of a slight improvement"",

but no big changes should be expected in the political situation.",,IAM_mini,"The text from the image reads:

""From Nato headquarters Mr. Rusk went to see President de Gaulle and informed him of the Vienna outcome. Last night Mr. Rusk arrived in London in time to join the Buckingham Palace dinner and to fly home with the President. In DUESSELDORF, Chancellor Adenauer said the Vienna talks 'might be the beginning of a slight improvement,' but no big changes should be expected in the political situation.""",4913.235902786255,,,"From Nato headquarters Mr. Rusk went to see President de Gaulle and informed him of the Vienna outcome. Last night Mr. Rusk arrived in London in time to join the Buckingham Palace dinner and to fly home with the President. In DUESSEL-DORF, Chancellor Adenauer said the Vienna talks ""might be the beginning of a slight improvement,"" but no big changes should be expected in the political situation.",7856.603145599365,,,"From Nato headquarters Mr. Rusk went to see President de Gaulle and informed him of the Vienna outcome. Last night Mr. Rusk arrived in London in time to join the Buckingham Palace dinner and to fly home with the President. In DUESS-DORF, Chancellor Adenauer said the Vienna talks ""might be the beginning of a slight improvement,"" but no big changes should be expected in the political situation.",15528.087139129639,,
iam_060_a04-031,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_060_a04-031/handwritten.png,"Relaxed, smiling and clearly in the best of
spirits, Mr. Khrushchev yesterday returned to
Moscow after his two days of talks with President
Kennedy, writes Dennis Ogden from Moscow. The
good beginning made at Vienna must be
followed up by new efforts for peace, the
Soviet Communist Party newspaper Pravda
declared yesterday. Events in Vienna ""gave hope
to people of goodwill who hate the cold war,
and to all who are striving for a stable peace,""",,IAM_mini,"Here is the text from the image:

""RELAXED, smiling and clearly in the best of spirits, Mr. Krushchov yesterday returned to Moscow after his two days of talks with President Kennedy, writes Denis Ogden from Moscow. The good beginning made at Vienna must be followed up by new efforts for peace, the Soviet Communist Party newspaper Pravda declared yesterday.
Events in Vienna ""gave hope to people of goodwill who hate the cold war, and to all who are striving for a stable peace,"" write the paper's two correspondents from the Austrian capital.""",6140.799283981323,,,"RELAXED, smiling and clearly in the best of spirits, Mr. Krushchov yesterday returned to Moscow after his two days of talks with President Kennedy, writes Dennis Ogden from Moscow. The good beginning made at Vienna must be followed up by new efforts for peace, the Soviet Communist Party newspaper Pravda declared yesterday. Events in Vienna ""gave hope to people of goodwill who hate the cold war, and to all who are striving for a stable peace,"" write the paper's two correspondents from the Austrian capital.",8910.012006759644,,,"RELAXED, smiling and clearly in the best of spirits, Mr. Krushchov yesterday returned to Moscow after his two days of talks with President Kennedy, writes Dennis Ogden from Moscow. The good beginning made at Vienna must be followed up by new efforts for peace, the Soviet Communist Party newspaper Pravda declared yesterday. Events in Vienna ""gave hope to people of goodwill who hate the cold war, and to all who are striving for a stable peace,"" write the paper's two correspondents from the Austrian capital.",12083.814859390259,,
iam_060_a04-035,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_060_a04-035/handwritten.png,"Thinking over the results of the Vienna meeting, peace-loving people will say ""a good beginning."" Mr. Khrushchov remained at the airport to join President Brezhnev in welcoming Dr. Sukarno, President and Prime Minister of Indonesia, who arrived by Boeing 707 jet on a short visit 60 minutes after Mr. Khrushchov had arrived from Vienna. A cheering, chanting crowd of Indonesian students broke through crash barriers to surround their President on the tarmac for",,IAM_mini,"The text reads:

""Thinking over the results of the Vienna meeting, peace-loving people will say 'a good beginning.'"" Mr. Krushchov remained at the airport to join President Brezhnev in welcoming Dr. Sukarno, President and Prime Minister of Indonesia, who arrived by Boeing 707 jet on a state visit 40 minutes after Mr. Khrushchov had arrived from Vienna. A cheering, delighted crowd of Indonesian students broke through crash barriers to surround their President on the tarmac for several minutes, chanting his name and waving flowers.",6035.382986068726,,,"""Thinking over the results of the Vienna meeting, peace-loving people will say 'a good beginning.'"" Mr. Krushchov remained at the airport to join President Brezhnev in welcoming Dr. Sukarno, President and Prime Minister of Indonesia, who arrived by Boeing 707 jet on a state visit 40 minutes after Mr. Khrushchov had arrived from Vienna. A cheering, delighted crowd of Indonesian students broke through crash barriers to surround their President on the tarmac for several minutes, chanting his name and waving flowers.",8214.758157730103,,,"""Thinking over the results of the Vienna meeting, peace-loving people will say 'a good beginning.' Mr. Krushchov remained at the airport to join President Brezhnev in welcoming Dr. Sukarno, President and Prime Minister of Indonesia, who arrived by Boeing 707 jet on a state visit 40 minutes after Mr. Khrushchov had arrived from Vienna. A cheering, delighted crowd of Indonesian students broke through crash barriers to surround their President on the tarmac for several minutes, chanting his name and waving flowers.""",12272.745132446289,,
iam_060_a04-039,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_060_a04-039/handwritten.png,"In Vienna, before flying off to Moscow,
Mr. Khrushchev said he hoped his weekend
talks with President Kennedy would help ""to
establish an enduring peace between nations.""
Replying to a farewell speech from Austrian President
Schaerf, the Soviet Premier thanked Austria for
the hospitality and welcome he had received.
""The Soviet Union has always stood and is
striving to safeguard an enduring peace for
the peoples, to secure an early solution of the",,IAM_mini,"The text from the image reads:

""In VIENNA, before flying off to Moscow, Mr. Khrushchev said he hoped his weekend talks with President Kennedy would help 'to establish an enduring peace between nations.' Replying to a farewell speech from Austrian President Schaerf, the Soviet Premier thanked Austria for the hospitality and welcome he had received. 'The Soviet Union has always striven and is striving to safeguard an enduring peace for the peoples, to secure an early solution of the disarmament problem, and to bring about a peaceful settlement of international disputes through negotiations,' he said.""",5966.163158416748,,,"In VIENNA, before flying off to Moscow, Mr. Khrushchov said he hoped his weekend talks with President Kennedy would help ""to establish an enduring peace between nations."" Replying to a farewell speech from Austrian President Schaerf, the Soviet Premier thanked Austria for the hospitality and welcome he had received. ""The Soviet Union has always striven and is striving to safeguard an enduring peace for the peoples, to secure an early solution of the disarmament problem, and to bring about a peaceful settlement of international disputes through negotiations,"" he said.",7266.404151916504,,,"In VIENNA, before flying off to Moscow, Mr. Khrushchov said he hoped his weekend talks with President Kennedy would help ""to establish an enduring peace between nations."" Replying to a farewell speech from Austrian President Schaerf, the Soviet Premier thanked Austria for the hospitality and welcome he had received. ""The Soviet Union has always strive n and is striving to safeguard an enduring peace for the peoples, to secure an early solution of the disarmament problem, and to bring about a peaceful settlement of international disputes through negotiations,"" he said.",13405.176162719727,,
iam_061_a04-047,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_061_a04-047/handwritten.png,"Addressing the annual congress of the National Union
of General and Municipal Workers, he said he felt
sure the Labour movement was coming round in
support of his views. Obviously conscious of the fierce and
wide spread resentment over the U.S. Polaris base in
Britain, Mr. Gaitskell said that he even noticed that
supporters of unilateral nuclear disarmament were changing
their tactics by switching most of their emphasis on
to the missile.",,IAM_mini,"The text reads:

""Addressing the annual congress of the National Union of General and Municipal Workers, he said he felt sure the Labour movement was coming round in support of his views. Obviously conscious of the fierce and widespread resentment over the U.S. Polaris base in Britain, Mr. Gaitskell said that he even noticed that supporters of unilateral nuclear disarmament were changing their tactics by switching most of their emphasis on to the missile.""",4999.674081802368,,,"Addressing the annual congress of the National Union of General and Municipal Workers, he said he felt sure the Labour movement was coming round in support of his views. Obviously conscious of the fierce and widespread resentment over the U.S. Polaris base in Britain, Mr. Gaitskell said that he even noticed that supporters of unilateral nuclear disarmament were changing their tactics by switching most of their emphasis on to the missile.",6021.982192993164,,,"Addressing the annual congress of the National Union of General and Municipal Workers, he said he felt sure the Labour movement was coming round in support of his views. Obviously conscious of the fierce and widespread resentment over the U.S. Polaris base in Britain, Mr. Gaitskell said that he even noticed that supporters of unilateral nuclear disarmament were changing their tactics by switching most of their emphasis on to the missile.",6429.1839599609375,,
iam_061_a04-050,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_061_a04-050/handwritten.png,"Mr Gaitskell said that a member of an alliance could
not deny facilities to nations to which it was
allied. But governments should be free to negotiate
and refuse proposals with which they did not
agree. The Labour Party opposed Thor missiles because,
he said, they were out of date and vulnerable and
would attract enemy action.",,IAM_mini,"The text from the image reads:

""Mr. Gaitskell said that a member of an alliance could not deny facilities to nations to which it was allied. But governments should be free to negotiate and refuse proposals with which they did not agree. The Labour Party opposed Thor missiles, because, he said, they were out of date and vulnerable and would attract enemy action.""",4176.059246063232,,,"Mr. Gaitskell said that a member of an alliance could not deny facilities to nations to which it was allied. But governments should be free to negotiate and refuse proposals with which they did not agree. The Labour Party opposed Thor missiles, because, he said, they were out of date and vulnerable and would attract enemy action.",5218.4789180755615,,,"Mr. Gaitskell said that a member of an alliance could not deny facilities to nations to which it was allied. But governments should be free to negotiate and refuse proposals with which they did not agree. The Labour Party opposed Thor missiles, because, he said, they were out of date and vulnerable and would attract enemy action.",7467.118978500366,,
iam_061_a04-059,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_061_a04-059/handwritten.png,"The party agreed that it was unwise to locate the base
in the Holy Loch, only 20 miles from Glasgow, a
city with two million people. It should be sited
in a more remote area. Mr. Gaitskell added that
the Scarborough conference decisions did not in his
view truly reflect the opinions of the majority
of party members and still less the party's
supporters in the country.",,IAM_mini,"The text reads:

""The party agreed that it was unwise to locate the base in the Holy Loch, only 30 miles from Glasgow, a city with two million people. It should be sited in a more remote area. Mr. Gaitskell added that the Scarborough conference decisions did not, in his view, truly reflect the opinions of the majority of party members and still less the party's supporters in the country.""",5705.98292350769,,,"The party agreed that it was unwise to locate the base in the Holy Loch, only 30 miles from Glasgow, a city with two million people. It should be sited in a more remote area. Mr. Gaitskell added that the Scarborough conference decisions did not, in his view, truly reflect the opinions of the majority of party members and still less the party’s supporters in the country.",4672.271013259888,,,"The party agreed that it was unwise to locate the base in the Holy Loch, only 30 miles from Glasgow, a city with two million people. It should be sited in a more remote area. Mr. Gaitskell added that the Scarborough conference decisions did not, in his view, truly reflect the opinions of the majority of party members and still less the party's supporters in the country.",6610.758066177368,,
iam_062_a04-069,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_062_a04-069/handwritten.png,"To Prime Minister,
Prime Minister should begin to take
seriously the danger of the spread of nuclear
weapons within the NATO alliance. Let us say
to McMillan that he should press - perhaps
with the agreement of Kennedy, in
talks with the Soviet Union - for the establishment
in central Europe of a zone of controlled
disarmament.",,IAM_mini,"The text reads:

""To Mr. Macmillan, Mr. Gaitskell said the Prime Minister should begin to take seriously the danger of the spread of nuclear weapons within the Nato alliance. 'Let us say to Macmillan that he should press, I hope with the agreement of Kennedy, in talks with the Soviet Union, for the establishment in central Europe of a zone of controlled disarmament.'""",4710.140943527222,,,"To Mr. Macmillan, Mr. Gaitskell said the Prime Minister should begin to take seriously the danger of the spread of nuclear weapons within the Nato alliance. ""Let us say to Macmillan that he should press, I hope with the agreement of Kennedy, in talks with the Soviet Union, for the establishment in central Europe of a zone of controlled disarmament.""",7782.204151153564,,,"To Mr. Macmillan, Mr. Gaitskell said the Prime Minister should begin to take seriously the danger of the spread of nuclear weapons within the Nato alliance. ""Let us say to Macmillan that he should press, I hope with the agreement of Kennedy, in talks with the Soviet Union, for the establishment in central Europe of a zone of controlled disarmament.""",6448.338985443115,,
iam_063_a04-089,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_063_a04-089/handwritten.png,"Earl Russell, President of the Committee
of 100, told Kennedy that he should
take notice of, that very large and
growing section which is opposed to
the establishment of a Polaris base,
whether at Holy Loch or elsewhere on
British territory."" He pointed out that
already there have been protests but
that, very much larger protests are to
be expected and are being planned.""",,IAM_mini,"The text reads:

""Earl Russell, President of the Committee of 100, told Kennedy that he should take notice of ""that very large and growing section which is opposed to the establishment of a Polaris base, whether at Holy Loch or elsewhere on British territory."" He pointed out that already there have been protests but that ""very much larger protests are to be expected and are being planned.""""",4986.371040344238,,,"Earl Russell, President of the Committee of 100, told Kennedy that he should take notice of ""that very large and growing section which is opposed to the establishment of a Polaris base, whether at Holy Loch or elsewhere on British territory."" He pointed out that already there have been protests but that ""very much larger protests are to be expected and are being planned.""",5171.730995178223,,,"Earl Russell, President of the Committee of 100, told Kennedy that he should take notice of ""that very large and growing section which is opposed to the establishment of a Polaris base, whether at Holy Loch or elsewhere on British territory."" He pointed out that already there have been protests but that ""very much larger protests are to be expected and are being planned.""",9584.289073944092,,
iam_066_a06-000,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_066_a06-000/handwritten.png,"The Selwyn Lloyd may speed up his plans
to catch speculators in shares and property.
The first hint of the Chancellor bowing to
public opinion over his ""July Budget"" came
dramatically in the Commons yesterday. Mr
Lloyd said on Thursday that he proposed
to deal in his next regular Budget with
some profits which now escape tax.",,IAM_mini,"The text reads:

""MR. SELWYN LLOYD may speed up his plans to catch speculators in shares and property. The first hint of the Chancellor bowing to public opinion over his ""July Budget"" came dramatically in the Commons yesterday. Mr. Lloyd said on Tuesday that he proposed to deal in his next regular Budget with some profits which now escape tax.""",4914.180755615234,,,"MR SELWYN LLOYD may speed up his plans to catch speculators in shares and property. The first hint of the Chancellor bowing to public opinion over his ""July Budget"" came dramatically in the Commons yesterday. Mr. Lloyd said on Tuesday that he proposed to deal in his next regular Budget with some profits which now escape tax.",5398.397922515869,,,"MR SELWYN LLOYD may speed up his plans to catch speculators in shares and property. The first hint of the Chancellor bowing to public opinion over his ""July Budget"" came dramatically in the Commons yesterday. Mr. Lloyd said on Tuesday that he proposed to deal in his next regular Budget with some profits which now escape tax.",7360.53991317749,,
iam_067_a06-008,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_067_a06-008/handwritten.png,"Mr. Harold Wilson, Shadow Chancellor, jumped up to
offer the Government an easy passage for such
legislation. ""Why don't you make proposals to legislate
in the autumn?"" Mr. Wilson asked. ""We wouldn't call
it an Autumn Budget. You can call it a Taxation
Management Bill, if you like."" While Mr. Wilson
was speaking, the Prime Minister and Mr. Lloyd
had a whispered conversation.",,IAM_mini,"The text reads:

""Mr. Harold Wilson, Shadow Chancellor, jumped up to offer the Government an easy passage for such legislation. 'Why don't you make proposals to legislate in the autumn?' Mr. Wilson asked. 'We wouldn't call it an Autumn Budget. You can call it a Taxation Management Bill, if you like.' While Mr. Wilson was speaking, the Prime Minister and Mr. Lloyd had a whispered conversation.""",4812.522888183594,,,"Mr. Harold Wilson, Shadow Chancellor, jumped up to offer the Government an easy passage for such legislation. ""Why don't you make proposals to legislate in the autumn?"" Mr. Wilson asked. ""We wouldn't call it an Autumn Budget. You can call it a Taxation Management Bill, if you like."" While Mr. Wilson was speaking, the Prime Minister and Mr. Lloyd had a whispered conversation.",6268.348932266235,,,"Mr. Harold Wilson, Shadow Chancellor, jumped up to offer the Government an easy passage for such legislation. ""Why don't you make proposals to legislate in the autumn?"" Mr. Wilson asked. ""We wouldn't call it an Autumn Budget. You can call it a Taxation Management Bill, if you like."" While Mr. Wilson was speaking, the Prime Minister and Mr. Lloyd had a whispered conversation.",10833.424091339111,,
iam_068_a06-014,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_068_a06-014/handwritten.png,"The nodded at each other until Sir Edward
rose to say that the Chancellor would back
Mr. Wilkins' offer in mind. Guy Eden writes:
Treasury experts are already working on
the scheme. Profits of genuine investors
in industry will not be affected, but only
opinion in unit-out speculator areas.
FRANK FOULKES, communist president
of the ETU, refuse yesterday to
""commit suicide"" at the TUC's
invitation.",,IAM_mini,"The text in the image reads:

""They nodded at each other and Sir Edward rose to say that the Chancellor would bear Mr. Wilson's offer in mind. Guy Eden writes: Treasury experts are already working on the scheme. Profits of genuine investors in industry will not be affected, but only quick in-and-out speculator deals. FRANK FOULKES, Communist president of the ETU, refused yesterday to ""commit suicide"" at the TUC's invitation.""",5527.856826782227,,,"They nodded at each other and Sir Edward rose to say that the Chancellor would bear Mr. Wilson's offer in mind. Guy Eden writes: Treasury experts are already working on the scheme. Profits of genuine investors in industry will not be affected, but only quick in-and-out speculator deals. FRANK FOULKES, Communist president of the ETU, refused yesterday to ""commit suicide"" at the TUC's invitation.",9055.747032165527,,,"They nodded at each other and Sir Edward rose to say that the Chancellor would bear Mr. Wilson's offer in mind. Guy Eden writes: Treasury experts are already working on the scheme. Profits of genuine investors in industry will not be affected, but only quick in-and-out speculator deals. FRANK FOULKES, Communist president of the ETU, refused yesterday to ""commit suicide"" at the TUC's invitation.",6800.700902938843,,
iam_071_a06-036,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_071_a06-036/handwritten.png,"The small Panzer units, for destroying big
ships, are controlled automatically, even
to the preparations for launching their
rockets. Applauding on the river banks at
Leningrad were thousands who knew that in
20 years they will have free food, housing, light,
heat, transport and medical treatment - all
for a working week of 31 to 36 hours.

Harrys Andrews",,IAM_mini,"The text in the image reads:

""The small rocket craft, for destroying big ships, are controlled automatically, even to the preparations for launching their rockets. Appearing on the river banks at Leningrad were thousands now told that in 20 years they will have free food, housing, light, heat, transport and medical treatment - all for a working week of 34 to 36 hours.""",5222.803115844727,,,"The small rocket craft, for destroying big ships, are controlled automatically, even to the preparations for launching their rockets. Applauding on the river banks at Leningrad were thousands now told that in 20 years they will have free food, housing, light, heat, transport and medical treatment - all for a working week of 34 to 36 hours.",5713.345050811768,,,"The small rocket craft, for destroying big ships, are controlled automatically, even to the preparations for launching their rockets. Applauding on the river banks at Leningrad were thousands now told that in 20 years they will have free food, housing, light, heat, transport and medical treatment - all for a working week of 34 to 36 hours.",9437.780857086182,,
